Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url
Art Education,"The Master of Arts in Art with an option in Art Education is designed to serve the needs of a variety of professionals including elementary and secondary school art teachers, community college instructors, museum educators, and arts administrators. This advanced degree program provides students with opportunities to extend their professional knowledge of theory and practice. The curriculum requires candidates to conduct scholarly inquiry into the historical, philosophical, and theoretical foundations of art education.",https://www.csulb.edu/school-of-art/ma-art-option-art-education,The School of Art is an accredited institutional member of the National Association of Schools of Art and Design (NASAD).,,Master of Arts in Art with option in Art Education,https://www.csulb.edu/school-of-art/mfa-art-concentration-studio-art
Studio Art,"The MFA in Art with a Concentration in Studio Art is a three-year program that prepares students to be professional artists. We are a research-focused program, which means students spend their time in the studio making work. The program supports the development of an individual practice in the context of a diverse community of artists. Our students gain expertise in their chosen media area, along with a broad understanding of contemporary art, theory, and professional practices. We emphasize the creative process as a form of research.",https://www.csulb.edu/school-of-art/mfa-art-concentration-studio-art,The School of Art is accredited by the National Association of Schools of Art and Design (NASAD).,MFA,Master of Fine Arts in International Studio Arts,https://www.csulb.edu/school-of-art/mfa-art-concentration-studio-art
,"The Master of Arts degree in Dance is a 36-unit program that offers a broad, comprehensive and individualized course of study for students who hold a bachelor’s degree in dance, or its equivalent. The MA program prepares students for continued study in dance at the doctoral level, professional careers in dance education in the private sector or at the community college level, and/or related fields. The program is designed to develop students’ artistic and academic potential through advanced study in creative and scholarly work. MA students may complete their culminating experience with a written thesis or a creative project.",https://www.csulb.edu/college-of-the-arts/dance/ma-in-dance,The Department of Dance is an accredited institutional member of the National Association of Schools of Dance (NASD).,MA,Master of Arts in Dance,https://www.csulb.edu/graduate-studies
,"The Master of Fine Arts (MFA) in Dance is a 60-unit graduate program that develops students’ creative and scholarly potential. We are committed to fostering artistic and academic excellence while encouraging students to investigate the intersections of choreography, performance, and scholarly inquiry. The MFA program is designed to develop and refine each student's artistic voice, pedagogical approach, and scholarly research. Coursework provides students with a breadth of experiences including choreography, dance production, improvisation, performance, pedagogy, research methods, somatics, and technique. Faculty within the CSULB Department of Dance have a wide-range of expertise. Areas of specialization include: contemporary dance practices, choreography, cultural studies, dance and technology, dance history/theory, improvisation, pedagogy, Pilates, somatics, and various world dance forms. Graduate students work in a stimulating environment with dedicated faculty and a diverse student population. Our graduates are prepared to teach dance in higher education and to pursue their careers as performing and creative artists.",https://www.csulb.edu/college-of-the-arts/dance/mfa-in-dance,The Department of Dance is an accredited institutional member of the National Association of Schools of Dance (NASD).,MFA,Master of Fine Arts in Dance,https://www.csulb.edu/graduate-studies
Composition,"The Master of Music (M.M.) degree is offered in seven options: Composition, Conducting (Choral, Instrumental-Wind, and Orchestral), Jazz Studies, Music Education, Opera Performance, Performance, and Piano Pedagogy. These options provide an opportunity for students to develop their creative and scholarly abilities and to gain a greater depth and breadth of knowledge and skills. The M.M. is designed to prepare students for a professional career in music and for further graduate study.",https://www.csulb.edu/college-of-the-arts/bob-cole-conservatory-of-music/programs/master-of-music,Accredited by the National Association of Schools of Music (NASM).,,Master of Music with option in Composition,https://www.csulb.edu/graduate-studies
Instrumental/Vocal Performance,"The Master of Music degree is a professional degree for musicians who have attained a high level of skill in performance, conducting, composition, or scholarly inquiry. The Master of Music in Performance is designed for students who demonstrate the potential to achieve the highest levels of professional accomplishment in their field. Students work with our world-class faculty of performers and scholars and have numerous opportunities to perform as soloists and in a variety of large and small ensembles.",https://csulbmusic.shopwindow.io/content/render/crm_form/7af1d55c-e451-4919-9015-d7a22bf88d32?presentation=web,,Master of Music,Master of Music with option in Instrumental/Vocal Performance,https://csulbmusic.shopwindow.io/content/render/crm_form/7af1d55c-e451-4919-9015-d7a22bf88d32?presentation=web
Conducting (Instrumental or Choral),"The Master of Music is a professional degree for students with a high level of specialization in one of the nine available options. Its objective is to develop in its students a mature and professional concept of music as a creative art and to provide the opportunity for them to develop a high level of competence and artistry in performance, conducting, composition, or music history; to provide them with the background necessary for study at the doctoral level; and to provide the necessary experience and qualifications for careers in music.",https://www.csulb.edu/academic-catalog/course-catalog/master-of-music,The Bob Cole Conservatory of Music is a fully-accredited member of the National Association of Schools of Music (NASM).,Master of Music,Master of Music with option in Instrumental/Choral Conducting,https://www.csulb.edu/graduate-studies
Opera,"The Master of Music degree is designed to provide professional training in specialized areas of music and to prepare students for a variety of careers in music, including teaching at the college level, professional performance and composition, or continuing on to doctoral study. The graduate program in vocal performance is designed to develop artistry, pedagogical skill, and scholarship in preparation for careers in performance and teaching. Applied study is complemented by courses in vocal pedagogy, diction, opera literature, song literature, and choral literature. The Opera Institute provides a wide range of training opportunities for graduate and undergraduate vocal performance majors. Each year, it presents two mainstage productions with orchestra, evenings of opera scenes, and a touring outreach production.",https://www.csulb.edu/academic-catalog/course-catalog/master-of-music,The Bob Cole Conservatory of Music is an accredited institutional member of the National Association of Schools of Music (NASM).,Master's,Master of Music with option in Opera,https://www.csulb.edu/college-of-the-arts
Jazz Studies,"The Master of Music degree is a professional degree for the specialist in music. It is designed to provide students with the opportunity to develop their musical skills to the highest possible professional and artistic level and to acquire a sophisticated knowledge of the literature in their chosen field of specialization. The degree represents the attainment of a high level of musicianship as demonstrated by the ability to perform publicly or to produce musical works of high quality. It further attests to the acquisition of a broad knowledge of music theory, history, and literature. Options are offered in Composition, Conducting (Choral or Instrumental), Jazz Studies, Opera, Performance (Orchestral Instrument, Organ, Piano, or Voice), and Piano Pedagogy.",https://www.csulb.edu/college-of-the-arts/bob-cole-conservatory-of-music/mm-in-music,The Bob Cole Conservatory of Music is an accredited institutional member of the National Association of Schools of Music (NASM).,Master's,Master of Music with option in Jazz Studies,https://www.csulb.edu/graduate-studies
,,,,,Master of Arts in Music Education,https://www.jammusiclab.com/academics/master-arts-music-education
Musicology,The Master of Arts in Music degree is offered with a choice of options in Musicology or Music Education. Graduate students in both options complete a rigorous course of study in music theory and music history and must demonstrate reading knowledge of a language other than English. The degree culminates in a thesis or curriculum project and is completed with a final oral examination.,https://www.csulb.edu/college-of-the-arts/bob-cole-conservatory-of-music/ma-in-music,The Bob Cole Conservatory of Music is a fully accredited member of the National Association of Schools of Music (NASM).,,Master of Arts in Musicology,https://www.csulb.edu/graduate-studies
Acting,"The Master of Fine Arts (MFA) in Theatre Arts with an Option in Acting at California State University, Long Beach is a three-year, 60-unit, conservatory-style program focused on the development of the actor as a collaborative artist. The program’s mission is to rigorously train and educate students with a diversity of backgrounds and experiences to become professional actors, creative artists, and teachers of acting. The program is designed to discipline the actor’s instrument through the integration of voice, speech, and movement. Throughout their training, actors engage in a sequence of studio classes that foster the development of a unique, personal acting process that will form the basis of their continued growth as working artists. We encourage the application of classroom training to the creation of both new and established works. The program culminates with a public performance of a thesis role in a fully-mounted production. In their final semester, students produce a showcase of their work, which is presented in Los Angeles to an invited audience of industry professionals.",https://www.csulb.edu/college-of-the-arts/theatre-arts/acting-mfa,The Department of Theatre Arts at CSULB is an accredited institutional member of the National Association of Schools of Theatre (NAST).,MFA,Master of Fine Arts in Theatre Arts with option in Acting,https://www.csulb.edu/graduate-studies
Theatre Management,"The Department of Theatre Arts and the Graduate School of Business Administration jointly offer a three-year, 78-unit program leading to the concurrent Master of Fine Arts in Theatre Arts and the Master of Business Administration degrees. The program provides a unique opportunity for specialized training that prepares students for a variety of leadership positions in the dynamic and growing field of arts administration, particularly for management positions in not-for-profit and commercial regional theatres and performing arts centers. Applicants must apply to and be accepted by both the Department of Theatre Arts and the College of Business Administration. Two separate applications are required.",https://www.csulb.edu/theatre-arts/graduate-admissions-0,,MFA/MBA,Master of Fine Arts in Theatre Arts with option in Theatre Management (MFA/MBA),https://www.csulb.edu/theatre-arts/graduate-admissions-0
,"The Master of Arts degree in Japanese Language and Pedagogy is designed to provide students with a solid foundation in Japanese linguistics, and second language acquisition theory and practice, to prepare them for careers in Japanese language education at the secondary and post-secondary levels in the U.S. and other countries. The MA program provides students with opportunities to analyze and conduct research related to Japanese language pedagogy. Students interested in pursuing a doctoral degree in related fields can also gain strong preparation by completing this MA program.",https://cla.csulb.edu/departments/aaas/graduate-credential/,,Master of Arts,Master of Arts in Japanese Language & Pedagogy,https://cla.csulb.edu/departments/aaas/graduate-credential/
,"The Master of Science in Accountancy (MSA) is a 30-unit cohort program designed to provide students with the technical knowledge, communication skills, and critical thinking abilities for a successful career in public or corporate accounting. The program is specifically intended for students who have completed an undergraduate degree with a major in accounting from an AACSB-accredited university. The program is full-time, finishing in 10 months from August to May.",https://www.csulb.edu/college-of-business/accountancy/master-of-science-in-accountancy,The College of Business and its Accountancy programs are AACSB-accredited.,,Master of Science in Accountancy,https://www.csulb.edu/graduate-studies
,"The Master of Science in Finance (MSF) program at California State University, Long Beach (CSULB) provides a quantitative and comprehensive curriculum that offers in-depth exposure to the principles and practices of corporate finance, investments, and risk management. With its advanced curriculum, the program provides a unique combination of a strong foundation in finance principles and cutting-edge practical knowledge. Students gain hands-on experiences with financial databases (Bloomberg, Morningstar, etc.) and software (Crystal Ball, Python, etc.) from our world-class faculty. The program is specifically designed to prepare students for careers in the finance profession and for professional certifications, such as the Chartered Financial Analyst (CFA) and Certified Financial Planner (CFP) designations.",https://www.csulb.edu/college-of-business/finance/master-of-science-in-finance,The College of Business is accredited by AACSB International - The Association to Advance Collegiate Schools of Business.,,Master of Science in Finance,https://www.csulb.edu/graduate-studies
,"The Master of Science in Information Systems (MSIS) program is designed for students who want to become leaders at the intersection of information systems and management. The program’s mission is to educate business professionals to become leaders who can align information technology with business needs by applying best-practice management techniques and leveraging appropriate IT tools. The MSIS program integrates a core business curriculum with a set of courses that focus on key aspects of information systems. The coursework balances theoretical concepts and practical applications. The program is flexible to accommodate students with or without a technical background. The program has been classified as a STEM (Science, Technology, Engineering, and Mathematics) program. The STEM designation allows eligible graduates on student visas access to an Optional Practical Training (OPT) extension, helping them to stay and work in the U.S. for up to three years after graduation.",https://www.csulb.edu/college-of-business/information-systems/master-of-science-in-information-systems-msis,The College of Business is accredited by AACSB International at both the undergraduate and graduate levels.,,Master of Science in Information Systems,https://www.csulb.edu/college-of-business/information-systems
,"The Master of Science in Marketing Analytics (MSMA) is a one-year, 30-unit, cohort-based program that prepares students for marketing careers in our data-driven world. The MSMA is a STEM-designated program. This intensive program integrates marketing strategy, research, and data analytics to provide students with the advanced knowledge and skills necessary to succeed in a wide array of marketing careers. MSMA graduates will be able to: Analyze marketing data for strategic decision making; Understand and apply marketing research tools and techniques; Design, implement, and evaluate marketing strategies; Create effective data visualizations; Present and communicate complex information clearly and persuasively.",https://www.csulb.edu/college-of-business/master-of-science-in-marketing-analytics,"The College of Business, which offers this program, is accredited by the Association to Advance Collegiate Schools of Business (AACSB).",Master of Science,Master of Science in Marketing Analytics,https://www.csulb.edu/graduate-studies
"['Finance', 'Management & Human Resources Management', 'Marketing']","The Master of Business Administration (MBA) is a general management program that emphasizes a case-based, team-oriented, and hands-on learning approach. Students have the opportunity to participate in a variety of high-impact activities, such as case competitions, consulting projects with real clients, and a two-week international study trip. Graduates of our programs become transformational leaders, making a difference in the public and private sectors both locally and internationally.",https://www.csulb.edu/college-of-business/master-of-business-administration-mba,"The CSULB College of Business is an AACSB International accredited school, a recognition achieved by only one-third of business schools in the U.S. and 15% worldwide.",MBA,Master of Business Administration (MBA),https://business.fsu.edu/graduate
"Finance, Human Resources Management, Management Information Systems, Marketing","The Day/Time MBA is a 48-unit lock-step program designed to be completed in 21 months. It is the only MBA program at CSULB that is open to all majors including those without any business background. Students are admitted as a cohort and take all classes together, fostering a collaborative environment, team spirit, and a strong network. Students may choose one of four areas of specialization: Finance, Human Resources Management, Management Information Systems, or Marketing. GMAT/GRE may be waived. Please visit our GMAT/GRE Waiver Policy page for more details.",https://www.csulb.edu/cob-graduate-programs/mba-programs/day-time-mba,The College of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB) at both the undergraduate and graduate levels.,,Master of Business Administration (MBA) Accelerated,https://www.csulb.edu/cob-graduate-programs/mba-programs/day-time-mba
"Finance, Global Logistics & Supply Chain Management, Human Resources Management, Information Systems, Management, Marketing","The Evening MBA Program is designed for working professionals who wish to pursue a graduate business degree on a part-time basis. Classes are offered Monday through Thursday evenings. The program provides an integrated perspective of business, with an emphasis on the global and technological environment. Coursework encompasses all business functions, including accounting, finance, human resources, information systems, law, management, marketing, and operations. The Evening MBA is a 48-unit program.",https://www.csulb.edu/college-of-business/evening-mba,The College of Business is one of a select number of institutions to have earned dual accreditation from the Association to Advance Collegiate Schools of Business (AACSB) for both its Business and Accounting programs.,MBA,Master of Business Administration (MBA) Evening,https://www.csulb.edu/graduate-studies
,The Online MBA program at CSULB is a 2-year cohort program that admits for the Fall semester only. The curriculum is specifically designed for working professionals to enhance their career opportunities. It is delivered in a fully online format and is an accelerated program with a structured schedule.,https://www.csulb.edu/college-of-business/online-mba,The College of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB) at both the undergraduate and graduate levels.,MBA,Master of Business Administration (MBA) Online,https://www.csulb.edu/graduate-studies
"['Adult-Gerontology Acute Care Nurse Practitioner (AGACNP)', 'Adult-Gerontology Primary Care Nurse Practitioner (AGPCNP)', 'Family Nurse Practitioner (FNP)', 'Pediatric Primary Care Nurse Practitioner (PNP)', 'Psychiatric-Mental Health Nurse Practitioner (PMHNP)', 'Nurse Educator (NE)', 'Nursing and Health Systems Executive Management (NHEM)']","The Master of Science degree in Nursing is designed to prepare advanced practice nurses to function in a variety of health care settings. The curriculum is designed to provide a foundation for doctoral study. The graduate will be able to: Utilize theory and research in a specialized area of advanced nursing practice and in the analysis of health care issues; Demonstrate competence in a specialized role of advanced nursing practice; Participate in the planning, implementation, and evaluation of health care; Identify and analyze health care issues for the purpose of initiating and promoting change; Collaborate with other health care professionals and consumers in the planning and delivery of health care; Identify and pursue nursing research problems and utilize research findings; Promote the nursing profession through professional and community activities; Assume a leadership role in nursing and health care; Demonstrate a commitment to life-long learning to maintain competence in advanced nursing practice.",https://www.csulb.edu/college-of-health-human-services/school-of-nursing/msn-program-overview,"The baccalaureate degree program in nursing, master's degree program in nursing, and Doctor of Nursing Practice program at California State University Long Beach are accredited by the Commission on Collegiate Nursing Education, 655 K Street NW, Suite 750, Washington, DC 20001, 202-887-6791.",,Master of Science in Nursing,https://www.csulb.edu/college-of-health-human-services/graduate-programs
"['Aerospace Engineering', 'Mechanical Engineering', 'Civil Engineering']","The Doctor of Philosophy (Ph.D.) in Engineering and Computational Mathematics is an interdisciplinary program jointly offered by the College of Engineering (COE) and the College of Natural Sciences and Mathematics (CNSM). This is an innovative, research-oriented doctoral program whose primary purpose is to educate the next generation of engineers, scientists, and mathematicians to use high-performance computing to solve complex, large-scale, and interdisciplinary problems of interest to society. Students graduating from this program will possess the advanced computational and mathematical skills needed to develop innovative solutions for aerospace, civil, and mechanical engineering systems, as well as in other related science and engineering fields. The Ph.D. in Engineering and Computational Mathematics is designed as a full-time program. The doctoral degree is awarded in recognition of a student’s demonstrated ability to make a significant and original contribution to research in engineering or applied science. Students will be required to develop a solid foundation in their chosen engineering discipline and mathematics, to pass a series of examinations, and to conduct a significant and original research investigation. The outcome of the research is to be presented in a written dissertation and defended in a final oral examination. Graduates of the program will be well prepared for a career in academia or industry.",https://www.csulb.edu/college-of-engineering/engineering-doctoral-studies,,Doctoral,Doctor of Philosophy in Engineering and Computational Mathematics,https://www.csulb.edu/college-of-engineering/engineering-doctoral-studies
,,,,,Doctorate in Educational Leadership,https://www.baypath.edu/academics/graduate-programs/educational-leadership-edd/
"Pre-K-12 Educational Leadership, Community College/Higher Education Leadership, Social and Cultural Analysis of Education (SCAE)","The Doctor of Education in Educational Leadership is a 60-unit program that is dedicated to developing the next generation of Pre-K-12 school, community college, and higher education administrators. The program is specifically designed to meet the needs of working professionals. All classes are offered in the evenings during the fall, spring, and summer semesters. The program of study is designed for students to complete their coursework in two years and the dissertation within three years. The Educational Leadership Ed.D. Program is a cohort-based program. Students are admitted each fall and progress through the program in a learning community. Students will engage in an applied dissertation of practice to address a current, relevant problem within their educational organizations.",https://www.csulb.edu/college-of-education/doctor-education-educational-leadership-edd,,,Doctorate in Educational Administration,https://www.csulb.edu/graduate-studies
Community College/Higher Education Leadership Option,"The Educational Leadership doctoral program at California State University, Long Beach is designed to prepare transformative leaders for the complex challenges and opportunities in P-12 schools and districts and in community colleges and higher education institutions.

The three-year, 60-unit program provides a unique opportunity for a cohort of students from P-12 and post-secondary education organizations to learn and work together on issues of mutual interest. The curriculum has a strong focus on social justice and equity, leadership, evidence-based decision making, and effective management of fiscal and human resources.

Students complete the program within a cohort model of approximately 20-25 students. Classes meet face-to-face on Saturdays, and online activities are also required. Two 8-week courses are taken each semester (fall, spring and summer) during the first two years of the program. During the third year, students focus on their dissertation research. Courses are taught by full-time faculty in the College of Education, and by experienced administrator-scholars.",https://www.csulb.edu/college-of-education/educational-doctorate-educational-leadership,,,Doctorate in Higher Education Administration,https://www.csulb.edu/college-of-education/educational-doctorate-educational-leadership
,"The Certificate in Advanced Paralegal is a 30-unit program that provides students with a comprehensive education in practical paralegal skills. Students receive instruction in the latest computer technology including online legal research. Substantive law courses are taught by members of the judiciary and practicing attorneys. The program is designed to meet the needs of working adults. All courses are held on Saturdays at the CSULB campus. Courses are completed in a prescribed sequence during a 14-month period. For more information, visit the Certificate in Advanced Paralegal website.",https://www.csulb.edu/program/advanced-paralegal-certificate,,Certificate,Certificate in Advanced Paralegal,https://www.csulb.edu/graduate-studies
,"The Certificate in Agile Project Management is designed for project managers, product owners, Scrum masters, and other professionals who seek to deliver business value through the adoption of Agile methodologies. Participants will gain the knowledge and skills needed to effectively lead Agile teams, manage Agile projects, and support organizational change toward a more flexible and adaptive approach.

In this program, you will gain an understanding of the concepts and techniques of Agile as an approach to project management. You will discover the different approaches within Agile, focusing on the ones that are most popular, like Scrum, Kanban, Lean, and extreme programming (XP). You will also gain an understanding of how to lead and motivate Agile teams by gaining insights into self-organization, team empowerment, and servant leadership.",https://www.cpace.csulb.edu/courses/certificate-in-agile-project-management,,Certificate,Certificate in Agile Project Management,https://www.cpace.csulb.edu/courses/certificate-programs
,"The Certificate in Applied Analytics and Machine Learning for Higher Education provides higher education professionals, institutional researchers and other professionals with advanced training in data analytics and machine learning. This program equips students with the knowledge and skills needed to understand and implement machine learning algorithms and computational techniques to solve a variety of problems in institutional research, strategic planning, and enrollment management.",https://www.csulb.edu/college-of-education/certificate-in-applied-analytics-and-machine-learning-for-higher-education,,Certificate,Certificate in Applied Analytics and Machine Learning for Higher Education,https://www.csulb.edu/graduate-studies
,"The Certified Nursing Assistant (CNA) program at CSULB is an intensive 18-day program that prepares students to provide basic nursing care in a variety of healthcare settings. This non-credit program is an excellent starting point for those interested in pursuing a career in nursing or other healthcare fields.

Students will receive 72 hours of classroom instruction and 128 hours of clinical experience, which provides hands-on training in a skilled nursing facility. The curriculum includes training in patient rights, communication, safety, observation, reporting, and assisting residents with daily living activities. Students will also learn how to take and record vital signs, as well as how to provide personal care such as bathing, dressing, and feeding.

Upon completion of the program, students will be eligible to take the California Nurse Assistant Competency Examination to become a Certified Nursing Assistant (CNA). This program fulfills the requirements of the California Department of Public Health for CNA training. Please note that employment as a CNA requires a criminal background check.",https://www.cpace.csulb.edu/courses/certified-nursing-assistant,This program fulfills the requirements of the California Department of Public Health for CNA training.,Certificate,Certificate in Certified Nursing Assistant (CNA),https://www.cpace.csulb.edu/courses/certified-nursing-assistant
,"The Clinical Medical Assistant program at CSULB is one of the premier medical assistant programs in Southern California. Offered in partnership with nationally recognized Condensed Curriculum International (CCI), this course will prepare you to work as a professional in multiple healthcare settings. Medical assistants with a clinical background can perform various clinical tasks including assisting with the administration of medications, minor procedures, performing an EKG, obtaining laboratory specimens for testing, educating patients, and other related tasks. This program also includes an optional clinical externship at a local healthcare provider, which will provide you with 160 hours of hands-on experience.",https://www.cpie.csulb.edu/courses/certificate-programs/clinical-medical-assistant,,,Certificate in Clinical Medical Assistant,https://www.youtube.com/watch?v=Uki3jDXHaXk
,"The Certificate in Collections Management for Costume and Textiles is designed to provide students with the knowledge and practical experience necessary to manage, preserve, and interpret costume and textile collections. The certificate is a valuable asset to those interested in working in museums, historical societies, and other cultural institutions with costume and textile collections. It is also beneficial to those who wish to work as private collection managers or consultants. The curriculum combines the theoretical and practical aspects of collection management.",https://www.csulb.edu/program/certificate-collections-management-costume-and-textiles,,Certificate,Certificate in Collections Management for Costume and Textiles,https://www.csulb.edu/graduate-studies
,"Crime analysis is a law enforcement function that involves systematic analysis for identifying and analyzing patterns and trends in crime and disorder. Information on patterns can help law enforcement agencies deploy resources in a more effective manner, and assist detectives in identifying and apprehending suspects. Crime analysis also plays a role in devising solutions to crime problems, and developing crime prevention strategies. The Certificate in Crime and Intelligence Analysis is a two-semester program designed to provide a comprehensive introduction to the theory and practice of crime and intelligence analysis. The program is taught by faculty who are specialists in crime analysis, as well as experienced practitioners in the field.",https://www.cpie.csulb.edu/courses/crime-and-intelligence-analysis-certificate-program,,,Certificate in Crime and Intelligence Analysis Program,https://www.youtube.com/watch?v=RVl81T6x11M
,"As the digital world continues to expand and grow, it is becoming increasingly important for companies to meet consumers where they are. In this program, you will develop the digital marketing skills needed for a variety of roles in the industry. Learn how to create and implement an effective digital marketing strategy, leveraging social media platforms, SEO tactics, and digital advertising. Discover how to track campaign results through web and social media analytics in order to calculate ROI and drive business growth. This program is offered in partnership with GreenFig, a leading industry-driven education company. No previous experience is required to enroll.",https://www.cpace.csulb.edu/courses/digital-marketing-certificate,,Certificate,Certificate in Digital Marketing,https://www.cpace.csulb.edu/
,"The Certificate in Geographic Information Science (GIScience) is a 16-unit program for individuals who wish to acquire GIScience knowledge and skills for their profession. The certificate is especially useful for individuals with a degree in Geography or a related field (e.g. Environmental Science and Policy, Geology, Anthropology, Engineering, Urban Planning, etc.) who are returning to the university for specialized training in GIScience. The program offers a solid theoretical background in GIScience as well as advanced technical skills that are attractive to employers in both the public and private sectors. The certificate is offered completely face-to-face, so that we can offer students hands-on mentoring opportunities.",https://www.csulb.edu/college-of-liberal-arts/geography/certificate-in-geographic-information-science,,Certificate,Certificate in Geographic Information Science,https://www.csulb.edu/graduate-studies
