Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error,level
,"The minor in Latin literature is an option for students who wish to pursue the study of Latin at a level beyond that required for the fulfillment of the Muir and Marshall Colleges language requirements. The minor consists of seven courses in Latin literature, at least five of which must be upper division.",https://catalog.ucsd.edu/curricula-departments-programs/literature.html#latinliteratureminor,,Minor,Latin Literature,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Law and Society minor is an interdisciplinary minor that emphasizes the social, cultural, and historical context of law. The law is not treated as a separate and distinct institution, but as a set of institutions and practices that are an integral part of society. Students must complete seven courses (28 units), at least five of which must be upper-division. The courses must be taken in at least two different departments. A maximum of two courses may be taken P/NP. All courses must be completed with a C- or better. At least four of the seven courses must be taken at UC San Diego.",https://lawandsociety.ucsd.edu/undergraduate/minor.html,,Minor,Law and Society Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The major in linguistics (BA) provides a strong foundation in the core areas of the field (phonetics, phonology, morphology, syntax, and semantics), as well as in language acquisition, language change, and language and society. Students gain a solid understanding of the rules and structures that underlie human language, and learn how to analyze linguistic data and form and test hypotheses about it. The BA requires fewer linguistics courses than the BAs in language science or speech and language sciences, allowing more flexibility for students to combine a linguistics major with a major in another field. The linguistics BA is not intended as preparation for graduate study in linguistics; students who wish to pursue a graduate degree in linguistics are advised to complete one of the specialized majors.",https://catalog.ucsd.edu/departments-programs-gs/linguistics/Linguistics-BA.html,,B.A.,Linguistics (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Cognitive and Behavioral Sciences,"Linguistics is the scientific study of language, the most complex and uniquely human of our cognitive abilities. The linguistics major at UC San Diego provides students a solid understanding of the core areas of the field (phonetics, phonology, syntax, and semantics) as well as training in a number of subfields (e.g., psycholinguistics, neurolinguistics, sociolinguistics, language acquisition, historical linguistics). Students also have the opportunity to study a wide range of languages. The department has two majors, each offering the BA or BS degree. The linguistics major provides a foundation in theoretical linguistics. The language studies major emphasizes proficiency in one or more languages, combined with a basic knowledge of linguistic principles. The department is a part of the Division of Social Sciences, but the study of linguistics also interacts with and draws from disciplines in the Division of Arts and Humanities and the Division of Biological Sciences, and the Jacobs School of Engineering. Students can complete a general linguistics major or specialize in a particular area. This specialization is intended for majors who are interested in the psychological and biological aspects of language. It is a good option for students interested in careers in speech pathology and audiology or in marketing, and for students who are considering graduate study in cognitive science, psychology, or a related field.",https://catalog.ucsd.edu/curricula-departments-programs/linguistics/linguistics-bs.html,,B.S.,Linguistics (Cognitive and Behavioral Sciences) (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Language and Society,"The language and society specialization focuses on the role of language in society and the ways in which language reflects and contributes to the construction of social groups and institutions. The specialization may be of interest to students with career goals in a wide variety of areas, including education, law, health care, advertising, and marketing. It provides a solid liberal arts background and prepares students for graduate studies in linguistics, sociolinguistics, and other related fields.",https://catalog.ucsd.edu/curricula-departments-programs/linguistics.html#linguisticsmajorlanguageandsocietyspecializationbalign,,B.A.,Linguistics (Language and Society) (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Speech and Language Sciences,"The Department of Linguistics offers a Bachelor of Arts degree in linguistics. A major in linguistics may be pursued with or without a specialization in a particular language or area. The specialization in speech and language sciences is intended as a preparation for graduate study in speech-language pathology, audiology, and speech and hearing sciences. Course work for this specialization includes a background in general linguistics as well as courses in the anatomical and physiological, neurological, physical, and psychological foundations of speech, language, and hearing; the nature of language and hearing disorders; and the principles and methods of assessment and treatment.",https://catalog.ucsd.edu/departments-programs-gs/linguistics/,,B.A.,Linguistics (Speech and Language Sciences) (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The linguistics minor is intended for students who wish to formally study language and linguistics in a way that complements their major field of study. The minor consists of seven courses (twenty-eight units), at least five of which must be upper division.",https://catalog.ucsd.edu/curric/LING-mi.html,,Minor,Linguistics Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The literary arts minor gives students the opportunity to develop their skills as creative writers and critics of literature. Students will work in a variety of literary genres, including fiction, poetry, and nonfiction, and develop a historical understanding of literary traditions. The minor provides a solid foundation for students interested in pursuing graduate study in creative writing (MFA programs), as well as for students interested in careers in publishing, editing, journalism, and other writing-related fields.",https://catalog.ucsd.edu/curric/LIT-mi.html#literaryartsminor,,Minor,Literary Arts Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The literatures in English major is designed for students who are interested in the study of literature written in English. The major provides a firm grounding in the traditions of English and American literature and also gives students the opportunity to explore the emerging literatures of the Anglophone world. It is also designed to develop critical skills for the reading of literature and for the writing of literary-critical essays. Students who major in literatures in English will be well prepared to enter graduate school in English and related fields, or to pursue careers in which the disciplined study of humane letters is a recognized qualification. Students may choose to follow the standard literatures in English major or the intensive major.",https://catalog.ucsd.edu/departments-programs-gs/literature/literature-ug.html#english-major,,B.A.,Literatures in English (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Literatures in English minor requires seven courses in LTEN. Of these, at least four must be upper division. One of the upper-division courses must be from a period before 1800 (LTEN 107, 108, 110, 112, 115, 116, 118, 119, 120, 145, 146, 149, 150, 152, 154, 155, 156, 157, 158, 159). The department’s offerings in Literatures in English provide a wide range of courses in British and American literature. We offer courses in traditional periods and genres, as well as in such emergent fields as gender studies, cultural studies, and ethnic literature. Students wishing to minor in Literatures in English should meet with the undergraduate coordinator in the Department of Literature.",https://catalog.ucsd.edu/curricula-departments-programs/literature.html#minorandprogramofconcentration,,Minor,Literatures in English Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The literatures of the world minor is designed for students who wish to study a broad range of literary traditions, including those outside of the British and American canons. Students pursuing this minor will gain familiarity with a variety of national and transnational literary traditions, learn the skills of literary analysis and interpretation, and develop their understanding of the ways in which cultural and historical forces shape literary production.",https://literature.ucsd.edu/undergrad/minors.html,,Minor,Literatures of the World Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The major in Spanish literature is designed for students who wish to acquire a solid background in Spanish and Latin American literatures and cultures while attaining proficiency in the Spanish language. The major consists of twelve upper-division courses, which include three required core courses on literary and cultural analysis (LTCS 100 or LTCS 102), Spanish literature (LTSP 130A), and Latin American literature (LTSP 130B), two to four advanced language courses, and at least five literature courses in Spanish. In addition to fulfilling the major requirements, students must also satisfy the general-education requirements of their college and the university-wide upper-division writing requirement. Students are strongly encouraged to study abroad in a Spanish-speaking country. Further details may be obtained from the undergraduate adviser in the Department of Literature.",https://catalog.ucsd.edu/curric/LIT-ug.html#spanmajor,,B.A.,"Literatures, Spanish (B.A.)","The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Marine Biology major provides a strong foundation in the biology of marine organisms. Students study the diversity of marine life, and the physical and chemical processes that affect that life. The major is an interdisciplinary one, in which students are required to take courses from related fields. The major is designed to prepare students for graduate studies in marine biology and related biological fields, as well as for careers in a variety of fields, including conservation, aquaculture, and biotechnology.",https://scripps.ucsd.edu/undergrad/curricula/marine-biology-major,,B.S.,Marine Biology (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The marine sciences minor is intended for students with a broad interest in the marine sciences. It is not intended for students majoring in Earth Sciences, Marine Biology or Oceanic and Atmospheric Sciences, for whom a more specialized curriculum is available. The minor consists of twenty-eight units, at least twenty of which must be upper-division.",https://scripps.ucsd.edu/undergrad/curriculum/marine-biology-major/marine-sciences-minor,,Minor,Marine Sciences Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Marketing Minor at the Rady School of Management provides foundational knowledge of the theories and application of marketing principles. Marketing is a critical function in all organizations. It involves processes for creating, communicating, and delivering value to customers and for managing customer relationships in ways that benefit the organization and its stakeholders. The minor provides students with a deep understanding of marketing strategy, consumer behavior, new product development, and marketing analytics. All majors are eligible to apply for the Marketing Minor. Students must have a minimum 2.5 UC GPA, be in at least their sophomore year (completed 45 units), and have completed at least one quarter at UC San Diego to apply.",https://rady.ucsd.edu/programs/undergraduate-programs/marketing-minor/index.html,,,Marketing Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The major in mathematical biology is designed to provide a sound foundation in mathematics, with an emphasis on the applications of mathematics to the biological sciences. It is intended for students who are interested in pursuing a career in the interdisciplinary field of mathematical biology. The major is sponsored by the Department of Mathematics and the Division of Biological Sciences.",https://catalog.ucsd.edu/curric/MATH-ug.html#ma36,,B.S.,Mathematical Biology (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The department offers a wide range of courses in pure and applied mathematics at the undergraduate level. The department offers six majors leading to a BS degree: mathematics, applied mathematics, mathematics—computer science, joint major in mathematics and economics, mathematics—secondary education, and mathematics—applied science. It also offers a minor in mathematics. The department encourages all students to consider a math major, and it is a requirement for many other majors. Strong preparation in mathematics is essential for success in the graduate and professional schools of the physical, biological, and social sciences. The major in applied mathematics is intended for students who are interested in the applications of mathematics to other fields.",https://catalog.ucsd.edu/curric/MATH-ug.html,,B.S.,Mathematics (Applied) (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,,,,,Mathematics (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
"['Chemistry', 'Computational and Data Science', 'Earth Sciences', 'Economics', 'Engineering', 'Mathematical Biology', 'Physics']","The applied science major is designed for students with a substantial interest in mathematics and its applications to a particular field. The following specializations are available: chemistry, computational and data science, earth sciences, economics, engineering, mathematical biology, and physics. This major is recommended for students who are interested in a career in a field of science, or who wish to apply to a graduate program in their chosen field of science. Students must choose one of the specializations listed above. All courses for this major, except for the upper-division area of specialization, must be taken for a letter grade. For details, please contact the mathematics department.",https://catalog.ucsd.edu/curric/MATH-ug.html,,,Mathematics - Applied Science (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Mathematics–Computer Science major is an interdisciplinary program that provides a strong foundation in both mathematics and computer science. The curriculum is designed for students who are interested in the theoretical aspects of computer science and their connections to mathematics. Students will gain a deep understanding of mathematical reasoning, algorithm design, and computational theory. Graduates are well-prepared for careers in research, software development, and data analysis, or for advanced studies in either computer science or mathematics. This major is offered by the Department of Mathematics. Students completing the major receive a bachelor of science in mathematics–computer science.",https://catalog.ucsd.edu/curric/MA31-ug.html,,,Mathematics - Computer Science (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The major in mathematics—secondary education is designed to prepare students for a career in teaching mathematics at the secondary school level. In addition to a broad education in mathematics, the major provides an introduction to the history and foundations of mathematics, and to the an introduction to the history and foundations of mathematics, and to the issues in mathematics education, and includes a component of fieldwork in local schools. It is a state-approved major that provides the subject matter competence required for a California Preliminary Single Subject Teaching Credential in Mathematics. To meet the professional preparation requirements for a teaching credential, students must also be admitted to UC San Diego’s Education Studies Program (EDS). Thus, students in the major work with both a mathematics faculty adviser and an EDS adviser. It is recommended that students start the program in their first year. A list of approved courses is available on the Mathematics Department website, math.ucsd.edu. Students must apply for admission to the credential program at the Education Studies Program.",https://catalog.ucsd.edu/curric/MATH-ug.html,,B.A.,Mathematics - Secondary Education (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"This major is designed to provide students with the mathematical and statistical skills necessary for graduate study in economics and business, and to prepare students for a career as an analyst in business, finance, or government. The curriculum is a combination of the core courses from the mathematics, BS (MA30) and economics, BA (EN25) majors. A student who is not a joint mathematics and economics major is not permitted to take more than five courses in the major.",https://catalog.ucsd.edu/curric/MATH-ug.html,,B.S.,Mathematics and Economics - Joint Major (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The mathematics education minor is intended for students interested in a career in K–12 mathematics education. The curriculum is designed to provide students with a strong foundation in mathematics, with a focus on topics that are relevant to the K–12 curriculum. In addition, students will complete a three-course sequence in which they will learn about the theoretical and pedagogical foundations of mathematics education, and will spend time observing and assisting in local K–12 classrooms. Students who are interested in pursuing a California teaching credential should contact the Education Studies Program (EDS) for information about the credentialing process. The minor in mathematics education is not a teaching credential. Students must apply for admission to the EDS credentialing program. It is recommended that students who are interested in earning a credential begin the process in their junior year. Contact the EDS Student Affairs office for more details.",https://catalog.ucsd.edu/curric/MATH-mi.html,,Minor,Mathematics Education Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The minor in mathematics consists of seven or more courses. At least four of these courses must be upper-division. To receive a minor in mathematics, all courses for the minor must be taken for a letter grade. Students must achieve at least a 2.0 grade point average in the courses taken for the minor. Upper-division courses for the minor must be taken at UC San Diego in the Department of Mathematics. More advanced courses are recommended. MATH 109 is a prerequisite for most upper-division courses and should be taken as early as possible. The following two courses are required for the mathematics minor: MATH 20D. Differential Equations (4) and MATH 109. Mathematical Reasoning (4). The remaining five courses must be chosen from the following list: MATH 20B. Calculus for Science and Engineering (4); MATH 20C. Calculus and Analytic Geometry for Science and Engineering (4); MATH 20E. Vector Calculus (4); MATH 20F. Linear Algebra (4); All upper-division mathematics courses numbered 100–194.",https://catalog.ucsd.edu/curricula-departments-programs/mathematics.html#minor,,Minor,Mathematics Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
"Aerospace Engineering, Controls & Robotics, Fluid Mechanics, Materials Science, Mechanical Design, Renewable Energy, Thermal Sciences","The BS in mechanical engineering program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org. The program educational objectives are as follows: Within a few years of graduation, our alumni are expected to 1) be engaged in a professional career in industry or government, or be enrolled in advanced graduate studies; 2) work effectively in multidisciplinary teams and be able to communicate well; and 3) adapt to evolving technologies and societal needs through professional development and lifelong learning. The undergraduate curriculum is designed to provide students with a strong foundation in engineering fundamentals, a broad education in the liberal arts and sciences, and a capstone design experience. We strive to graduate creative problem-solvers who will be leaders in their chosen field. The mechanical engineering program provides a strong foundation in the technical disciplines of the profession, including mechanics, vibrations, thermodynamics, fluid dynamics, heat transfer, materials, control theory, and mechanical design.",https://mae.ucsd.edu/undergraduate/bs-mechanical-engineering,Accredited by the Engineering Accreditation Commission of ABET.,,Mechanical Engineering (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Controls and Robotics,"Mechanical engineering is a broad discipline that has its foundations in the principles of mechanics, thermodynamics, fluid mechanics, and energy and is at the forefront of the development of new technologies. The principles of mechanical engineering are applied in the design, development, and manufacturing of a wide range of products and systems, including artificial hearts and limbs, robotic systems, and smart materials and structures; clean and efficient transportation and power systems; and renewable and new energy technologies. The mechanical engineering curriculum at UC San Diego is a four-year program that provides a strong foundation in the engineering sciences and culminates in a capstone design experience. Students are prepared for a wide range of careers in research and development, product and systems design, and engineering management and entrepreneurship. Students may also choose to continue their education in graduate school in engineering or other fields such as business, law, and medicine.",https://catalog.ucsd.edu/curric/MAE-ug.html,"The BS degree programs in mechanical engineering and aerospace engineering are accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org.",B.S.,Mechanical Engineering with a Specialization in Controls and Robotics (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Fluid Mechanics and Thermal Systems,"The B.S. in mechanical engineering program is a four-year curriculum that begins with a foundation in mathematics and science. It continues with a core of engineering science and design courses and includes a broad set of technical electives. A major feature of the curriculum is a senior design project course, which all students are required to take. A wide range of projects is available from which to choose. In this course, students work in small teams to design, build, and test a device of their own conception. To ensure that all students have some specialization, students are required to complete a sequence of three technical elective (TE) courses in one of the following focus sequences: Aerospace Engineering, Controls and Robotics, Fluid Mechanics and Thermal Systems, Materials Science and Engineering, Mechanics of Materials, or Renewable Energy and Environmental Flows.",https://catalog.ucsd.edu/curricula-departments-programs/jacobs-school-of-engineering/mechanical-and-aerospace-engineering/mae-majors.html#mechanicalengineeringbs,"All MAE undergraduate programs are accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org.",B.S.,Mechanical Engineering with a Specialization in Fluid Mechanics and Thermal Systems (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Materials Science and Engineering,"The department offers a four-year curriculum leading to a BS in mechanical engineering. The BS in mechanical engineering program is accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org. The curriculum is designed to provide students with the skills and knowledge needed for a successful career in industry or for postgraduate studies. It provides a strong foundation in the engineering sciences, including fluid mechanics, heat transfer, solid mechanics, materials science, control theory, and design. The specialization in Materials Science and Engineering is designed for students who are interested in the mechanical properties of materials. The curriculum provides a strong foundation in the structure, processing, and performance of materials, as well as the fundamentals of mechanical design. Students in this specialization take a sequence of courses covering topics such as thermodynamics of solids, materials selection, and mechanical behavior of materials, in addition to the core mechanical engineering curriculum.",https://catalog.ucsd.edu/curricula-departments-programs/jacobs-school-of-engineering/mechanical-and-aerospace-engineering/,"The BS in mechanical engineering program is accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org.",B.S.,Mechanical Engineering with a Specialization in Materials Science and Engineering (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Mechanics of Materials,"The undergraduate program in mechanical engineering is a four-year curriculum that can lead to a BS in mechanical engineering. The mechanical engineering program is accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org. This program is designed to provide students with a strong foundation in the fundamentals of mechanical engineering. Core courses provide the analytical basis for the two principal areas of mechanical engineering: mechanics and design, and thermal and fluid sciences. Students can choose a plan of study that is a general mechanical engineering curriculum or they can choose a plan with a more specialized curriculum.",https://catalog.ucsd.edu/curricula-departments-programs/jacobs-school-of-engineering/mechanical-aerospace-engineering/ME_BS_MechanicsMaterials.html,"The mechanical engineering program is accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org.",B.S.,Mechanical Engineering with a Specialization in Mechanics of Materials (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
Renewable Energy and Environmental Flows,"The mechanical engineering curriculum is designed to provide a strong foundation in the fundamentals of engineering science and a versatile background for a variety of careers in industry, government, and universities. The curriculum provides a balance between the three major areas of mechanical engineering: applied mechanics, materials science, and thermal sciences... The major is structured to give all students a common background in engineering fundamentals, after which they can pursue a more specialized curriculum in their junior and senior years. A key part of the curriculum is the capstone design course, in which students work in teams to solve a real-world engineering problem... All mechanical engineering students are required to complete a two-course sequence in a specialized technical area, referred to as a focus sequence. Students may choose from a list of preapproved focus sequences or may propose their own. The preapproved focus sequences are grouped into the following specializations: Aerospace Engineering; Controls and Robotics; Fluid Mechanics and Thermal Systems; Materials Science and Engineering; Mechanics of Materials; Renewable Energy and Environmental Flows.",https://catalog.ucsd.edu/curric/MAE-ug.html,"The BS in mechanical engineering program is accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org.",B.S.,Mechanical Engineering with a Specialization in Renewable Energy and Environmental Flows (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The microbiology major is designed for students with an interest in the study of bacteria, archaea, viruses, fungi, and protozoa. The curriculum provides a strong foundation in the fundamentals of microbial life and diversity, from the molecular and cellular levels to the population and community levels. Both the basic science and the applications of microbiology are covered, including the role of microbes in medicine, industry, agriculture, and the environment. All microbiology majors will acquire hands-on experience in the laboratory, including the use of both classical and modern techniques. This includes state-of-the-art methods in microscopy, cell culture, molecular biology, and genomics. The major provides an excellent background for graduate study in microbiology or a related field, for professional schools including medical, dental, and pharmacy schools, and for careers in the biotechnology and pharmaceutical industries.",https://biology.ucsd.edu/education/undergrad/maj-min/majors/microbio.html,,B.S.,Microbiology (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The minor in Middle East studies is an interdisciplinary minor that is designed to provide students with a broad-based understanding of the Middle East and its peoples. The minor allows students to draw on the strengths of UC San Diego faculty in history, political science, literature, anthropology, and sociology, and requires a demonstration of linguistic proficiency in a language of the region.",https://catalog.ucsd.edu/curricula-departments-programs/middle-east-studies/middle-east-studies-minor.html,,Minor,Middle East Studies Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The molecular and cell biology major is designed for students with broad interests in the molecular basis of life. The required courses emphasize the fundamental principles of genetics, biochemistry, and cell biology. Students then choose from a diverse list of upper-division biology electives to complete the major. Students in this major will develop a detailed understanding of the molecular functions of cells and will be prepared for careers in a wide variety of fields, including health professions, biotechnology, and scientific research. The BS molecular and cell biology program is designed for students who wish to prepare for graduate studies in the biological or biomedical sciences.",https://catalog.ucsd.edu/curricula-departments-programs/biology/molecular-cell-biology-bs.html,,B.S.,Molecular and Cell Biology (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The molecular synthesis major is designed to prepare students for a career in the chemical sciences by providing an in-depth introduction to the synthesis of chemical compounds. The major gives students the background needed for graduate school in chemistry as well as for careers in the pharmaceutical, biotechnological, or polymer industries. The curriculum is designed around a core of organic, inorganic, and physical chemistry courses with a particular emphasis on synthetic methodology, reaction mechanisms, and the practical aspects of chemical synthesis. Students have the opportunity to participate in undergraduate research.",https://catalog.ucsd.edu/curric/CHEM-ug.html,The B.S. molecular synthesis major offered by the Department of Chemistry and Biochemistry is certified by the American Chemical Society.,B.S.,Molecular Synthesis (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Department of Music is a leading center for the creation, performance, and study of music. The undergraduate program is designed to develop students’ abilities to hear, understand, perform, and create music. Each student is provided with the opportunity for a thorough grounding in music fundamentals, history and literature, and performance. This core program is supplemented with a wide range of upper-division courses in music history, theory and analysis, composition, music technology, performance, jazz, and world music. The faculty includes a large and diverse group of composers, performers, and scholars of international renown. Many graduate seminars and performance ensembles are open to qualified undergraduate students. Students have extensive opportunities to perform in a wide variety of faculty-led ensembles, including orchestra, wind ensemble, jazz ensembles, chamber music, early music, and world music ensembles. Several student-run organizations and ensembles provide additional opportunities for performance and other music-related activities.",https://catalog.ucsd.edu/curric/MU-ug.html,,,Music (B.A.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Music Computing and the Arts Minor is an interdisciplinary program shared with Visual Arts and Computer Science, offering students the opportunity to explore the myriad new ways in which music can be created, performed, and distributed with digital tools. It provides students with the fundamental concepts and skills necessary to produce and manipulate music in a computer-based environment. It covers a range of topics from the study of audio and acoustics, to digital synthesis and processing, to computer music composition, to real-time interactive performance. This is a very popular minor for students of all kinds of musical backgrounds and interests, from classical performers to jazz improvisers to EDM composers.",https://music.ucsd.edu/undergrad/minors.html,,Minor,Music Computing & the Arts Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,The Music minor provides students with a broad-based introduction to the study and practice of music.,https://catalog.ucsd.edu/curricula-departments-programs/music/music-minor.html,,Minor,Music Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The B.S. in nanoengineering is a unique new engineering degree that is based on chemistry, physics, and mathematics with a core of nanoengineering courses. The curriculum is rigorous, but it provides both the breadth and depth needed for future leaders in nanoengineering. Students completing the B.S. degree in nanoengineering will be prepared for a wide range of technical careers and for graduate studies in nanoengineering and related fields. The B.S. nanoengineering program is designed to meet the ABET accreditation criteria. The program educational objectives of the B.S. degree in nanoengineering are as follows: 1) To provide our students with a strong technical education and the communication skills that will enable them to have successful careers in a wide range of industrial and professional environments. 2) To prepare our students for rapidly changing technologies and for a lifetime of learning. 3) To prepare our students for graduate studies in nanoengineering and in other engineering and scientific disciplines.",https://catalog.ucsd.edu/curric/NE-ug.html,"The B.S. nanoengineering program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",,NanoEngineering (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The Native American and Indigenous Studies (NAIS) minor is an interdisciplinary minor that provides students with a critical understanding of the histories, cultures, and contemporary experiences of Native and Indigenous peoples in the United States and throughout the Americas. Students will learn about the concepts of Indigeneity, settler colonialism, and sovereignty, and they will gain a deeper appreciation for the diversity and resilience of Native and Indigenous communities. The minor draws on courses from a wide range of departments and programs, including anthropology, communication, critical gender studies, ethnic studies, history, human developmental sciences, Latin American studies, linguistics, literature, political science, sociology, theatre and dance, and urban studies and planning. Through these courses, students will explore topics such as Indigenous languages and cultures, Native American history and politics, Indigenous feminisms, and the representation of Native peoples in media and popular culture.",https://ethnicstudies.ucsd.edu/academics/undergraduate/nais-minor.html,,Minor,Native American and Indigenous Studies Minor,"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The neurobiology major is designed for students with a specific interest in the function of the nervous system. The nervous system provides the biological substrate for behavior and the major provides an interdisciplinary approach to the study of brain and behavior. The curriculum provides a strong background in the fundamentals of neurobiology, and students can choose to focus on molecular, cellular, systems, or computational neurobiology through elective choices. The major is excellent preparation for graduate study in biological sciences, particularly neuroscience, and for medical school. Students completing the major are also well-prepared for careers in the biotechnology and pharmaceutical industries.",https://catalog.ucsd.edu/curric/BIO-ug.html#neurobiology,,B.S.,Neurobiology (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
,"The oceanic and atmospheric sciences (OAS) major provides students with a strong background in the fundamentals of science and mathematics, and a solid understanding of the physical processes that control the earth’s climate system. The curriculum is designed for students who are interested in the physics and chemistry of the ocean and atmosphere. Students in the OAS major will learn about the fundamental physical and chemical principles that govern the behavior of the oceans and atmosphere, and their interactions as a coupled system. Students will develop their scientific reasoning skills through a combination of coursework, including hands-on experience in computer programming and data analysis and through a research-based senior thesis project. The curriculum is interdisciplinary by nature and includes coursework in physics, chemistry, mathematics, earth science, and biology. The OAS major is excellent preparation for graduate school in oceanography, atmospheric sciences, climate sciences, earth sciences, environmental engineering, and related fields. In addition, the major provides an excellent background for careers in a wide range of fields including environmental sciences, renewable energy, resource management, and K–12 science education.",https://catalog.ucsd.edu/curricula-departments-programs/scripps-institution-of-oceanography/Oceanic-and-Atmospheric-Sciences-BS.html,,B.S.,Oceanic and Atmospheric Sciences (B.S.),"The official university website for the University of California San Diego is https://ucsd.edu. The university is a leading public research institution located in La Jolla, California.",,
