Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
Human Resource Management,"The Michigan Ross Bachelor of Business Administration is a top-ranked, immersive undergraduate business program that provides a comprehensive business education, action-based learning, and a broad-based liberal arts foundation. You will be challenged to start, advise, and lead real-world businesses and projects through a curriculum designed for you to learn business by doing business. You’ll gain a deep understanding of business fundamentals, including accounting, finance, marketing, and strategy, along with the flexibility to pursue a variety of academic interests and passions.",https://michiganross.umich.edu/undergraduate/bba,Michigan Ross is accredited by the AACSB.,,"Human Resource Management, BBA",https://admissions.umich.edu/academics-majors/majors-degrees,
,"Industrial and Operations Engineering (IOE) is the data-driven approach to making systems and processes better, faster, safer and more efficient. IOE combines skills from engineering, math, statistics, and social sciences to solve real-world problems. U-M IOE’s mission is to provide an exceptional and innovative educational experience, to create and communicate new knowledge, and to provide extraordinary leadership and service in the industrial and operations engineering profession.",https://ioe.engin.umich.edu/undergraduate/,Accredited by the Engineering Accreditation Commission of ABET,,Industrial and Operations Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
,"As an industrial and operations engineer, you will learn to utilize techniques from engineering, mathematics, and psychology to make systems and processes more efficient. Industrial and operations engineers work in every sector of the economy — from developing more efficient patient flow in hospitals to streamlining production in factories. This major stresses a multi-disciplinary approach to solving problems and creating efficient systems.",https://ioe.engin.umich.edu/undergraduate/,Accredited by the Engineering Accreditation Commission of ABET.,BSE,"Industrial and Systems Engineering, BSE",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Information Systems (IS) area at Ross is a research-oriented group focused on understanding the economic, organizational, and social implications of information technology. The curriculum focuses on giving students a broad perspective on the business opportunities and challenges represented by the rapid and pervasive developments in information technology. Our courses provide an overview of the role of information systems in organizations; an introduction to information technology, data management, and business analytics; and in-depth coverage of topics including information systems strategy, design, and implementation.",https://michiganross.umich.edu/undergraduate/bba/academics/curriculum/information-systems,,BBA,"Information Systems Management, BBA",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Instructional Design and Learning Technologies (IDLT) degree focuses on designing, developing, implementing, and evaluating instruction for various contexts, including K-12, higher education, corporate, nonprofit, and government settings. The program is designed to develop students' knowledge and skills in learning theory, instructional design models, and technologies for learning. Students will engage in coursework and experiences that will develop their skills in areas such as learning analysis, instructional design and development for a variety of formats (e.g., in-person, blended, online), program evaluation, and project management. Students will complete a design-based internship as a capstone experience and will develop a professional portfolio. With the increasing reliance on online training and development, the IDLT degree is ideal for students who want to develop practical, in-demand skills and an understanding of how to apply the science of learning to a variety of contexts.",https://soe.umich.edu/academics-admissions/degrees/bachelors-teacher-education/instructional-design-learning-technologies,,AB,"Instructional Design and Learning Technologies, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Integrative Studies (IS) program provides an excellent opportunity for students to individualize their course of study and create a degree program that meets their personal interests and career goals. The IS program is designed for students who have a specific interest that is not adequately covered by a single major or who have a broad interest that spans several academic departments. In the IS program, students can create an individualized course of study that combines courses from two or three academic areas.",https://dearborn.umich.edu/casl/departments/integrative-studies,,"AB, BS","Integrative Studies, AB, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
"Biochemistry, Biophysical Chemistry, Chemical Physics, Environmental Chemistry, Materials Chemistry, Pharmaceutical Chemistry","The Interdisciplinary Chemical Sciences (ICS) major is designed to provide a strong foundation in chemistry, while allowing students sufficient flexibility to explore interdisciplinary interests. The core requirements for the ICS major consist of foundational coursework in chemistry, mathematics, and physics, as well as core coursework in the four primary areas of chemistry: analytical, inorganic, organic, and physical chemistry. The flexible portion of the ICS curriculum consists of a minimum of 18 credits of advanced coursework in chemistry and related areas of science and/or engineering, with at least 9 of these credits taken in the Chemistry Department. The advanced electives are chosen by the student with the assistance of a chemistry faculty advisor to form a coherent program that is consistent with the student's interests and career goals. Students may pursue a general course of study or may design a more focused program with a specific emphasis in a number of areas, including Biochemistry, Biophysical Chemistry, Chemical Physics, Environmental Chemistry, Materials Chemistry, or Pharmaceutical Chemistry. Students in the Honors Program may elect an Honors ICS major.",https://lsa.umich.edu/chem/undergraduates/programs-and-majors/interdisciplinary-chemical-sciences.html,,B.S.,Interdisciplinary Chemical Sciences,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Interdisciplinary Physics major is designed for students who want to combine a strong background in physics with a significant number of courses in a related field. The Interdisciplinary Physics major is appropriate for students who are interested in areas such as biophysics, chemical physics, geophysics, mathematical physics, medical physics, or astrophysics.",https://lsa.umich.edu/physics/undergraduates/courses-and-degrees/interdisciplinary-physics-major--bs.html,,B.S.,Interdisciplinary Physics,https://admissions.umich.edu/academics-majors/majors-degrees,
"['Comparative Culture and Identity (CCI)', 'Global Environment and Health (GEH)', 'International Security, Norms and Cooperation (SNC)', 'Political Economy and Development (PED)', 'Global Coursework (GC) Sub-plan']","The major in International Studies is an interdisciplinary program designed to give students a sophisticated understanding of our increasingly interconnected world. The International Studies major provides a solid foundation for a variety of careers in government, the private sector, and non-profit organizations, as well as for admission to graduate and professional schools. Students focus on one of six sub-plans within the major to gain depth in their studies. All majors develop advanced language proficiency and build cross-cultural understanding through an international experience.",https://lsa.umich.edu/international-institute/majors-minors/international-studies-major.html,,BA,International Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
"International Security, Norms & Cooperation; Political Economy & Development; Comparative Culture & Identity; Global Environment & Health; Latin American & Caribbean Studies; European Studies; Middle Eastern & North African Studies; South Asian Studies; or Southeast Asian Studies","The Program in International and Comparative Studies (PICS) offers an interdisciplinary liberal arts major leading to a Bachelor of Arts degree. The International Studies major provides students with a multifaceted understanding of the world, including the historical, political, economic, and cultural connections and conflicts that have shaped our world. The International Studies major is comprised of a primary major and one of nine sub-plans: International Security, Norms & Cooperation; Political Economy & Development; Comparative Culture & Identity; Global Environment & Health; Latin American & Caribbean Studies; European Studies; Middle Eastern & North African Studies; South Asian Studies; or Southeast Asian Studies. Students who major in International Studies may not double major in any of the other majors offered in PICS, including the LSA majors in Latin American and Caribbean Studies, Middle Eastern and North African Studies and Modern Middle Eastern and North African Studies.",https://lsa.umich.edu/pics,,,"International Studies, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Italian major introduces students to Italy’s vital role within a globalized world. You’ll become proficient in the Italian language, and through courses on film, literature, art, history, and politics, you’ll develop a nuanced understanding of Italian society. Our close-knit community of faculty and students will support you as you immerse yourself in an exciting foreign culture, and in doing so, reflect more deeply upon your own. An Italian major can be combined with any other field of study and is particularly useful for students interested in international studies, art history, classical studies, music, business, and political science.",https://lsa.umich.edu/rll/undergraduate/programs/italian.html,,,Italian,https://admissions.umich.edu/academics-majors/majors-degrees,
"['Performance', 'Improvisation', 'Jazz Composition', 'Jazz and Contemporary Improvisation with Teacher Certification']","The bachelor of fine arts in jazz & contemporary improvisation is a highly specialized and rigorous four-year course of study for students who demonstrate exceptional promise as jazz artists. A strong undergraduate liberal arts component is interwoven with intensive training in jazz and contemporary improvisation performance, arranging, composition, and history, along with foundational instruction in music theory, musicology, and piano.",https://smtd.umich.edu/academics-admissions/degrees-programs/bfa-in-jazz-and-contemporary-improvisation/,,B.F.A.,Jazz and Contemporary Improvisation,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Journalism and Media Production major at UM-Dearborn combines a liberal arts education with professional training to prepare students for careers in media industries and for graduate school. Students have many opportunities for hands-on experience through the student-run newspaper, The Michigan Journal, the student-run radio station, WUMD, and through internships with local media companies. The major provides a background for careers in online, print, and broadcast journalism, in public relations, and in corporate, non-profit, and government communications.",https://umdearborn.edu/casl/departments/language-culture-and-communication/programs/majors/journalism-and-media-production,,AB,"Journalism and Media Production, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The major in Judaic Studies is an interdisciplinary liberal arts major intended to give students a broad-based knowledge of Judaic civilization and the Jewish people from antiquity to the present. The curriculum provides an appreciation of the multi-faceted nature of Jewish culture and its impact on world civilization. The program prepares students for graduate work in Judaic studies and related fields as well as careers in Jewish communal service, Jewish education, and the rabbinate. It also provides a strong liberal arts background for any career or profession a student might choose to pursue.",https://lsa.umich.edu/judaic/undergraduates/major-and-minor.html,,B.A.,Judaic Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Students who minor in Korean Studies will develop a broad-based knowledge of Korean culture and society. In order to declare a minor in Korean Studies, students must take a combination of language and culture courses totaling at least 15 credits. At least three of the courses must be taken at the 300 level or above. No more than two language courses may be used to meet the minor requirements. All courses must be passed with a grade of C or better. Students must also maintain a cumulative GPA of at least 2.0. Courses used to satisfy minor requirements may not be taken Pass/Fail.",https://lsa.umich.edu/asian/undergraduate/minors/korean-studies.html,,Minor,Korean Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Landscape architects analyze natural systems and create environmentally sensitive places for people that are both functional and beautiful. The undergraduate program in landscape architecture is a professional degree program that integrates knowledge of art, science, and technology. Students in landscape architecture take a variety of courses within the School for Environment and Sustainability (SEAS) and in other schools and colleges on campus. Coursework focuses on building a foundation of ecological knowledge and developing creative design and technical skills. In design studios, students address real-world challenges through hands-on, project-based learning. In the summer between their junior and senior years, students are required to complete an internship to gain professional experience. Graduates of the BLA program are prepared to enter professional offices, and after a few years of experience, may be eligible for licensure. Graduates pursue work in the private, public, and non-profit sectors in roles such as landscape architects, urban designers, environmental planners, and ecological designers.",https://admissions.umich.edu/academics-majors/majors-degrees/landscape-architecture-bla,The Bachelor of Landscape Architecture (BLA) degree is accredited by the Landscape Architectural Accreditation Board (LAAB).,BLA,Landscape Architecture,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Program in Latin American and Caribbean Studies (LACS) is an interdisciplinary undergraduate program devoted to the study of the histories, cultures, and societies of Latin America and the Caribbean. LACS offers students the flexibility to explore the region from the perspective of many different disciplines and departments at the university, including Afroamerican and African studies, anthropology, comparative literature, history, history of art, political science, romance languages and literatures, and sociology. Our core faculty has expertise in Brazil, the Caribbean, and Spanish America. The interdisciplinary framework of the LACS program allows students to develop an individualized course of study that reflects their specific interests in the region. LACS students learn to think critically and comparatively about the region's shared history of colonialism and its aftermath, and to appreciate the variety and complexity of its societies.",https://lsa.umich.edu/lacs,,"Major, Minor",Latin American and Caribbean Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The major in Latin Language and Literature provides students with a rigorous training in the fundamentals of the Latin language and a sophisticated training in how to read, understand, and interpret Latin literary texts in their historical and cultural contexts. At the same time, the major allows students the flexibility to explore a variety of different approaches to the ancient world and to combine their interest in Latin with their interests in other fields.",https://lsa.umich.edu/lsa/academics/majors-minors/latin-language-and-literature-major.html,,A.B.,Latin Language and Literature,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Latina/o Studies Program at the University of Michigan provides students with an interdisciplinary approach to the study of Latina/o experiences in the United States. Courses examine the histories, cultures, and intellectual traditions of a population that has its roots in Latin America and the Caribbean, and that has been transformed by its incorporation into American society. The program provides an opportunity for students to complement a traditional disciplinary major or to pursue a Latina/o Studies major by selecting courses from a variety of fields, including American culture, anthropology, communications, comparative literature, English, film and video, history, history of art, music, political science, Romance languages and literatures, social work, sociology, and women's studies.",https://lsa.umich.edu/ac/program-in-latina-o-studies.html,,"Major, Minor",Latina/o Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
"Language and Computers, Language and Mind, Language and Society, Language and Meaning, Structure of Language","The major in Linguistics is designed to introduce students to the methods and subject matter of the scientific study of the human language capacity. Linguistics is a broadly interdisciplinary field that connects to the humanities, social sciences, and natural sciences. A major in Linguistics can be a valuable part of a liberal arts education, opening up connections to a wide range of other fields of study. It also provides a strong background for graduate study in linguistics and other related fields (e.g., anthropology, communication, law, philosophy, psychology, language teaching, speech-language pathology, computer science, and artificial intelligence). Finally, it can be valuable preparation for a wide variety of careers.",https://lsa.umich.edu/linguistics,,,Linguistics,https://admissions.umich.edu/academics-majors/majors-degrees,
Management,"The Management emphasis at Ross builds on a strong foundation in organizational theory and behavior to provide students with the ability to build and lead organizations that succeed. Management is the process of getting things done effectively and efficiently, with and through other people. The best managers excel at a wide variety of skills that can be grouped under four main functions: planning, organizing, leading, and controlling. For this emphasis, students select from a variety of courses within strategy and management and organizations that cover these topics and more.",https://michiganross.umich.edu/undergraduate/bba/academics/curriculum,The Stephen M. Ross School of Business at the University of Michigan is accredited by the Association to Advance Collegiate Schools of Business (AACSB). The first accreditation was in 1919.,BBA,Management,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Students can earn a Bachelor of Science in Engineering (BSE) in Manufacturing Engineering. Manufacturing is the process of converting raw materials into a finished product. This conversion process includes product design, process design, operations, and logistics. Manufacturing engineering education must be a balance between engineering science and industrial practice. This program has an interdisciplinary flavor with a strong core of manufacturing courses.",https://isd.engin.umich.edu/academics/manufacturing/bse/,"The Bachelor of Science in Engineering in Manufacturing Engineering is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,"Manufacturing Engineering, BSE",https://admissions.umich.edu/academics-majors/majors-degrees,
,"Marketing is more than just selling and advertising; it is a complex and comprehensive function in an organization. Marketing managers are responsible for a wide range of activities that include marketing research, product development, pricing, and management of the channels of distribution, as well as the design of effective advertising, personal selling, and other promotional activities. A successful career in marketing requires both creativity and strong analytical skills. The marketing curriculum is designed to introduce students to the key marketing concepts and to build the analytical and decision-making skills required for a professional career in marketing management or for further graduate study in the field. Students can obtain a bachelor of business administration (BBA) through the Stephen M. Ross School of Business.",https://michiganross.umich.edu/,,,"Marketing, BBA",https://admissions.umich.edu/academics-majors/majors-degrees,
"Functional and structural materials, Polymers and computational materials science","From the cars we drive to the electronic devices in our pockets to the biomedical implants in our bodies, materials are all around us. Materials Science and Engineering (MSE) is an interdisciplinary field that studies the connections between the underlying structure of a material, its properties, how it is made, and what it can do. As a materials scientist and engineer, you can design and create novel materials with new and exciting properties for just about any application you can imagine. Want to design a new lightweight composite for a more fuel-efficient airplane? Or a better biocompatible material for an artificial hip? Or how about a new semiconductor material for a faster computer chip? A degree in MSE will equip you with the fundamental knowledge and skills you need to solve these problems and more. At Michigan, our undergraduate students gain a strong foundation in the fundamentals of materials science and engineering. They go on to work in a diverse range of industries, including aerospace, automotive, electronics, energy, and biomedical devices. Many also go on to graduate school to pursue advanced degrees in MSE or related fields.",https://mse.engin.umich.edu/,Accredited by the Engineering Accreditation Commission of ABET,B.S.E.,Materials Science and Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Mathematical Sciences major is an interdisciplinary major intended for students interested in the applications of mathematics to other fields. Mathematical Sciences is the study of the language of the sciences, including its development, its abstract structures, and its applications. It encompasses traditional mathematics and a number of related fields. It uses the tools of mathematics, computing, and other fields to solve problems from the physical and biological sciences, engineering, and the social and behavioral sciences. Students who choose the Mathematical Sciences major will develop their ability to solve problems, reason abstractly, and communicate their ideas to others. The curriculum is flexible and can be tailored to an individual student's interests. The program is offered jointly by the Departments of Mathematics, Statistics, and Electrical Engineering and Computer Science.",https://lsa.umich.edu/math/undergraduates/advising/majors-and-minors/mathematical-sciences-major.html,,Bachelor's,Mathematical Sciences,https://admissions.umich.edu/academics-majors/majors-degrees,
,"From making sense of big data to creating the algorithms that power our technology, mathematics provides the language we use to understand — and shape — the world. As a mathematics student at Michigan, you will develop rigorous critical thinking and problem-solving skills to meet the challenges of the 21st century. Students are able to create their own path of study by choosing from pure and applied math or a combination of both. The department offers several degree programs for students who want to study mathematics, including Actuarial Mathematics, Financial Mathematics, and Mathematical Sciences. The mathematics curriculum pairs well with a number of different subjects for students who are interested in interdisciplinary study. Popular double majors include: computer science, statistics, economics, and physics.",https://lsa.umich.edu/math,,,Mathematics,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Mathematics major is an introduction to the main branches of modern mathematics: algebra, analysis, and geometry/topology. The curriculum is designed to provide students with a broad and deep understanding of the subject, and to develop the thinking skills that are essential for a wide variety of careers. The department offers a wide variety of courses that enable students to explore different areas of mathematics and to tailor their studies to their interests and goals. Students have considerable freedom in designing their major program, and may choose from several tracks, including a standard track, an honors track, a teaching certificate track, and a financial/actuarial track. The financial/actuarial track is designed to prepare students for careers in finance and actuarial science. The teaching certificate track is designed to prepare students for careers in secondary school teaching.",https://lsa.umich.edu/math/undergraduates/degree-programs/mathematics--a-b--or-b-s--.html,,,"Mathematics, AB, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
"Energy Concentration, Manufacturing Concentration, Pre-med Concentration","Mechanical Engineering (ME) is one of the broadest engineering disciplines. ME is the original 'general' engineering degree; its graduates can be found across all industrial sectors and in leadership roles in academia, industry and government. U-M ME students work to solve global challenges involving energy, manufacturing, transportation, health and the environment. Some of our major research areas include: automotive, biomechanics, controls, design, dynamics, energy, fluids, manufacturing, mechanics, mechatronics, and transportation. The U-M ME undergraduate program is consistently ranked among the top programs in the nation.",https://me.engin.umich.edu/,"The undergraduate program in Mechanical Engineering is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,Mechanical Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
"Automotive, Biomechanics, Controls & Robotics, Energy & Power, Manufacturing, Thermal & Fluid Sciences","Mechanical engineering is one of the broadest engineering disciplines and is central to the design and manufacturing of nearly every product. Mechanical engineers are employed in almost every industry, from aerospace to automotive, and from biotechnology to computer and electronics. They are involved in research and development, design, manufacturing, and technical sales of a wide variety of products. Some specific examples include: designing medical devices, such as artificial hearts and prosthetic limbs; developing new sustainable energy systems, from wind turbines to solar power; and designing the next generation of automobiles and spacecraft. The undergraduate curriculum provides students with a strong background in the fundamental sciences and in engineering, as well as a broad introduction to all major areas of mechanical engineering. This allows students to tailor their curriculum to their own interests in the junior and senior years, with technical elective courses in areas such as: automotive, biomechanics, controls, design, energy, fluids, heat transfer, manufacturing, and robotics.",https://me.engin.umich.edu/,"The University of Michigan Mechanical Engineering undergraduate program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,"Mechanical Engineering, BSE",https://admissions.umich.edu/academics-majors/majors-degrees,
"Robotics, Mechatronics, Control Systems","Mechatronics and Robotics Engineering (MRE) is a multidisciplinary program that combines the principles of mechanical, electrical, computer, and software engineering. It focuses on the design and development of smart products with a built-in intelligence. Such products are found in a wide variety of industries including manufacturing, automotive, aerospace, defense, consumer products, and healthcare. Robotics is an important application area of mechatronics that deals with the design and operation of robots. The field of robotics is predicted to become one of the most dynamic areas of science and technology in the 21st century. The MRE curriculum at UM-Dearborn provides students with a solid foundation in the underlying principles of mechatronics and robotics, and a broad background to succeed in a wide range of industries.",https://umdearborn.edu/cecs/departments/electrical-and-computer-engineering/undergraduate-programs/bse-mechatronics-and-robotics-engineering,"The Mechatronics and Robotics Engineering program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,Mechatronics and Robotics Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
"Medieval studies, Early Modern studies","The Program in Medieval and Early Modern Studies (MEMS) at the University of Michigan is an interdisciplinary program designed for students who wish to study the period from late antiquity to the early 18th century. MEMS students design their own major or minor, in consultation with the program advisor, from courses in more than 20 departments across the university. Majors choose to concentrate in either Medieval or Early Modern studies and are free to study any geographical region during those periods. Minors take one required course (MEMS 250), an introductory course to the period, and choose electives from a wide range of topics.",https://lsa.umich.edu/mems,,"Major, Minor",Medieval and Early Modern Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
"Microbial Biotechnology, Microbes and Health, Environmental and Evolutionary Microbiology","The Microbiology major is for students interested in the study of microorganisms, such as bacteria and viruses. The major provides a firm foundation in the fundamentals of microbial life, including physiology, genetics, and pathogenesis. It also provides laboratory training in both classical and contemporary microbiological methods. Students can choose to pursue a general course of study in microbiology or they can elect to specialize in one of three areas: microbial biotechnology, microbes and health, or environmental and evolutionary microbiology. The major prepares students for graduate study in microbiology or related fields (e.g., molecular biology, immunology, public health) and for professional school (e.g., medical, dental, pharmacy). It is also excellent preparation for careers in the biotechnology, pharmaceutical, or food industries.",https://lsa.umich.edu/mcdb/undergraduates/majors-and-minors/microbiology-major.html,,BS,Microbiology,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Microbiology is the study of microscopic organisms, including bacteria, viruses, fungi, and protozoa. It involves the study of their structure, function, genetics, and ecology, as well as their roles in human health, disease, and the environment. Students in this major gain a strong foundation in the biological and chemical sciences, and they have the opportunity to participate in research with faculty members. Graduates are prepared for a variety of careers in research, healthcare, biotechnology, and other fields, as well as for graduate and professional school.",https://lsa.umich.edu/mcdb/undergraduates/majors-and-minors/microbiology-major.html,,,"Microbiology, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The major in Middle East Studies (MES) is an interdisciplinary program that draws on the strengths of faculty from a variety of fields in the humanities and social sciences. The program offers students the opportunity to pursue an in-depth study of the Middle East from a range of disciplinary perspectives while also acquiring language competency in a Middle Eastern language. The major is designed to provide students with a broad overview of the Middle East, along with the opportunity to focus on a particular sub-field, region, or discipline in their elective courses. The program emphasizes critical thinking and analytical skills, as well as the ability to communicate effectively about the Middle East. MES graduates are well-prepared for careers in government, non-profits, international business, law, journalism, and education, as well as for graduate study in a variety of fields.",https://lsa.umich.edu/mes/undergraduates.html,,,Middle East Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
Anthropology and Sociology; Art and Archaeology; History; History of Religions; Political Science; Women's and Gender Studies,"The major in Middle East Studies is designed to provide students with a multi-disciplinary grounding in the study of the modern Middle East, while also allowing them to develop a program of study that suits their specific interests. The major is appropriate for students considering graduate school in a variety of disciplines, as well as those who are preparing for careers in government, the private sector, or non-governmental organizations. All majors are required to complete courses in four areas of study: language, core courses, a disciplinary or thematic focus, and a capstone seminar.",https://lsa.umich.edu/mes/undergraduates/majors-and-minors.html,,AB,"Middle East Studies, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Molecular, Cellular, and Developmental Biology major offers an integrated program of study from the subcellular and molecular level to the level of the whole organism. A student in this program will acquire a strong foundation in the basic sciences of biology, chemistry, physics, and math that will provide the framework to tailor a program to their specific interests.",https://lsa.umich.edu/mcdb/,,BS,"Molecular, Cellular, and Developmental Biology",https://admissions.umich.edu/academics-majors/majors-degrees,
,"If you have an interest in biological and behavioral sciences and a desire to help people, a Movement Science major may be for you. The Movement Science program is a Bachelor of Science degree that provides students with a strong scientific foundation to understand the effects of movement on the human body. As a student in this program, you will study the biomechanical and physiological responses to exercise, the psychomotor effects of motor skills, and how they impact human health, and you will learn to apply this knowledge in a wide range of settings. For example, students might study how exercise reduces the risk for chronic diseases, how children acquire motor skills such as walking and reaching, or how to design rehabilitation programs for people with disabilities. The curriculum for Movement Science provides excellent preparation for students interested in a variety of health-related careers including physical therapy, occupational therapy, physician assistant, medicine, and other allied health professions, as well as graduate study in kinesiology.",https://www.kines.umich.edu/movement-science,,BS,Movement Science,https://admissions.umich.edu/academics-majors/majors-degrees,
"Composition, Jazz & Contemporary Improvisation, Music & Technology, Music Education, Music Performance, Music Theory, Multidisciplinary Studies","Michigan’s School of Music, Theatre & Dance is home to one of the finest music schools in the United States. Its faculty includes internationally renowned performers, composers, scholars, and teachers. Its graduates are leaders in their fields. The bachelor's degree in music is a professional degree, intended to prepare you for a career in music. Several concentration options are available.",https://smtd.umich.edu/,,"BM, BMA, BS",Music,https://admissions.umich.edu/academics-majors/majors-degrees,
"['choral/general music', 'instrumental/general music']","The Bachelor of Music in Music Education at the University of Michigan is a professional undergraduate degree program leading to K-12 teacher certification in the state of Michigan. Certification is available in two areas: choral/general music and instrumental/general music. This state-of-the-art program allows students to develop and refine their musicianship while cultivating creative and innovative approaches to teaching in a variety of school and community settings. Students develop a thorough grounding in all aspects of music, including performance, conducting, music theory, and musicology while engaging in extensive coursework in educational psychology and philosophy. Students will have the opportunity to participate in SMTD’s world-class ensembles, lessons, and studios and also experience a variety of hands-on teaching experiences in the field beginning in their first year.",https://smtd.umich.edu/program/music-education/,"The School of Music, Theatre & Dance is a member of the National Association of Schools of Music.",BM,Music Education,https://admissions.umich.edu/academics-majors/majors-degrees,
"Brass, Collaborative Piano, Conducting, Harpsichord, Organ, Percussion, Piano, Strings, Voice, Winds & Brass, Woodwinds","The School of Music, Theatre & Dance offers a range of performance degrees through its instrumental and vocal departments. The bachelor of music in performance is a professional degree, providing the highest possible level of training for a career in performance. Studies at the master’s and doctoral levels provide even more intensive preparation for a professional life in music.",https://smtd.umich.edu/academics/departments/performance/,Accredited by the National Association of Schools of Music (NASM).,Bachelor of Music (B.M.),Music Performance,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Music in Music Theory is a pre-professional degree designed for students with a strong interest in the academic study of music, with plans to pursue a career in college-level teaching and research. Graduates of our BM program often go on to complete graduate degrees in music theory at some of the finest institutions in North America. They hold positions at a wide variety of colleges, universities, and conservatories across the country and abroad. The curriculum is intended to provide a thorough grounding in the traditional areas of music theory and analysis while exposing students to a variety of new approaches. Students in the program take a variety of advanced theory courses, a course in counterpoint, and a senior thesis. Private studio instruction and participation in ensembles are also required.",https://smtd.umich.edu/academics/departments/music-theory/,,BM,Music Theory,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Founded in 1880, the University of Michigan School of Music, Theatre & Dance (SMTD) is one of the finest performing arts schools in the United States. The school is home to a world-class faculty of performers, artists, and scholars, and a motivated and talented student body. SMTD offers a wide range of programs in music, theatre, and dance, at the undergraduate and graduate levels. Students have the opportunity to perform in a variety of ensembles and productions, and to work with guest artists from around the world.",https://smtd.umich.edu/,The music programs are accredited by the National Association of Schools of Music (NASM). The dance program is accredited by the National Association of Schools of Dance (NASD). The theatre program is accredited by the National Association of Schools of Theatre (NAST).,,"Music, Theatre & Dance",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Musical Arts (BMA) is a liberal arts-style music degree, allowing students to combine a professional music curriculum with extensive studies in other fields of interest. The BMA program is best suited for students who are musically talented and wish to continue their music studies at a professional level, but also have strong interests in other academic fields. BMA students take a combination of music courses and academic courses, combining the best of what U-M’s School of Music, Theatre & Dance (SMTD) and the College of Literature, Science, and the Arts (LSA) have to offer. BMA students have a home in SMTD, just like all other undergraduate music students; they take music lessons from our esteemed faculty, and they perform in our many ensembles. The required number of music credits are fewer than in the BM program, however, allowing BMA students to choose an LSA minor, to double major in a program from SMTD and LSA, or even pursue a dual degree. BMA students find that this flexibility, combined with the world-class education offered at both SMTD and LSA, leads to incredible careers.",https://smtd.umich.edu/admissions/undergraduate/ug-degrees/musical-arts-bma/,"All programs of the School of Music, Theatre & Dance are accredited by the National Association of Schools of Music, the National Association of Schools of Theatre, and the National Association of Schools of Dance.",BMA,Musical Arts,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Department of Musical Theatre is one of the oldest and most respected programs in the country. Our curriculum is a potent combination of professional training and broad-based academics offered by an outstanding faculty of working artists and scholars. Through a rigorous and focused curriculum of acting, dance, and voice, students develop a synthesis of skills for a successful career in musical theatre. In addition, the department provides an opportunity for students to experience the full scope of professional theatre through its series of mainstage musicals and plays. Numerous student-produced workshops and presentations also enrich the undergraduate experience.",https://smtd.umich.edu/academics-admissions/degrees-programs/bachelor-of-fine-arts-bfa/musical-theatre/,,BFA,Musical Theatre,https://admissions.umich.edu/academics-majors/majors-degrees,
"['Naval Architecture and Marine Engineering', 'Marine Engineering', 'Yacht Design']","Naval architects and marine engineers are on the forefront of green energy and the Blue Economy. Students pursuing a degree in Naval Architecture & Marine Engineering (NA&ME) have a passion for the water and a desire to make an impact on the world, whether through the design of autonomous vessels or the construction of offshore wind farms. NA&ME is a field with rich history and an even brighter future in areas such as sustainability, robotics, and national security.",https://name.engin.umich.edu/,"The Naval Architecture and Marine Engineering undergraduate program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,Naval Architecture and Marine Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
