Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
,"A minor in Hearing and Speech Sciences will provide in-depth training for undergraduates interested in in becoming scientists and/or clinicians in health-related fields. [8] This minor will help stimulate students' interest in hearing and speech as well as increase their opportunities to be admitted to postgraduate programs in audiology, speech-language pathology, biomedical engineering, psychology, neuroscience, medicine and other allied areas. [8] This minor draws on the strength of hearing and speech sciences across campus, and is designed to assist students preparing for graduate studies through a coherent plan of study. [10]",https://www.testing.uci.edu/undergraduate/hearing-and-speech-sciences-minor/,,Minor,Minor in Hearing and Speech Sciences,"The official university website for the University of California, Irvine is uci.edu.",
,"Students who are interested in the study of history but are majoring in other disciplines may minor in History. The minor incorporates elements of the Department's program for majors but allows students enough flexibility to pursue programs in other departments and schools. [2] Upper-division courses range from the examination of individual nation-states (e.g., Chinese history), to studies of the relations among nation-states (e.g., Emergence of the Modern Middle East), to historical analyses of political, socio-economic, and cultural factors (e.g., Women in the United States). [2] Students are also provided the opportunity for small-group learning experiences through colloquia. [2] The colloquia are conducted as discussion groups, involve close reading and analysis of primary and secondary texts, and require writing. [2]",https://catalogue.uci.edu/schoolofhumanities/departmentofhistory/history_minor/,,Minor,Minor in History,"The official university website for the University of California, Irvine is uci.edu.",
Specialization in History for Future Teachers. [9],"The undergraduate program in History is designed to develop critical intelligence and to foster an awareness of ourselves and our world through the study of the past. The Department presents a variety of approaches to history, and each emphasizes basic disciplinary skills: weighing évidence, constructing logical arguments, and exploring the role of theory in historical analysis and human action. [9] The Department offers a number of lower-division courses open to majors as well as non-majors, most of which fulfill part of the UCI general education requirements. [8] Upper-division courses range from the examination of individual nation-states (e.g., Chinese history), to studies of the relations among nation-states (e.g., Emergence of the Modern Middle East), to historical analyses of political, socio-economic, and cultural factors (e.g., Women in the United States). [9] Students are also provided the opportunity for small-group learning experiences through colloquia. The colloquia are conducted as discussion groups, involve close reading and analysis of primary and secondary texts, and require writing. [9]",https://catalogue.uci.edu/schoolofhumanities/departmentofhistory/history_ba/,,Bachelor of Arts. [9],Bachelor of Arts in History,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Bachelor of Science in Human Biology,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"TThe he m inor i nH umanities a ndL aw i nvolves c ourses i nt he S chool o fH umanities t hat U CI g raduates h ave f ound u seful i na cquiring t he s kills a nd k nowledge t hat p repare t hem f or l aw-related c areers. O ne s et o f c ourses d evelops s kills i nc ritical r eading, w riting, a nd a nalysis t hat a re e ssential t o t he s tudy a nd p ractice o f l aw. A nother s et p resents t heoretical a nd a nalytical p erspectives o ne thical, p olitical, a nd s ocial i ssues r elevant t ot he l aw. Af inal s et f ocuses o ns pecific l aw-related t opics f rom a h umanistic p erspective. L ower-division r equirements p rimarily d evelop f oundational s kills i nt he f irst s et, w hereas u pper-division r equirements a re d rawn p rimarily f rom t he o ther s ets.",https://catalogue.uci.edu/schoolofhumanities/departmentofphilosophy/humanitiesandlaw_minor/,,Minor,Minor in Humanities and Law,"The official university website for the University of California, Irvine is uci.edu.",
"['Human Computer Interaction [HCI]', 'Organizations & Information Technology [OIT]', 'Health Informatics', 'Individual Studies']","Do you want to learn how to design better user interfaces? Are you curious to learn how to observe people when they use information technology and how to turn your findings into innovative products? Do you wonder how data privacy laws affect the design of software worldwide? Do you care about helping people in need with mobile apps? Are you interested in learning how organizations apply AI to their problems? If you answered yes to one or more of these questions, UC Irvine's Informatics major fragmentation be a good choice for you. The B.S. in Informatics is designed around a small set of core courses that introduce the fundamentals of Informatics (human computer interaction, design), software (programming, requirements analysis), and human behavior (social analysis of computerization). From there, students can pick clusters of classes in different advanced topics like human-computer interaction, health informatics, and organizations and information technology to advance their skills and develop their interests. The major is inherently interdisciplinary, with courses drawing on areas from sociology and psychology to management and public health, depending on the direction you choose. Throughout the major, project courses offer students hands-on experiences in creative design practices, app development, ethnography, information management, business IT, and other topics. You learn how to apply your skills in different domains and work in different teams, culminating in a two-quarter capstone course in which you engage in a real-world project sponsored by a company or organization outside the university. Overall, the major emphasizes people and design. It teaches you how existing technologies shape human behavior, society, and culture, and explores how we can design future technologies that better fit human and organizational practices. Given the fluid nature of people's expectations for information technology and what tomorrow's technology can offer, students learn how to adapt to the evolving nature of the profession — whether it is a new client and their habits, an emerging new device or software capability, or a new team and its practices. More information about the major and its opportunities is available at the Department of Informatics website.",https://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofinformatics/informatics_bs/,,BS,Bachelor of Science in Informatics,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Minor in Informatics,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"The minor in Innovation and Entrepreneurship provides extensive academic and practical training for students to embark on careers as entrepreneurs (innovating to form new companies) and intrapreneurs (innovating within existing companies). The program provides students with knowledge and practical experience on certain core topics on the process of innovation and entrepreneurship, i.e., planning a new venture, lean startup methodology, venture capital, private equity, etc. Students are strongly encouraged to apply the associated business skills in the New Venture Competition and in internships. [4, 5]",https://catalogue.uci.edu/thepaulmerageschoolofbusiness/innovationandentrepreneurship_minor/,,Minor,Minor in Innovation and Entrepreneurship,"The official university website for the University of California, Irvine is uci.edu.",
Students choose both a geographic focus and a global focus. [3],"TThe Bachelor of Arts in International Studies prepares students for careers in international public policy, international business and finance, international organizations, non-governmental organizations, and academic research and teaching. [3] Key courses include Introduction to Global Studies, Global Cultures and Society, Global Political Ideologies, Global Political Economy, Human Rights and Global Governance, and Global Environmental Issues. [3] In addition to a lower-division social science course and the Global and International Studies Forum, students are required to choose a geographic and a global focus to deepen their knowledge in specific areas. [3] The program also mandates competency in a language other than English and an international experience or approved internship. [3]",https://www.humanities.uci.edu/global/major,,BA,Bachelor of Arts in International Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"The minor in International Studies provides an interdisciplinary perspective on contemporary global issues, societies, and cultures. [4, 13] International studies minors acquire knowledge that will enable them to understand and contribute to shaping the rapidly evolving global community. [2, 13] The minor helps prepare students for graduate study or professional careers in a variety of fields in the national and international job markets such as international affairs and public policy, international business and finance, international organizations, non-governmental organizations, and academic research and teaching. [2, 13] Requirements for the minor include a core set of courses: Introduction to Global Studies, Global Cultures and Society, Global Political Ideologies, Global Political Economy, Human Rights and Global Governance, and Global Environmental Issues. [2, 4, 13] Students also choose both a geographic focus and a global focus to enable them to broaden and deepen areas of knowledge and topics of particular interest. [2, 4, 13] The final requirement is one quarter of the Global and International Studies Forum. [2, 4, 13]",https://catalogue.uci.edu/schoolofsocialsciences/departmentofglobalandinternationalstudies/internationalstudies_minor/,,Minor,Minor in International Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"The interdisciplinary minor in Persian Studies offers undergraduate students an opportunity to study the Iranian and the Persianate world through the study of language, literature, history, and culture. [10] Students who complete the minor will acquire command of the Persian language and have a grasp of the history, literature, art and architecture, cinema, and/or music of the Iranian and the Persianate world. [10] With a minor in Persian Studies, students will learn how to study Persian literary and historical texts and selected cultural art forms as well as the history of Iran, Afghanistan, Tajikestan, and beyond. [10] Reflecting the diversity of Persian culture as it developed in close contact with many different civilizations, Persian Studies is international and interdisciplinary by definition. [12] At UCI, students can explore Persian life in past and present in an intellectual journey that can lead them to places as diverse as ancient Persia, the poetry of Rumi in the medieval period, to contemporary Persian and Afghan music. [12]",https://catalogue.uci.edu/specialprograms/persianstudies_minor/,,Minor,Minor in Iranian Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"The Italian Program at the University of California, Irvine offers a minor in Italian Studies with courses both in Italian language from introductory through intermediate, and in English on a variety of literary and cultural subjects, such as Dante, Boccaccio, Italian theater, Italian cinema, and contemporary migration. [9] Taking an interdisciplinary approach, students study Italian culture through film, music, theater, history and literature. [9] Beyond the Department of European Languages and Studies, Italian Studies students also take courses in history, art history, classics, and other areas. [9]",https://www.humanities.uci.edu/italian,,Minor,Minor in Italian Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"The curriculum for Japanese Language and Literature enables students to understand the extensive and rich literary, historical, social, and aesthetic achievements of Japan by studying its language, literature, film, religion, and other cultural accomplishments in depth. [3, 5, 12]",https://catalogue.uci.edu/schoolofhumanities/departmentofeastasianstudies/japaneselanguageandliterature_ba/,,"B.A. [3, 5, 12]",Bachelor of Arts in Japanese Language and Literature,"The official university website for the University of California, Irvine is uci.edu.",
,"Minoring in the Japanese program will give students foundational knowledge needed to pursue a career involving this important Pacific Rim nation. Students will be equipped with linguistic and cultural skills and be prepared in a variety of endeavors, such as international business, law, government service, journalism, teaching, and other careers involved with public affairs. [10, 12]",https://catalogue.uci.edu/dss/eall/japaneselanguageandliterature_minor/,,Minor,Minor in Japanese Language and Literature,"The official university website for the University of California, Irvine is uci.edu.",
,"Minoring in the Japanese program will give students foundational knowledge needed to pursue a career involving this important Pacific Rim nation. Students will be equipped with linguistic and cultural skills and be prepared in a variety of endeavors, such as international business, law, government service, journalism, teaching, and other careers involved with public affairs.",http://catalogue.uci.edu/schoolofhumanities/departmentofeastasianstudies/japanese_studies_minor/,,Minor,Minor in Japanese Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"TThe hebrew Studies minor is an interdisciplinary program designed for students who wish to augment their major with a supplementary focus on Hebrew language and Jewish culture, literature and history. Students in this program are required to take courses in Hebrew language and literature, as well as a range of courses in Jewish and Israeli culture and history. Students are strongly encouraged to take courses in both modern and biblical Hebrew.",https://www.humanities.uci.edu/jewishstudies/undergraduate/minor.php,,Minor,Minor in Jewish Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"The curriculum for Korean Literature and Culture enables students to understand the extensive and rich literary, historical, social, and aesthetic achievements of Korea by studying its language, literature, film, religion, and other cultural accomplishments in depth.",https://catalogue.uci.edu/schoolofhumanities/departmentofeastasianstudies/koreanliteratureandculture_ba/,,BA,Bachelor of Arts in Korean Literature and Culture,"The official university website for the University of California, Irvine is uci.edu.",
,"Minoring in the Korean program will give students foundational knowledge needed to pursue a career involving this important Pacific Rim nation. Students will be equipped with linguistic and cultural skills and be prepared in a variety of endeavors, such as international business, law, government service, journalism, teaching, and other careers involved with public affairs.",https://catalogue.uci.edu/schoolofhumanities/departmentofeastasianstudies/koreanliteratureandculture_minor/,,Minor,Minor in Korean Studies,"The official university website for the University of California, Irvine is uci.edu.",
"['theoretical', 'behavioral', 'computational', 'applied approaches to language science']","Language is a system of communication with an extraordinarily intricate structure. The scientific study of the mental representations and biological basis of language involves many questions, including what the nature of this system is, how humans master it so early in their cognitive development, how humans use it to communicate, and how it is implemented in human biology. The Department offers a B.A. in Language Science, an undergraduate minor, and undergraduate courses.",https://catalogue.uci.edu/schoolofsocialsciences/departmentoflanguagescience/,,BA,Bachelor of Arts in Language Science,"The official university website for the University of California, Irvine is uci.edu.",
,"The Department offers minors in Classical Civilization, Greek, and Latin for students wholpan a to follow a shorter but formally recognized program of study in Classics. The minor program in Latin enables students to gain an in-depth knowledge of Latin, both the language and literature, and ancient Roman culture. Students who minor in Latin have many of the same advantages as our majors, and they benefit from being part of our inclusive community as they develop their study of classical civilization with emphasis on the Latin language and Roman culture. Students further benefit from enhancing their critical thinking and their creative and historically informed problem solving, which can effectively complement their majors and studies in other areas, including the Humanities, Social Sciences, STEM or other professional fields.",https://catalogue.uci.edu/schoolofhumanities/departmentofclassics/latin_minor/,,Minor,Minor in Latin,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Minor in Latin American Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"The Department of Gender & Sexuality Studies offers a minor in Queer Studies, providing students with an opportunity to study sexuality as a complex historical and cultural formation, rather than merely a feature of intimacy or an outcome of universal and unchanging biological forces. [9] Taking as a point of departure that sexuality is a complex historical and cultural phenomenon, Queer Studies examines this complexity, drawing upon methods from anthropology, art, art history, biology, history, literature, philosophy, psychology, and sociology. [10, 11] Interdisciplinary insights from area studies, cultural studies, critical legal studies, ethnic studies, gender studies, religious studies, science and technology studies, visual studies, and women's studies also enrich this area of study. [10, 11] Queer Studies scholarship addresses a number of central questions: What constitutes the history of sexuality? How is gender related to sexuality? How are cultural norms of sexuality linked to assumptions about the proper desires and capacities of bodies? How is sexuality linked to processes of racialization? By what means and to what ends is sexuality policed? [9] Queer Studies is a relatively new field, emerging in the 1990s. [9] It draws upon concepts and methods from anthropology, history, geography, psychology, sociology, literature, philosophy, political theory, biology, art, and art history, religious studies, science and technology studies, performance studies, and visual studies. [9] Queer Studies focuses on the study of how norms are produced and come to be taken for granted, and, conversely how they are destabilized either through their own internal contradictions or through the interventions of activists seeking social justice. [9]",https://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofgenderandsexualitystudies/queerstudies_minor/,,Minor,Minor in LGBTQ Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"Linguistics is the scientific study of language. Students use scientific principles–collecting data, making observations, and developing and testing hypotheses–to study the structure, acquisition, and use of language. They apply this rigged approach to all different levels of linguistic structure, with the opportunity to join faculty on research projects. As language is an intrinsically and exclusively human characteristic, the study of linguistics cuts to the heart of human cognition and social interaction. Students majoring in a variety of STEM, liberal arts, and pre-professional fields find a linguistics minor further strengthens their analytical and communication skills, providing an advantage to their careers and graduate studies.",https://linguistics.washington.edu/minor-linguistics,,Minor,Minor in Linguistics,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Bachelor of Arts in Literary Journalism,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"The undergraduate major in Materials Science and Engineering (MSE) provides students with a thorough knowledge of basic engineering and scientific principles. The undergraduate curriculum in MSE includes (a) a core of Chemistry, Physics, and Mathematics; (b) basic Engineering courses; (c) Materials and Engineering core; and (d) technical courses in Materials Science, Engineering, and Sciences.",https://catalogue.uci.edu/thehenrysamuelischoolofengineering/departmentofmaterialsscienceandengineering/materials-science-and-engineering_bs/,The Material Science and Engineering program is accredited by the Engineering Accreditation Commission of ABET. [10],B.S. [9],Bachelor of Science in Materials Science and Engineering,"The official university website for the University of California, Irvine is uci.edu.",
,"The interdisciplinary field of materials science and engineering has become critical to many emerging areas of advanced technology and their applications. As a result, there are ihtiyaçlar and opportunities for engineers and scientists with education and training in materials science and engineering. The goal of the minor in Materials Science and Engineering (MSE) is to provide students at UCI with such education and training that will enable them, upon graduation, to not only participate in projects or programs of an interdisciplinary nature but also address challenging societal ihtiyaçlar and complex technological advances.",https://catalogue.uci.edu/thehenrysamuelischoolofengineering/departmentofmaterials-scienceandengineering/materialsscienceandengineering_minor/,,Minor,Minor in Materials Science and Engineering,"The official university website for the University of California, Irvine is uci.edu.",
"['Mathematics for Education', 'Mathematics for Education/Secondary Teaching certification']","The Department offers a B.S. in Mathematics. Within this program there are three tracks; besides the pure track, there is a specialization in Mathematics for Education and a Concentration in Mathematics for Education/Secondary Teaching certification. In addition, the Department offers a B.S. in Applied and Computational Mathematics (with concentrations in Data Science and Mathematical Finance and a specialization in Mathematical Biology) and a minor in Mathematics and Mathematics for Biology. [8] Undergraduate mathematics courses are of several kinds: courses preparatory to advanced work in mathematics, the exact sciences, and engineering; courses for students of the social and biological sciences; and courses for liberal arts students and those planning to enter the teaching field. [8] Students may be admitted to the Mathematics major upon entering the University as freshmen, via change of major, or as transfer students from other colleges and universities. [8]",https://catalogue.uci.edu/schoolofphysicalsciences/departmentofmathematics/mathematics_bs/,,B.S.,Bachelor of Science in Mathematics,"The official university website for the University of California, Irvine is uci.edu.",
,"The Mathematics Minor is an excellent complement to many majors; including physics, chemistry, engineering, computer science, business, economics, biology, and more. [9] The curriculum is designed to provide students with the opportunity to widen their background and skills in mathematics in order to gain a deeper understanding of the role that mathematics can play in their major coursework. [9]",https://catalogue.uci.edu/schoolofphysicalsciences/departmentofmathematics/mathematics_minor/,,Minor,Minor in Mathematics,"The official university website for the University of California, Irvine is uci.edu.",
,"The Mathematics for Biology Minor is an excellent complement to many majors; including physics, chemistry, engineering, computer science, biology, and more. The curriculum is designed to provide students with the opportunity to widen their background and skills in mathematics in order to gain a deeper understanding of the role that mathematics can play in their major coursework, with an emphasis on mathematical modeling in biology. [8, 9]",https://catalogue.uci.edu/schoolofphysicalsciences/departmentofmathematics/mathematicsforbiology_minor/,,Minor,Minor in Mathematics for Biology,"The official university website for the University of California, Irvine is uci.edu.",
"['Aerospace Engineering', 'Energy Systems and Environmental Engineering', 'Flow Physics and Propulsion Systems', 'Design of Mechanical Systems']","Graduates of the program will have the professional and scientific education that allows them to be successful as career engineers and in graduate programs. Specifically, they will be able to (1) function in professional environments in industry, government, and academia applying and building upon engineering science knowledge, problem-solving skills, and communication skills; (2) function as members of teams and in leadership roles applying ethical and inclusive standards including the ASME code of ethics within and beyond traditional Mechanical Engineering disciplines; and (3) remain current with technology and contemporary scientific, environmental and societal issues, and consequently improve skills and knowledge through a lifelong process of learning. (Program educational objectives are those aspects of engineering that help shape the curriculum; achievement of these objectives is a shared responsibility between the student and UCI.) The undergraduate Mechanical Engineering curriculum includes a foundation of mathematics, physics, and chemistry. Engineering courses in fundamental areas constitute much of the remaining curriculum. A few technical electives allow undergraduate students to specialize in Aerospace Engineering, Energy Systems and Environmental Engineering, Flow Physics and Propulsion Systems, and Design of Mechanical Systems or to pursue broader understanding in these areas. A senior capstone design experience culminates the curriculum. [14]",https://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofmechanicalandaerospaceengineering/mechanicalengineering_bs/,"The Mechanical Engineering program is accredited by the Engineering Accreditation Commission of ABET, under the commission's General Criteria and Program Criteria for Mechanical and Similarly Named Engineering Programs. [19]",Bachelor of Science,Bachelor of Science in Mechanical Engineering,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Minor in Medical Anthropology,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Minor in Medical Humanities,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Science in Microbiology and Immunology,"The official university website for the University of California, Irvine is uci.edu.",
,,,,Minor,Minor in Modern Middle East,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Bachelor of Arts in Music,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Music in Music,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Minor in Music,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Fine Arts in Music Theatre,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Science in Neurobiology,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Science in Nursing Science,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Science in Pharmaceutical Sciences,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in Philosophy,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Minor in Philosophy,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Science in Physics,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in Political Science,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Minor in Political Science,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Minor in Portuguese,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Arts in Psychology,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Bachelor of Science in Psychology,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"Students with a variety of interests (e.g., business, education, health care, and criminology) may seek a wider exposure to psychology. The flexibility of the minor in psychology offers the opportunity to pursue deeper understanding areas of psychology relevant to an individual's field. [5]",https://catalogue.uci.edu/schoolofsocialsciences/departmentofcognitivesciences/psychology_minor/,,Minor,Minor in Psychology,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Bachelor of Arts in Public Health Policy,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"The B.S. in Public Health Sciences and the B.A. in Public Health Policy degree programs train students in multidisciplinary approaches to public health practice and research. The degrees explore both quantitative and qualitative aspects of public health at all levels of analysis. Graduates will advance, through selective employment or further education, to become the new generation of public health professionals prepared to face the emerging challenges to human health from a population perspective using cutting-edge approaches for preventing diseases. Students who are interested in pursuing a premedical program should note that additional routes خواهد بود needed to fulfill requirements for medical school. Students considering the public health degrees should carefully evaluate their academic preparation and career goals before enrolling in either the B.S. or B.A. degree program. Changing from one degree program to the other is possible but will require completion of the required lower- and upper-division courses specified for each degree. It is also possible for a student to enroll in both the B.S. and B.A. degree programs (double major), provided the student completes all the requirements outlined under each degree.",https://catalogue.uci.edu/dase/schoolofpopulationandpublichealth/public-health-sciences_bs/,The Council on Education for Public Health (CEPH) includes undergraduate public health degrees in the accreditation review of public health programs and schools. [9] UCI's Program in Public Health earned accreditation from the Council on Education for Public Health in 2012. [14],B.S.,Bachelor of Science in Public Health Sciences,"The official university website for the University of California, Irvine is uci.edu.",
,"The Minor in Public Health provides students with the fundamental knowledge of principles, applications, and skills needed to develop a firm appreciation of health and disease prevention at the population level, and to use this special knowledge to transform the experience of their major education into innovative approaches for solving problems in health care and assessment. [8, 18] Public health education demands interdisciplinary engagement and the minor curriculum is intended to engage students from majors across the campus by introducing them to the main concepts and branches of public health, while also giving them the skills and values needed to translate their major education into meaningful projects in population health assessment and disease prevention. [18] In concert with the major degrees in public health, the minor emphasizes learning through the ecological model of public health where the linkages and relationships among multiple determinants affecting health are examined to identify critical nodes of opportunities to improve the health of populations at various scales of analysis. [18]",https://publichealth.uci.edu/undergrad/minor-in-public-health/,,Minor,Minor in Public Health,"The official university website for the University of California, Irvine is uci.edu.",
,"The major in quantitative economics prepares students for quantitative careers in finance, business, and law and for graduate studies in the social sciences. Students considering graduate school in economics should complete this major.",https://www.undergrad.socsci.uci.edu/major/quantitative-economics,,Bachelor of Arts,Bachelor of Arts in Quantitative Economics,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Bachelor of Arts in Religious Studies,"The official university website for the University of California, Irvine is uci.edu.",Failed to parse JSON response
,"UCI's Religious Studies program offers a critical multidisciplinary lens into world religions, history, global philosophies, and culture. Students critically analyze multiple global traditions using diverse interdisciplinary theories and methods. These traditions include, but are not limited to, internally diverse communities of Atheism, Buddhism, Christianity, Hinduism, Indigenous and Native traditions, Islam, Jainism, Judaism, New Religious Movements, Sikhism, and Zoroastrianism. Far from dismissing religion as an irrelevant factor in society, students develop skills in writing, speaking, cross-cultural dialog, and/or research to effectively communicate the value of a global study of religions for public life and global citizenship.",https://catalogue.uci.edu/schoolofhumanities/departmentofreligiousstudies/religiousstudies_minor/,,Minor,Minor in Religious Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"The Russian Studies Minor is an interdisciplinary program designed to introduce students to the rich history and culture of Russia and provide them with the intellectual and linguistic tools necessary for sustained engagement with this area of the world. Students can select courses in Political Science, History and Russian Literature and Culture. Students who minor in Russian begin with an in-depth study of the Russian language.",https://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/russianstudies_minor/,,Minor,Minor in Russian Studies,"The official university website for the University of California, Irvine is uci.edu.",
