Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
Not Required,Not Required,"The major in Middle Eastern Studies is a multidisciplinary program designed to provide students with a broad background in the languages, history, and cultures of the Middle East. To enter the major, students must have an overall grade-point average of 2.0 or better. For transfer students, required preparation includes one year of a Middle Eastern language (e.g., Arabic, Armenian, Hebrew, Persian, or Turkish), and one civilization course is recommended. General admission requires the UC application and responses to Personal Insight Questions. UCLA is test-free and does not consider SAT or ACT scores for admission or scholarship purposes.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Middle Eastern Studies,https://nelc.ucla.edu/undergraduate/
Not Required,Not Required,"To be admitted to the Molecular, Cell, and Developmental Biology major, students must complete the following preparation for the major courses with a grade of C or better in each course and an overall grade-point average of 2.0 or better: Life Sciences 7A, 7B, 7C, 23L; Chemistry and Biochemistry 14A, 14B, 14BL, 14C, and 14D, or 20A, 20B, 20L, 30A, 30AL, and 30B; Mathematics 3A, 3B, and 3C, or 31A, 31B, and 32A, or Life Sciences 30A and 30B; Physics 5A, 5B, and 5C, or 1A, 1B, 1C, 4AL, and 4BL.",Not Required,True,False,True,False,False,,,program,"Bachelor of Science in Molecular, Cell, and Developmental Biology",https://www.mcdb.ucla.edu/undergraduate/
Required,Required,"Applicants for the Bachelor of Music in Composition must complete the University of California Undergraduate Application and a UCLA Herb Alpert School of Music supplemental application. Specific requirements for the supplemental application include a portfolio of three to four original scores along with recordings (live recordings are preferred, but MIDI is acceptable), a musical experience outline (resume), and a personal statement.",Not Required,True,False,False,False,False,,,program,Bachelor of Music in Composition,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Required,Required,"To be considered for admission to the Music Education major, applicants must complete the University of California Application and the UCLA Herb Alpert School of Music Supplemental Application. The supplemental application requires a personal statement, two letters of recommendation, one music teacher recommendation, a repertoire list or resume, and unofficial transcripts. Additionally, applicants must participate in an audition and interview as part of the selection process.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Music Education,https://schoolofmusic.ucla.edu/academics/music/music-education-ba/
Required,Required,"Applicants must complete the University of California Undergraduate Application and a program-specific supplemental application for the Herb Alpert School of Music. Supplemental requirements for the Music History and Industry BA include: unofficial transcripts, a personal statement (maximum 500 words) explaining interest in the major and career goals, one writing sample (preferably an essay on a music-related topic), a music resume (maximum two pages) summarizing music-related training and experience, and one letter of recommendation. Applicants may also submit an optional portfolio of creative work. UCLA does not consider SAT or ACT scores for undergraduate admission.",Required,True,False,False,False,False,,,program,Bachelor of Arts in Music History and Industry,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Required,Required,"To apply for the Bachelor of Music in Music Performance at UCLA, applicants must complete both the University of California Application and the Herb Alpert School of Music Supplemental Application. Specific requirements include a music resume (detailing musical background and experience), a 500-word personal statement, letters of recommendation, and a successful audition or pre-screening recording. Applicants must also meet the general University of California admission requirements, including the completion of the 'A-G' subject requirements.",Not Required,True,False,False,False,False,,,program,Bachelor of Music in Music Performance,https://music.apple.com/us/artist/bm/1457842098
Required,Required,"All applicants for the Bachelor of Arts in Musicology must submit the University of California Undergraduate Application by November 30. In addition, applicants must complete the Herb Alpert School of Music Supplemental Application, which includes a personal statement, a resume, and a writing sample. There is no performance audition required for this major. UCLA is test-free and does not consider SAT or ACT scores for admission purposes.",Required,True,False,False,False,False,,,program,Bachelor of Arts in Musicology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be eligible to declare the Neuroscience major, students must have completed all of the pre-major courses with a grade of C- or better in each course and a cumulative GPA of 2.0 or higher. Pre-major courses include: Life Sciences 7A, 7B, 7C, 23L; Chemistry and Biochemistry 14A, 14B, 14BL, 14C (or 20A, 20B, 20L, 30A); Mathematics 3A, 3B, 3C (or 31A, 31B, 32A or Life Sciences 30A, 30B); Physics 5A, 5B, 5C (or 1A, 1B, 1C, 4AL, 4BL). All courses must be taken for a letter grade.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Neuroscience,https://www.neurosci.ucla.edu/wp-content/uploads/sites/9/2021/03/Updated-NS-Minor-Sheet-3.21.pdf
Not Required,Required,"To be considered for admission to UCLA, applicants must meet the University of California’s minimum admission requirements. Freshman applicants must complete the A-G subject requirements with a grade of C or better and submit the UC Application, which includes the Personal Insight Questions. For the Nordic Studies major, which is housed in the College of Letters and Science, there are no supplemental application requirements beyond the general university application. Transfer students are expected to complete lower-division preparation for the major, which includes three courses from Scandinavian 1 through 50 or equivalent.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Nordic Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To apply for the Bachelor of Science in Nursing - Prelicensure program at UCLA, applicants must complete the University of California Undergraduate Application and a School of Nursing Supplemental Application. High school applicants should have a strong academic record in college-preparatory courses, particularly in science and mathematics. Transfer applicants must have completed 90-105 quarter units (60-70 semester units) of college credit by the time of enrollment, including specific prerequisite courses such as Human Anatomy, Human Physiology, Chemistry (Inorganic, Organic, and Biochemistry), and Microbiology. A minimum cumulative GPA of 3.5 is generally expected for competitive applicants. The application process includes the UC Personal Insight Questions and supplemental nursing essays.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Nursing - Prelicensure,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be admitted to the Philosophy major, students must complete the following preparation for the major: Philosophy 7 or 21, 22, 31, and one other course from 1 through 30. All preparation courses must be taken for a letter grade (minimum C grade in each course; overall grade-point average of 2.0). Freshman applicants must satisfy the University of California’s A-G subject requirements and have a competitive grade point average. Transfer applicants should complete the preparation for the major courses prior to admission.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Philosophy,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"Applicants must complete the University of California application, which includes providing academic history and answering Personal Insight Questions. General admission requires completion of the 'A-G' subject requirements with a minimum GPA of 3.0 (3.4 for non-residents). UCLA is a test-free institution for undergraduate admissions and does not consider SAT or ACT scores. No additional departmental application or materials are required for the Bachelor of Arts in Physics beyond the general undergraduate application.",Not Required,True,False,True,False,False,,,program,Bachelor of Arts in Physics,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFs4syF2Uvvc_l-5WrnBYanlfZKbadTuabrwAj1dZQ0oJz9GtOifQOmcXJvApZToNOFgOpdACRdbN_4NW7V5lHrpuYXCGLtwOwbONwtf7Xm3PUG-WYqFhYXTXzK2X_ahNzJQZ0q4CSCCgtnWouafPw=
Not Required,Not Required,"To be eligible for admission to the Bachelor of Science in Physics at UCLA, freshman applicants must complete a specific set of 15 year-long high school courses known as the A-G requirements with a grade of C or better. A minimum GPA of 3.0 (3.4 for non-California residents) is required in these courses. Applicants must also complete the University of California application, which includes four Personal Insight Questions. UCLA is test-free and does not consider SAT or ACT scores for admission or scholarship purposes.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Physics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"Admission to the Bachelor of Science in Physiological Science at UCLA is based on general university requirements. Applicants must complete the University of California Application. For freshman applicants, this includes the completion of 'A-G' subject requirements and the Personal Insight Questions. For transfer students, admission is competitive and requires the completion of major preparation courses, including: Life Sciences 7A, 7B, and 7C; Chemistry and Biochemistry 14A, 14B, 14C (or 20A, 20B, 30A); Mathematics 3A, 3B, 3C (or 31A, 31B, 32A); and Physics 5A, 5B, 5C.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Physiological Science,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be considered for admission to UCLA, applicants must submit the University of California Application. Freshman applicants must complete 15 year-long 'A-G' high school courses with a grade of C or better, including 11 completed by the end of the junior year. A minimum GPA of 3.0 (3.4 for non-California residents) is required in these courses. Admission is based on a holistic review of academic and personal achievements. Transfer applicants for the Political Science major must complete specific major preparation requirements: five lower-division courses including Introduction to Political Theory, World Politics, Comparative Politics, American Politics, and Introduction to Political Analysis (or an approved statistics course). Transfers must have a minimum 3.2 GPA in these major prep courses.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Political Science,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be considered for admission to UCLA as a freshman, applicants must complete 15 year-long high school courses with a grade of C or better — at least 11 of them prior to the start of their senior year (A-G requirements). UCLA uses a holistic review process that includes academic grade point average, the quality and rigor of the high school curriculum, and performance on the Personal Insight Questions. For transfer students, the university considers the applicant's GPA in transferable courses and the completion of major preparation requirements. For the Portuguese and Brazilian Studies major specifically, preparation includes completion of Portuguese 1 through 3 or 11A-11B and Portuguese 25, 26, and 27.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Portuguese and Brazilian Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be admitted to the Psychobiology major, students must first be admitted as a pre-major. To transition to the major, students must complete the following preparation courses with a minimum grade of C in each course and a 2.0 grade-point average: Psychology 10; Life Sciences 7A, 7B, 7C, and 23L; Chemistry and Biochemistry 14A, 14B, 14BL, 14C, and 14CL (or 20A, 20B, 20L, 30A, and 30AL); Mathematics 3A, 3B, and 3C (or 31A, 31B, and 32A); and Physics 5A, 5B, and 5C (or 1A, 1B, 1C, 4AL, and 4BL). Additionally, freshman applicants must meet the University of California A-G subject requirements, which include history/social science, English, mathematics, laboratory science, language other than English, visual and performing arts, and college-preparatory electives.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Psychobiology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be eligible to declare the Psychology major, students must be admitted to UCLA and complete the following 8 preparation courses with a letter grade of C or better in each course and a minimum 2.50 GPA across all 8 courses: Psychology 10, Psychology 100A, Psychology 100B, one course in Biology (selected from an approved list), one course in Chemistry or Physics (selected from an approved list), one course in Philosophy (selected from an approved list), and two courses in Quantitative Reasoning (selected from an approved list). Freshman applicants must meet general University of California admission requirements, including the 'A-G' subject requirements. Transfer applicants must complete specific major preparation prior to admission.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Psychology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"Applicants must apply through the University of California Application. Freshman applicants are evaluated based on a holistic review process including academic performance in A-G courses and responses to Personal Insight Questions. Transfer applicants are required to complete specific major preparation courses, which include introductory courses in public affairs and statistics, and must meet general UCLA transfer admission requirements. For current UCLA students looking to change their major to Public Affairs, a supplemental application including a personal statement and a review of academic progress is required.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Public Affairs,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To qualify for the Public Health BA or BS major, UCLA students must: Complete all Public Health major preparation courses with a grade of C or better. Have a minimum cumulative UC GPA of 2.0. Admission to the BA and BS majors is open to first-year and transfer students during the regular UC application cycle.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Public Health,https://ph.ucla.edu/degree-programs/undergraduate-programs/ba-public-health
Required,Required,"The Public Health undergraduate majors are open to current UCLA students who have completed all the prerequisite courses. Applicants must have completed all major prerequisite courses with a minimum grade of C in each course and must have a 2.0 or higher cumulative UCLA GPA at the time of application. Prerequisite requirements for the Bachelor of Science (B.S.) include specific coursework in Chemistry (14A, 14B, 14BL, 14C or 20A, 20B, 20L, 30A), Mathematics (3A, 3B, 3C or 31A, 31B, 32A or LS 30A, 30B), Life Sciences (7A, 7B, 7C, 23L), Genetics (LS 107, Human Genetics 101, MCDB 100, or MCDB 165A), and Statistics (10, 12, 13, Biostats 100A, or LS 40).",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Public Health,https://phup.healthsciences.ucla.edu/programs/
Not Required,Required,"To be eligible for admission to the Study of Religion major, students must meet UCLA's general undergraduate admission requirements. Freshmen must complete the 'a-g' subject requirements with a grade of C or better and have a minimum GPA of 3.0 (3.4 for non-California residents). For the specific major requirements, students must complete lower-division preparation which includes Study of Religion 11 or 12, and two courses from a specified list of comparative religion courses (such as Anthropology 3, Asian 60, History 1A, or Philosophy 2). Transfer students are expected to complete as many of these lower-division requirements as possible prior to transfer.",Not Required,True,False,False,False,False,,,program,"Bachelor of Arts in Religion, Study of","The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be eligible for admission to UCLA, applicants must meet the general University of California admission requirements. This includes completion of the 'A-G' subject requirements (15 year-long high school courses) with a grade of C or better, and a minimum GPA of 3.0 (3.4 for non-California residents). Applicants must also submit the UC application, which includes four Personal Insight Questions. For the Russian Language and Literature major specifically, once admitted, students must complete preparation for the major including Russian 1 through 6 or equivalent proficiency.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Russian Language and Literature,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To be eligible for admission to the Russian Studies program at UCLA, freshman applicants must meet general University of California requirements: completion of the 'a-g' subject requirements (15 year-long high school courses) with a grade of C or better, and a minimum GPA of 3.0 for California residents or 3.4 for non-residents in these courses. Applicants must also complete the University of California application, which includes answering four out of eight Personal Insight Questions. For students already at UCLA, admission to the major requires completion of preparation courses including Russian 1, 2, 3, 4, 5, and 6, or equivalent proficiency.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Russian Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be eligible for the Bachelor of Arts in Sociology, applicants must first be admitted to UCLA under the 'Pre-Sociology' major status. Requirements for the major include the completion of several preparatory courses: Sociology 1 (Introductory Sociology), one Statistics course (e.g., Statistics 10 or 13), and two additional lower-division courses from the department's approved list. All courses must be taken for a letter grade with a minimum grade point average (GPA). General admission to the university requires the completion of the University of California application, which includes the Personal Insight Questions, high school or transfer coursework, and extracurricular involvement.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Sociology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be eligible for admission to UCLA as a freshman, applicants must complete 15 year-long high school courses (A-G courses) with a grade of C or better, including at least 11 finished prior to the last year of high school. A minimum GPA of 3.0 (3.4 for non-California residents) is required in these courses. Selection is based on a holistic review of academic and personal achievements. For transfer students, applicants must have junior-level standing (60 semester/90 quarter transferable units) by the end of the prior spring term with a minimum GPA of 3.2, and complete specific major preparation requirements.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Southeast Asian Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
,,"PREP FOR THE MAJOR: Spanish 1, 2, 3, 4, 5, AND 25 OR 27. THE MAJOR: 10 COURSES (40 units). CORE COURSES: Spanish 119, 120, M172W (or any 100-level Writing II course), 191C. ELECTIVE COURSES: 6 courses (at least three from the Spanish, Community and Culture list and no more than three from the General Spanish Electives list).",,True,False,False,False,False,,,program,Bachelor of Arts in Spanish,https://www.spanport.ucla.edu/undergraduate/our-program/spanish-community-and-culture/
,,"Preparation for the Major Required: Spanish 1, 2, 3, 4, 5 (or equivalent), 25, 27 (or 27B). The Major Required: Ten upper-division courses (40 units), including Spanish 119, 120, and eight additional upper-division Spanish courses. At least five of the eight elective courses must be chosen from Spanish 135, 150, 155A, 155B, 155C, 164C, 165A, 165B, 170, 172, 175, M195A, M195B, or other courses by petition. The remaining three elective courses may be taken from the Spanish 130-186 series. Each course must be taken for a letter grade. Spanish 197, 198, and 199 may not be applied toward the major. At least five upper-division courses must be taken in residence at UCLA.",,True,False,False,False,False,,,program,Bachelor of Arts in Spanish and Community and Culture,https://catalog.registrar.ucla.edu/major/2023/spanishandcommunityandcultureba?siteYear=2023
Not Required,Required,"To be admitted to UCLA, students must meet the University of California’s general admission requirements. Freshman applicants must complete 15 year-long high school courses (A-G courses) with a grade point average (GPA) of 3.0 or better (3.4 for nonresidents). For the Spanish and Linguistics major, specific preparation for the major includes completion of Spanish 1, 2, 3, 4, 5, and Spanish 25 or 27, as well as Linguistics 20. Upper division requirements include courses in Spanish linguistics, phonology, morphology, and syntax, as well as elective courses in Spanish or Portuguese literature and linguistics.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Spanish and Linguistics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"Applicants to the Bachelor of Arts in Spanish and Portuguese must meet general UCLA undergraduate admission requirements. Freshman applicants must complete 15 'a-g' year-long high school courses with a minimum GPA of 3.0 (3.4 for non-California residents). UCLA is test-free and does not consider SAT or ACT scores for admission or scholarship purposes. Applicants must also complete the University of California application, which includes four required Personal Insight Questions. For transfer students, admission is based on a minimum cumulative GPA of 3.2 and completion of major preparation coursework, including one year of Spanish or Portuguese and at least one course in intermediate or advanced language or culture.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Spanish and Portuguese,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be eligible for the Bachelor of Science in Statistics and Data Science, applicants are first admitted to the Pre-Statistics and Data Science major. Students must complete the following pre-major courses with a grade of C or better in each course and a minimum 2.5 grade-point average: Mathematics 31A, 31B, 32A, 32B, 33A, Statistics 10, and Statistics 20. Freshman applicants must also meet the University of California’s general admission requirements, which include completing 15 'a-g' college-preparatory courses (including 4 years of English, 3 years of Mathematics, 2 years of Laboratory Science, and 2 years of History/Social Science) with a grade of C or better, and achieving a minimum GPA of 3.0 for California residents or 3.4 for non-residents. All applicants must complete the Personal Insight Questions as part of the UC application.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Statistics and Data Science,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Required,Required,"To apply for the Bachelor of Arts in Theater at UCLA, applicants must complete two main components: the University of California Application and the UCLA School of Theater, Film and Television (TFT) Supplemental Application. Requirements for the supplemental application include a professional resume, a headshot, and sequence-specific materials (such as an audition for Acting, a portfolio for Design and Production, or specific essays for Integrated Studies). Applicants must meet the general University of California admission requirements regarding GPA and coursework (A-G requirements).",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Theater,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"Undergraduate applicants to World Arts and Cultures must first complete the University of California Application (UC Application) by November 30. In addition to the UC Application, all World Arts and Cultures applicants must also complete the World Arts and Cultures (WAC) Supplemental Application. Components of the WAC Supplemental Application include: a Questionnaire, Unofficial Transcripts, a Personal Statement (500 words maximum), and a Creative Challenge (where applicants submit ONE of the following: a Sample of analytical writing, Original visual or media work, or Original performance work).",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in World Arts and Cultures,https://www.wacd.ucla.edu/programs/undergraduate/wac
Not Required,Not Required,"To apply for the Accounting Minor, students must have: Completed at least 45 quarter units at UCLA; Completed Management 1A and Management 1B with a grade of ‘C’ or better; Have a minimum overall UCLA GPA of 3.2. Students must be currently enrolled UCLA undergraduates.",Not Required,True,False,False,False,False,,,program,Minor in Accounting,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To enter the minor, students must be in good academic standing (2.0 grade-point average or better) and have completed African American Studies 1 with a grade of C or better. They must file a petition to declare the minor by contacting the department student affairs officer.",Not Required,True,False,False,False,False,,,program,Minor in African American Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To enter the minor, students must have an overall grade-point average of 2.0 or better and have completed all lower-division requirements for the minor. These requirements include one area studies course from a specified list and three quarters (one year) of a single modern African or Middle Eastern language. Each course must be taken for a letter grade, and students must have a grade-point average of 2.0 or better in the upper-division courses for the minor.",Not Required,True,False,False,False,False,,,program,Minor in African and Middle Eastern Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To enter the minor, students must be in good academic standing (2.0 grade-point average or better), have completed at least 45 units, and file a petition with the academic counselor in 10373 Bunche Hall.",Not Required,True,False,False,False,False,,,program,Minor in African Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To enter the minor, students must be in good academic standing (2.0 grade-point average or better), have completed at least one American Indian studies course at UCLA with a grade of C or better, and file a petition with the IDP student affairs officer.",Not Required,True,False,False,False,False,,,program,Minor in American Indian Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
,,"To enter the Ancient Near East and Egyptology minor, students must have an overall grade-point average of 2.0 or better and file a petition in the department office, 378 Kaplan Hall.",,True,False,False,False,False,,,program,Minor in Ancient Near East and Egyptology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
,,"To enter the minor, students must have an overall grade-point average of 2.0 or better and have completed at least one course in anthropology at UCLA. To graduate, students must have a minimum 2.0 grade-point average in their upper-division minor courses. A total of 28 units is required, including one lower-division course from Anthropology 1, 2, 3, or 4 and six upper-division courses (24 units).",,True,False,False,False,False,,,program,Minor in Anthropology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Required,Required,"To be eligible for the Minor in Applied Developmental Psychology, students must be in good standing at UCLA with a minimum overall grade-point average of 2.0. They must have completed Psychology 10 and 100A with grades of C or better, and Psychology 130 with a grade of B or better. The application process requires a personal statement, a current resume, an unofficial transcript, and two letters of recommendation.",Not Required,True,False,True,False,False,,,program,Minor in Applied Developmental Psychology,https://www.psych.ucla.edu/employment-opps/postdoctoral-scholar-exp-01-15-26/
,,"To enter the minor, students must have an overall grade-point average of 2.0 or better. A minimum of 28 units is required, of which at least 20 must be upper-division units. No more than 8 units of Arabic 1A, 1B, 1C, or the equivalent, may be applied toward the minor. The remaining 20 units must be upper-division Arabic or Islamic studies courses. At least three of the five upper-division courses must be taken in the Near Eastern Languages and Cultures Department at UCLA. No more than two upper-division courses from other departments or from another university may be applied toward the minor by petition. A minimum of 20 units applied toward the minor must be in addition to units applied toward undergraduate degree requirements or another minor. Each course must be taken for a letter grade, and students must maintain an overall grade-point average of 2.0 or better.",,True,False,False,False,False,,,program,Minor in Arabic and Islamic Studies,https://catalog.registrar.ucla.edu/search?parentAcademicOrg=7e561ea0db6fa0107f1572f5f39619b1&ct=minor
,,"To enter the Armenian Studies minor, students must have an overall grade-point average of 2.0 or better and file a petition with the department counselor in 214 Kaplan Hall.",,True,False,False,False,False,,,program,Minor in Armenian Studies,https://catalog.registrar.ucla.edu/browse/College%20and%20Schools/CollegeofLettersandScience
Not Required,Not Required,"To enter the Art History minor, students must have an overall grade-point average of 2.0 or better and have completed at least one lower-division art history course at UCLA with a grade of C or better. Students must complete an Art History Minor Application available in the department office.",Not Required,True,False,False,False,False,,,program,Minor in Art History,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To enter the minor, students must have an overall grade-point average of 2.0 or better, have completed at least 45 units of university work, and have completed Asian American Studies 10 or 20 or another lower-division Asian American Studies course with a grade of C or better. They must also file a petition in the department office.",Not Required,True,False,False,False,False,,,program,Minor in Asian American Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
,,"To enter the minor, students must have an overall grade-point average of 2.0 or better and have completed at least one lower-division course for the minor. All minor courses must be taken for a letter grade, and students must maintain an overall grade-point average of 2.0 or better. A minimum of 20 units must be unique to the minor.",,True,False,False,False,False,,,program,Minor in Asian Humanities,https://www.alc.ucla.edu/wp-content/uploads/2024/10/ASIAN-HUMANITIES-MAJOR-21-22.pdf
Not Required,Not Required,"To enter the Asian Languages minor, students must have an overall grade-point average of 2.0 or better and have completed at least one language course at UCLA. The minor consists of seven courses (minimum 28 units): 1. Completion of the third year (usually 12 units) of Chinese, Japanese, Korean, or any other Asian language; 2. Three upper-division elective courses (minimum 12 units) in the Asian language or literature/culture of the language area; 3. One additional upper-division elective course (minimum 4 units) within the department.",Not Required,True,False,False,False,False,,,program,Minor in Asian Languages,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
,,"To enter the minor, students must have an overall grade-point average of 2.0 or better and have completed Mathematics 3A and 3B (or 31A and 31B) with grades of C or better. Required Upper-Division Courses (28 to 31 units): Seven courses (at least 4 units each) from Atmospheric and Oceanic Sciences 101, 103, 104, M105, 107, 112, 130, 145, C160, C170, 180, 199. At least five of the seven courses must be taken from the core 101 through 145 series. No more than one 199 course may be applied. All minor courses must be taken for a letter grade, with an overall grade-point average of 2.0 or better. Successful completion of the minor is indicated on the transcript and diploma.",,True,False,True,False,False,,,program,Minor in Atmospheric and Oceanic Sciences,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Required,Required,"To be eligible to apply, you must: Have at least 4 quarters remaining at UCLA. Be currently conducting research in a lab or be currently enrolled in the Biomedical Research 5H or 19H course. The application consists of a copy of your unofficial UCLA transcript, a current CV or resume, and a one-page personal statement.",Not Required,True,False,True,False,False,,,program,Minor in Biomedical Research,https://www.mcdb.ucla.edu/wp-content/uploads/sites/192/2021/07/BMD-RES-Info-Graphic-2021.pdf
,,"Admission to the minor is by petition. To enter the minor, students must have completed Psychology 10 or 15, and Molecular, Cell, and Developmental Biology 10 or 60 or Life Sciences 7C or 15, with grades of C or better.",,True,False,True,False,False,,,program,Minor in Brain and Behavioral Health,https://www.mcdb.ucla.edu/wp-content/uploads/sites/192/2024/07/MCDB-New-Student-Orientation-Packet-2024.pdf
,,"To enter the Central American Studies minor, students must have an overall grade-point average of 2.0 or better and have completed Chicana/o and Central American Studies 10B with a grade of C or better. After meeting these requirements, students must file a petition to declare the minor in the department’s student affairs office.",,True,False,False,False,False,,,program,Minor in Central American Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To enter the minor, students must have an overall grade-point average of 2.0 or better and have completed at least one Chicana and Chicano Studies course at UCLA with a grade of C or better.",Not Required,True,False,False,False,False,,,program,Minor in Chicana and Chicano Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To enter the Chinese minor, students must have an overall grade-point average of 2.0 or better and have completed Chinese 3 (or equivalent). A total of seven courses (28 units) is required, including five upper-division language courses in Chinese and two upper-division Chinese literature, culture, or linguistics courses. All minor courses must be taken for a letter grade, with an overall grade-point average of 2.0 or better. A minimum of 20 units must be unique to the minor.",Not Required,True,False,False,False,False,,,program,Minor in Chinese,https://www.ed.gov/media/document/p016a090069pdf-65675.pdf
,,"To enter the minor, students must have an overall grade-point average of 2.0 or better. Seven courses are required, including two lower-division courses from Classics 10, 20, 30, 40, 42, 51A, 51B, 60, 88A, 88B and five upper-division courses in classical civilization (Classics) or Ancient Near East (from the 160 series only).",,True,False,False,False,False,,,program,Minor in Classical Civilization,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
