Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired,Description.1
,Criminal Justice Management Certificate,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Digital Forensics Certificate,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,School of Computer and Information Sciences,,"$4,260",,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,$355/credit hour,FALSE,False,,,2.5,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Entrepreneurship and New Venture Development Certificate,,,,,Graduate-Certificate,Fall 2026,,,,,,Not Required,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Business,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,355,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Financial Management Certificate,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Graduate Certificate in Financial Management is a twelve (12) credit hour online certificate program designed to equip students with the analytic skills and theoretical knowledge needed for a wide range of professional careers in finance. [4] The program's rigorous, flexible, and cutting-edge curriculum provides students with the foundational knowledge required to create innovative solutions for financial issues and articulate impactful financial decisions to decision-makers. [4] This program equips you with the practical skills to improve the financial health of individuals, businesses, and organizations. [2] It provides targeted education to help individuals make more strategic financial decisions for organizations and themselves. [2]",,https://www.ucumberlands.edu/academics/graduate,"The Hutton School of Business at University of the Cumberlands has received specialized accreditations for its business programs through the International Accreditation Council for Business Education (IACBE) located at 11960 Quivira Road in Overland Park, Kansas, USA. [2]",,355,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Merit-Based Scholarships,FALSE,,,FALSE,FALSE,,,,
,Health Promotion Certificate,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,"Department of Health, Exercise, and Sport Science",,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,355,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Human Performance Certificate,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Kentucky Education Administration Certification,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,,False,False,False,,,,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Leadership Certificate I,,,,,Graduate-Certificate,Fall 2026,,,,,,Not Required,NOT REQUIRED,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,Leadership,,,,,,,,,"Prepare for leadership roles in your organization with a master's-level certificate program in organizational leadership. The Leadership Certificate (Tier 1) program at University of the Cumberlands is 100% online to give you the opportunity to build skills in strategic thinking, problem-solving, organizational management, and, of course, leadership. Your graduate certificate in leadership is designed to help professionals like you begin or advance your management career in any industry for any organization—private, public, for-profit, and non-profit. [1] This graduate program offers foundational leadership skills and insights to help you prepare for academic and organizational leadership roles. It will help empower you to meet the demands of businesses, communities, and education systems. [1]",,https://www.ucumberlands.edu/academics/graduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. University of the Cumberlands also may offer credentials such as certificates and diplomas at approved degree levels. [2]",,355/credit hour,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Leadership Certificate II,,,,,Graduate-Certificate,Fall 2026,,,,Not Required,Not Required,,,A minimum graduate cumulative GPA of 2.5 is required to be admitted to the Leadership Certificate (Tier II) Program. [2],Not Required,,True,False,,,,,,,,,,,,,,,,,,,,4260,,,,,,,"The Leadership Certificate (Tier II) is a 12-credit-hour doctoral-level educational leadership certificate program designed to help you build advanced leadership skills for communication, strategic planning, team management, and problem-solving you can bring to the workplace immediately. [2] It is a 100% online program. [2] Coursework examines leadership as it can be applied to business, government, and non-profit organizations, and the credits can be directly transferred into the Ed. D. in Educational Leadership or Ph. D. in Leadership Studies programs. [2] The program aims to provide foundational leadership skills, assess the impact of external factors on policy-making, deepen understanding of power and leadership within institutions, apply learning and leadership theories to real-world scenarios, and create strategies for consensus in change procedures. [2]",,https://www.ucumberlands.edu/academics/graduate,,,355,FALSE,False,,,2.5,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Marketing Analytics and Digital Strategy Certificate,,,,,Graduate-Certificate,Fall 2026,,,,Not Required,Not Required,Not Required,NOT REQUIRED,A minimum undergraduate cumulative GPA of 2.0 is required to be admitted to the certificate in business analytics program. [2],Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,Business,,4800,,,,,,,"To stand out in today's competitive market, you need the ability to turn data into insight and action. With the Marketing Analytics and Digital Strategy program from University of the Cumberlands, you'll gain the skills to measure success, predict consumer behavior, and design campaigns that connect. This fully online graduate certificate program blends foundational marketing knowledge with advanced tools in marketing analytics and digital strategy, giving you practical skills you can apply immediately. At Cumberlands, you'll learn from experienced professors who bring real-world expertise into the classroom. Courses in customer satisfaction, performance measurement, and artificial intelligence will prepare you to lead with confidence in today's digital marketplace. By completing the Marketing Analytics and Digital Strategy program, you'll be ready to advance in your current role or pursue new opportunities with an edge in digital strategy and marketing analytics.",,https://www.ucumberlands.edu/academics/graduate,100% Accredited.,,400,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Non-Profit Management Certificate,,,,,Graduate-Certificate,Fall 2026,,,,Not Required,Not Required,Not Required,REQUIRED,A minimum undergraduate cumulative GPA of 2.0 is required to be admitted to the certificate in non-profit management program. [10],Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,Hutton School of Business,,,,,,,,,"The Certificate in Non-Profit Management is a twelve (12) credit hour online certificate program is designed to provide the theory, methodology, and practical approach to management of non-profit organizations. The program fosters the skills, capabilities, knowledge and tools needed to serve in managerial and other oversight roles within non-profits. [2] The curriculum covers key aspects of non-profit management, including organizational structure, leadership practices, financial management, human resource functions, and reporting procedures. [3] The Non-Profit Management Master's Certificate Online from University of the Cumberlands can prepare you to make a difference in communities as a leader ready to serve in any number of initiatives within the non-profit sector. From financial management to fundraising you'll gain the diversified approach you need to oversee organizational missions that target community- and public-centered benefits and outcomes. [2] The program is designed to provide students with the practical skills required to lead and manage non-profit organizations effectively. [3]",,https://www.ucumberlands.edu/academics/graduate,The Non-Profit Management Certificate is described as a 12-hour accredited program. [3],,355,FALSE,False,,,2.0,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Proficiency Evaluation for Additional Education Certification,,,,,Graduate-Certificate,Fall 2026,,,,,,,REQUIRED,,,,False,False,False,False,False,False,,True,False,False,False,True,True,,False,False,,,,School of Education,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,$315/credit hour,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.0,,,50.0,,79,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in Accounting,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"General admission requirements include a completed application, an official high school transcript (or GED scores), and official transcripts from any colleges or universities attended. For students with 0-11 hours of college credit, a cumulative high school GPA of at least 2.0 on a 4.0 scale is required. The university considers multiple factors in admission decisions, including high school records, standardized test scores, extracurricular activities, honors, and personal contact with the student. [2]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Hutton School of Business,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Art,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"A completed Application.
An official high school transcript with the grade point average computed on a 4.0 scale. GED students must provide official scores from the General Education Development Test (GED);
Official transcripts from relevant colleges/universities attended. [2]",Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,Department of Art,,,,,,,,,"Use art to shape your perspective of the world. Through exploring your own skills and seeing examples of other talented artists, you will be inspired to develop your own artistic style. As an art student, you'll enjoy a handful of organized trips to art museums in nearby cities like Louisville, Cincinnati, and Knoxville where you can gain insight and inspiration toward your own artwork. The curriculum is equipped with challenging courses that offer lessons over a variety of art styles and topics such as art history, drawing, design, computer imaging, painting, sculpting, and photography. [2]",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,100.0,,,,6.0,,,,,550,,,,,,,,,,,,,"Merit-based, Need-based",FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Art - Art Education P-12,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,,Not Required,,False,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Department of Art,"$24,500 per year for on-campus undergraduate students.",,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,$488 per credit hour for part-time (1-11 credit hours) on-campus undergraduate students.,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.0,,,50.0,,65,,,,,,,,,,,,,"Merit-based scholarships, Need-based grants, and other forms of financial aid are available.",FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Biology,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,"['pre-professional health', 'education dynamics', 'cellular and molecular biology', 'biodiversity', 'pre-physician assistant']","Hands-on research. Challenging internships. Incredible careers. Long-lasting relationships with mentors and colleagues who value you and inspire you. All these opportunities and more open up to you with a Bachelor of Science in Biology from University of the Cumberlands. You can even choose an emphasis area to better suit your biology degree to your personal interests and career goals: pre-professional health, education dynamics, cellular and molecular biology, biodiversity, or pre-physician assistant. [4] At University of the Cumberlands, our bachelor's degree in biology grants you access to a comprehensive exploration of diverse biological sciences, ranging from the intricacies of human life to the complexities of molecules, plants, and diseases. [4] Our Bachelor of Science in Biology program is led by seasoned faculty and offers immersive courses and captivating experiments in cutting-edge laboratories. Through hands-on learning experiences, access to private study spaces, and state-of-the-art computer labs, you'll thrive in an environment that fosters academic excellence and prepares you for the future. [4] The mission of the bachelor's degree in biology program at University of the Cumberlands is to foster in students the knowledge and skills that will make them successful in various fields of service in the biological sciences. [4]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [6]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Biology - Pre-Medical Science,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"To apply for undergraduate admission at the University of the Cumberlands, you must submit an online application and provide official high school transcripts or GED scores. While a minimum GPA of 2.0 is generally expected for good academic standing, applicants with a lower GPA may be considered for admission on a probationary basis. The university has a test-optional policy, which means that ACT or SAT scores are not mandatory for admission. However, they are recommended for scholarship consideration and for placement in appropriate-level courses.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Department of Biology,"$19,750 per year for on-campus students.",,,,,,,Pre-Medical Science,"By completing a Bachelor of Science in Biology with a Pre-Professional Health Emphasis, you'll have a strong foundation in biology and a broad understanding of other key subjects that medical schools look for. The courses you'll take while studying in our pre-med degree program will give you robust preparation in varied sciences, particularly those relevant to the human body and its functions. [3] The mission of the pre-medicine program at University of the Cumberlands is to provide the knowledge and skills that will prepare you for medical school and help you succeed in various fields of service in healthcare and related sciences. [3]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [4]",,$330/Credit Hour for part-time students.,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,"Merit-based, Need-based, and other scholarships are available.",FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Business,,,,,Undergraduate,Fall 2026,,,,,,Not Required,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"A bachelor's degree in business administration teaches the fundamentals of business management, from ethics to accounting to marketing. Whether you're looking to sell the next groundbreaking product or service, or you're simply hoping to work a stable job in the business world, the bachelor's degree in business administration program at Cumberlands has everything you need to accomplish your goals. The mission of the Hutton School of Business at University of the Cumberlands is to foster academic excellence and student achievement and to provide students with a strong academic foundation that will prepare them to succeed in the business world.",,https://www.ucumberlands.edu/academics/undergraduate,The University of the Cumberlands Hutton School of Business and its MBA programs are accredited by International Accreditation Council for Business Education (IACBE).,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Chemistry,,,,,Undergraduate,Fall 2026,,,,,,Not Required,,,,,False,False,False,False,False,False,,,False,False,False,,,,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Arts in Coaching,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The Office of Admissions utilizes a holistic review process. The primary factors considered are the applicant's academic record, including rigorous course selection, grade trends, and cumulative unweighted GPA. Secondary factors include information shared through application prompts regarding extracurricular activities, personal strengths, talents, and experiences.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,"As a student of our online bachelor's degree program in Coaching, you'll hone your natural talent for mentoring and guiding others to success and expand your coaching tool box with skills in leadership, management and communication. Our curriculum combines the-foundational liberal arts courses necessary to develop professionals for any industry with specialized instruction in coaching issues like fitness, nutrition and game officiating to give students the skills they need to succeed—and coach others to excel. [2] A coaching degree transforms a passion for sports and wellness into a meaningful career. A bachelor's in coaching builds strong foundations in exercise science, motivation, communication, and ethics, preparing you to guide athletes and clients safely and effectively. [3]",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in Business Administration,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,,Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,Hutton School of Business,,,,,,,,"['Accounting', 'Computer Information Systems', 'Finance', 'Financial Planning', 'Human Resource Management', 'International Business', 'Management and Innovation', 'Marketing', 'Real Estate', 'Supply Chain Management', 'Sustainable Business']","A bachelor's degree in business administration teaches the fundamentals of business management, from ethics to accounting to marketing. [8] The mission of the Hutton School of Business at University of the Cumberlands is to foster academic excellence and student achievement and to provide students with a strong academic foundation that will prepare them to succeed in the business world. [8] Students will learn the principles and processes behind successfully running an organization or building one from the ground up, which includes developing a high-level business plan and financial strategy to leading teams and managing day-to-day operations. [8] The program aims to help students demonstrate knowledge of the major concepts in the functional areas of accounting, finance, marketing, and management; examine the ethical obligations and responsibilities of the business decision-maker and the business; and demonstrate analytical and critical-thinking skills in the context of organizational decision-making. [8]",,https://www.ucumberlands.edu/academics/undergraduate,"The Hutton School of Business at University of the Cumberlands has received specialized accreditations for its business programs through the International Accreditation Council for Business Education (IACBE). [2, 8] The business programs were first granted IACBE accreditation in 2017 and have received renewed accreditation since. [15]",,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,"550 (PBT), 65 (iBT)",,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Communication Arts,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,Required,"The university uses a holistic review process for admissions. The primary factors considered are the applicant's academic record, including rigorous course selection, grade trends, cumulative unweighted GPA, and satisfactory completion of high school graduation requirements. [1] Secondary factors include information shared by the applicant about their experiences, talents, and strengths outside of the classroom. [1]",Not Required,,True,False,,,,,,True,False,False,False,True,True,,False,False,,,,,,,,,,,,"['Advertising and Public Relations', 'Journalism', 'Integrated Communication', 'Theatre']","If you are interested in a career focused on effective communication, earn an online Bachelor of Science in Communication Arts from University of the Cumberlands. [4] Created specifically for working adults like you, this 100 percent online program gives you the flexibility to pursue a degree and the practical, professional skills to succeed in a communications career. [4] This program will provide you with a core foundation in key areas of communication research you need to get your career off the ground. [4] Plus, you can customize your degree to your career goals with one of several concentrations, including Advertising and Public Relations; Journalism; Integrated Communication and Theatre. [4]",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.0,,,50.0,,79,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Bachelor of Science in Criminal Justice,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"To be considered for admission to the University of the Cumberlands' on-campus undergraduate programs, applicants should have a high school GPA of at least 2.0. The university also considers recommendations from school counselors and teachers. While not mandatory for all, an interview with an admissions counselor may be requested. The application process is free.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,"['Law Enforcement Management', 'Forensics', 'Criminal Profiling', 'Chaplain/Prison Ministries']","The bachelor's degree in criminal justice at University of the Cumberlands provides a solid foundation in understanding the criminal justice system and the roles of society and law enforcement, their interactions, and appropriate responses to deviant behavior. [2] Through a curriculum that emphasizes leadership, research, writing, and critical thinking skills, you will be well prepared to become an ethical and effective professional in the field of criminal justice. [2] Whether you're interested in law enforcement, corrections, or other related areas, our program equips you with the necessary tools for success. [2]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [10] The official website does not specify a separate, specialized accreditation for the Bachelor of Science in Criminal Justice program.",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Education,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,,Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,Department of Education,,,,,,,,"[{'program': 'Bachelor of Science in Elementary Education (P-5)', 'concentrations': 'Students pursuing this option must also complete one academic emphasis.'}, {'program': 'Bachelor of Science in Middle School Education', 'concentrations': ['Mathematics', 'Science', 'English/communication', 'Social studies', 'Special education']}]","The purpose of the School of Education is to develop entry level education students into highly qualified, knowledgeable and caring teachers. We provide training and experiences using best practices for teacher education candidates. The elementary education degree program is designed for students wishing to be certified in grades P-5. [3] The bachelor's of science middle school education degree program will give you an impressive, well-rounded foundation to education, enabling you to direct your course of study toward your specific career goals. [5] The English education program will strengthen your writing, grammar, and critical thinking skills while you explore various works of literature, deepening your appreciation for iconic writers and their stories. [14]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands' Education programs are further state accredited through Kentucky's Educational Professional Standards Board (EPSB), 100 Airport Road, 3rd Floor, Frankfort, KY 40601, Phone: 502.564. 4606, Fax: 502.564. 7080. [2] The School of Education at University of the Cumberlands complies with all CAEP standards across School of Education programs at the initial and advanced levels. [2] University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [2]",,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Associate of Arts,,,,,Associate,Fall 2026,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,Williamsburg Campus - Main Campus,"$9,875/Year",,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [2]",,$225/Credit Hour,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Need-based, Athletic, and more",FALSE,,,FALSE,FALSE,,,,
,Associate of Science,,,,,Associate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,,Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,$220 per credit hour,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,550,,,,,,,,,,,,,"Merit-based, Need-based, Athletic, and more.",FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in Elementary Education P-5,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,,,Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,"In addition to the General Education and required Professional Education courses, students pursuing this option must also complete one academic emphasis.","If your passion is to help children build the fundamental skills needed for lifelong learning success, this bachelor's degree in elementary education (p–5) is for you! University of the Cumberlands' college major in elementary education was designed with you in mind — the aspiring elementary school teacher who has a calling to encourage and excite learning growth in young children. Plus, you can earn your elementary education degree online as you build the skills you need to enter the education field – where and when it works best for you.",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [10] University of the Cumberlands' Education programs are further state accredited through Kentucky's Educational Professional Standards Board (EPSB). [10] The School of Education at University of the Cumberlands complies with all CAEP standards across School of Education programs at the initial and advanced levels. [10]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in English,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,All Undergraduate Applicants Must Submit: A completed Application. An official high school transcript with the grade point average computed on a 4.0 scale. GED students must provide official scores from the General Education Development Test (GED); Students with 0-11 hours of college credit must submit an official high school transcript showing a cumulative GPA of at least 2.0 on a 4.0 scale. [2],Not Required,,True,True,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,Cumberlands College of Arts and Sciences,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.0,,,54.0,,79,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Bachelor of Science in English - Education,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,False,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,Department of English,"$9,875/Year [37]",,,,,,,Secondary Education Track,"The English education program at University of the Cumberlands provides students with the proper skills and the fundamental understanding to successfully teach English to young learners. This program consists of classes that will cover writing, descriptive linguistics, literature, communications, and classes that will give basis on how to integrate technology into teaching along with classes about teaching practices. [1] University of the Cumberlands' bachelor's degree program in English education provides you with the skills and certification that allows you to pursue this passion. The English education program will strengthen your writing, grammar, and critical thinking skills while you explore various works of literature, deepening your appreciation for iconic writers and their stories. Equipped with this knowledge, you will be prepared to pass on the wonder and power of the English language. [1]",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [2] The School of Education at University of the Cumberlands complies with all CAEP standards across School of Education programs at the initial and advanced levels. [2] University of the Cumberlands' Education programs are further state accredited through Kentucky's Educational Professional Standards Board (EPSB). [2]","$13,200",The approximate credit hour rate of $329.17 is applicable when considering price per credit hour for full-time students taking 30 credit hours annually. [3],FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,"The Patriot Scholarship offers up to $2,000 per year. [12]",,"Presidential scholarships (based on high school GPA), Transfer scholarships, Patriot Scholarship. [12]",FALSE,,,FALSE,FALSE,,,False,
