Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired,Description.1
,Minor in Arabic,,,,,Undergraduate,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Humanities and Social Sciences,,,,,,,,,,,https://catalog.ncsu.edu/,,,"$272.29 per credit hour for in-state residents, $1,312.50 per credit hour for non-residents (based on 2025-2026 rates). [19, 20]",FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based and need-based scholarships are available. [8],FALSE,,,FALSE,FALSE,,,False,
,Minor in Art and Design,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The Department of Media Arts, Design and Technology offers courses to all students in the university a minor in Art and Design. Minors are guided through a selection of courses with the consultation from a design adviser. [8, 9]",Not Required,,False,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,College of Design,,,,,,,,,"To meet this need, the department offers an undergraduate minor in Art + Design, available to university students in majors offered outside of the College of Design. The minor in Art + Design consists of 15 total credit hours of study, of which 6 hours must be satisfied at the basic course level. The remaining 9 hours of courses may be selected from the elective course list provided below. A grade of “B” or better will be required for credit in all courses in the minor. [1]",,https://catalog.ncsu.edu/,,,The cost per credit hour varies for undergraduate students based on residency. Please refer to the official North Carolina State University tuition and fees schedule for the most current rates.,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"The College of Design offers scholarships to its students, which are primarily merit-based. Students in the Art and Design minor may be eligible for these scholarships.",FALSE,,,FALSE,FALSE,,,False,
,Minor in Arts Entrepreneurship,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,Students are required to meet with the Arts Entrepreneurship Minor Coordinator to discuss the expectations established for the Arts Entrepreneurship Minor and apply prior to being enrolled in the Minor. [1],Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,College of Humanities and Social Sciences,,,,,,,,,"In addition to examining arts and arts-related industries, the Minor guides students in recognizing opportunities in the arts economies and provides perspectives concerning art's role in society, both as an aesthetic object and a commercial product. [6] Likewise, the Minor helps students to reconsider either their role as artists in communities or their role in providing innovation to the production of art, by introducing the concept of the entrepeneurial artist-citizen. [6] Students are also introduced to the challenges and rewards of being an emerging arts entrepreneur through the Capstone Experience Course. [6] As a program designed for the entire student body, the Arts Entrepreneurship Minor is a rigorous course of study for students interested in exploring entrepreneurial opportunities in the arts and arts-related fields, regardless of their major course of study. [6]",,https://catalog.ncsu.edu/,,,,FALSE,False,,4.0,2.75,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based and need-based scholarships are available.,FALSE,,,FALSE,FALSE,,,False,
,Minor in Arts Studies,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"To be admitted to the Minor in Arts Studies, a student must be a current undergraduate at North Carolina State University. Students can apply for admission through the MyPack Portal, and admission is based on the student's academic record. [1] The program requires the completion of 18 credit hours in arts studies with a grade of 'C' or better. [1]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Humanities and Social Sciences,"$9,027.50 per year for in-state residents and $32,997.50 per year for out-of-state residents for the 2025-2026 academic year.",,,,,,,,"The College of Humanities and Social Sciences offers an academic minor in Arts Studies to all NC State undergraduate majors. This interdisciplinary minor is designed to enrich the student's university experience, to serve as a foundation for learning and understanding in the arts beyond the university years and to provide a line of thinking and skill development that may contribute to the development provided by the student's courses in the major or that may be only loosely related to the major.",,https://catalog.ncsu.edu/,,,"For the 2025-2026 academic year, the undergraduate cost per credit hour for in-state residents is $272.29 in tuition and $103.85 in fees for the first credit hour. For out-of-state residents, it is $1,312.50 in tuition and $103.85 in fees for the first credit hour. [8]",FALSE,False,,4.0,2,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based and need-based scholarships are available through the College of Humanities and Social Sciences. [19] The Department of Performing Arts and Technology also offers scholarships for students pursuing a music minor. [20],FALSE,,,FALSE,FALSE,,,False,
,Minor in Biological Sciences,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"Students who plan to minor in Biological Sciences can do so by using the online CODA system, available through MyPack Portal. [2]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,An undergraduate minor in Biological Sciences that is intended to enhance the programs of students whose major fields are outside the biological sciences. [7],,https://catalog.ncsu.edu/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Biomanufacturing,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To be eligible to apply for the minor, students must have completed at least 12 credit hours at NC State University, completed BIO 183 AND CH 101 (or 103) with a C- or better, and have a minimum 2.0 cumulative GPA. [1] To meet preferred requirements, students must have completed at least 12 credit hours at NC State University, completed BIO 183 AND CH 101 (or 103) AND CH 221 (or CH 227) with a C- or better, and have a minimum 3.0 cumulative GPA. [1] A minimum of 15 credit hours is required to earn the minor, and all courses must be completed with a grade of 'C-' or higher. [2, 3]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,College of Engineering,,,,,,,,"['Upstream Processing', 'Downstream Processing']","The undergraduate minor in biomanufacturing was specifically designed to educate and train students in all aspects of biomanufacturing. With a heavy focus on in-depth and hands-on learning opportunities, our students learn to support the large-scale production of biopharmaceutical products while following FDA regulations and Current Good Manufacturing Practices (CGMP). As such, students are well prepared to enter the industry and begin their careers. Students who complete our undergraduate minor gain the following competencies: Overview of Biomanufacturing; Microbiology and Molecular Biology: Expression Systems & Genetic Engineering; Upstream Processing: Cell Growth and Optimization; Downstream Processing: Recovery and Purification; Industry Standards: Equipment, Regulations & CGMP. After completing introductory courses, students choose a specialization area in either upstream or downstream processing to further develop their expertise in highly valued areas in the biomanufacturing industry.",,https://catalog.ncsu.edu/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Biomedical Engineering,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,,Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"The NC State catalog does not provide a detailed description for the Minor in Biomedical Engineering. It outlines the course requirements for the Master's and Doctoral level minors. For a Master's minor, nine credit hours of BME courses at the 500-level or above are required. For a Doctoral minor, fifteen credit hours of BME courses at the 500-level or above are required. [3]",,https://catalog.ncsu.edu/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Biotechnology,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To declare the 'Minor in Biotechnology' at North Carolina State University, students must be current undergraduates and should visit the Student Services 'Add a Minor' page before applying for graduation. The requirements for the minor include preparatory courses such as BIO 183 and CH 223, eight credits of biotechnology lab classes, a three-credit research experience (or an approved alternative), and a one-credit biotechnology ethics course. [8]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,The undergraduate Minor in Biotechnology is a university-wide program. [2],,,,,,,,," The  u n d e r g r a d u a t e M i n o r i n  B i o t e c h n o l o g y i s a u n i v e r s i t y - w i d e  p r o g r a m a n d d r a w s u p o n N C S t a t e ' s  s t r e n g t h i n t h e  l i f e s c i e n c e s , a g r i c u l t u r e , a n d  e n g i n e e r i n g . S t u d e n t s i n t h e m i n o r  w i l l p a r t i c i p a t e i n a s e r i e s o f c u t t i n g - e d g e l a b o r a t o r y - i n t e n s i v e c o u r s e s . U p o n c o m p l e t i o n o f t h e m i n o r ,  s t u d e n t s w i l l h a v e a c o n c e p t u a l u n d e r s t a n d i n g o f a w i d e a r r a y  o f r e s e a r c h a p p l i c a t i o n s i n b i o t e c h n o l o g y , a s w e l l a s m a s t e r y o f  n u m e r o u s t e c h n i q u e s . B i o t e c h n o l o g y i s n o t u n i v e r s a l l y  a c c e p t e d , a n d o n e r o l e o f a u n i v e r s i t y i s t o e n s u r e t h a t  t h i s t e c h n o l o g y i s u s e d w i s e l y . A k e y p a r t o f t h e  t r a i n i n g p r o v i d e d b y t h e B i o t e c h n o l o g y M i n o r i s t h e  r e q u i r e m e n t f o r a n e t h i c s c o u r s e t h a t p r o m o t e s c r i t i c a l  t h i n k i n g o f e t h i c a l i s s u e s a n d d i s c u s s i o n s o f i n d i v i d u a l a n d  c o l l e c t i v e r i g h t s a n d r e s p o n s i b i l i t i e s . B y a c t i v e  p a r t i c i p a t i o n i n b r e a k - o u t s e s s i o n s , e a c h s t u d e n t c a n  c o n t r i b u t e t h e i r c o n c e r n s a n d t h o u g h t s r e g a r d i n g t h e c o m p l e x  i s s u e s t h a t a c c o m p a n y t h e u s e o f g e n e t i c a l l y e n g i n e e r e d  o r g a n i s m s .",,https://catalog.ncsu.edu/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Business Administration,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,The minor in Business Administration requires 18 hours of coursework with a 2.0 GPA in minor coursework. [15],Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,"Students who fulfill the requirements for the undergraduate minor in Business Administration will gain an understanding of the language and basic concepts of business, fundamentals of economics, and core concepts of financial accounting. Building on that core foundation, students will pursue additional coursework in several areas of business. The minor in Business Administration requires 18 hours of coursework with a 2.0 GPA in minor coursework.",,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Chemical Engineering,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"Admission to the minor will require 12 completed hours of NC State course work, a minimum 2.5 cumulative GPA, and a grade of 'B-' or higher on the first enrollment in CHE 205. [2]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,College of Engineering [19],,,,,,,,,"The minor in Chemical Engineering is intended to allow students to develop an understanding of the fundamental concepts and practice of chemical engineering. This minor should prepare undergraduate students in environmental engineering, pulp and paper technology, and chemistry for graduate study in chemical engineering with a minimum amount of prerequisite work following their acceptance into the graduate program. [3]",,https://catalog.ncsu.edu/,,,,FALSE,True,,,2.5,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,"The Goodnight Scholars Program for transfer students is valued at $20,000. [2]",,merit-based and need-based. [2],FALSE,,,FALSE,FALSE,,,False,
,Minor in Chemistry,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,,Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Chinese Studies,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,Required,"To declare a minor in Chinese Studies, students must have a GPA of 2.0 or better. The minor requires the completion of 16 credit hours. At least 8 hours of these courses must be taken at NC State. A grade of C- or better is required in all minor courses. The same course cannot be used to satisfy requirements for both the major and the minor.",Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,College of Humanities and Social Sciences,,,,,,,,,"Students in any area of study at NC State are eligible to minor in Chinese Studies. The minor in Chinese Studies will provide students with an opportunity to round out their study of Chinese language, culture, and political thought. An investigation of the significance of Modern Asia forms an important complement to studies in Economics, Political Science, History, and Multi-disciplinary Studies. At the completion of the minor the student will: Be able to communicate using the basic skills of modern standard Chinese,; Have some familiarity with Chinese culture, literature and political thought and; Have a general overview of China's political and religious institutions and the role of China in Southeast Asia. [4]",,https://catalog.ncsu.edu/,,,,FALSE,False,,,C- or better in all courses in the minor program,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,,,85.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Classical Greek,,,,,Associate,Fall 2026,,,,,,,,"After a thorough search of the North Carolina State University website (catalog.ncsu.edu), a program for a 'Minor in Classical Greek' could not be found. Therefore, no application requirements are available.",,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Humanities and Social Sciences,,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Classical Studies,,,,,Associate,Fall 2026,,,,Not Required,Not Required,Not Required,,"Application for admission to any University minor program is available via MyPack Portal and is based on the student's academic record, in most cases not requiring departmental review. Students can declare the minor when they are enrolled in a class that counts towards it. The minor requires the completion of 15 credit hours with a grade of “C-” or better in all courses. A maximum of two courses may be double-counted between major and minor requirements.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,"Greek, Latin or Classical Culture","The minor in Classical Studies scandals is an excellent foundation for advanced work in other academic disciplines as well as professional programs in law, medicine and management. [4] By presenting a broad selection of courses in the various disciplines of language, literature, philosophy, religious studies and history, the minor provides students with a sound introduction to study of the ancient world. [4, 12] Because of the continuity between ancient and modern cultures, it also gives students an opportunity to develop a keener perception and better understanding of the cultural forces at work in the contemporary world. [4, 12] Depending on their other undergraduate or career goals, students will have the option of pursuing one or more of three concentrations within the Classical Studies minor: Greek, Latin or Classical Culture. [4, 12] The Concentrations in Greek and Latin focus on intensive study of the ancient languages, with significant additional exposure to Classical literature and culture in translation. [4, 12] The Concentration in Classical Culture offers the option of pursuing more general study of Classical literature and culture mostly or exclusively in translation. [4, 12]",,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Coaching Education,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The Coaching Education minor requires the completion of 16 credit hours. [3] Students will complete six credit hours from the three required courses. [3] Students will complete 10 credit hours from eleven elective courses. [3] All minor program courses must be taken for a letter grade. [3] Students must obtain a grade of “C-” or better in each of the required and elective courses. [3] Students must complete HESM 370 Foundations of Sport Coaching and Instruction, HESM 477 Coaching Concepts, and six credits from the sport science electives category before taking HESM 301 Coaching Practicum. [3] A minimum 10 credit hours must be completed at NC State (including the practicum). [3]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,Department of Health and Exercise Studies,,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,False,,4.0,1.667,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Cognitive Science,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,,"A minimum of 15 hours is required for the minor in Cognitive Science. Students must maintain a grade of 'C-' or better in each course used toward the minor. Cognitive Science minor courses must include at least 3 of the 5 primary disciplines: philosophy (including logic), psychology, computer science, linguistics, and neurobiology. A maximum of TWO (2) courses may double-count between major departmental requirements and courses counting toward the minor. A maximum of TWO (2) courses may double-count between courses counting toward this minor and additional minors. The department will determine whether courses which have been transferred from other institutions qualify for the minor. No more than two courses from other institutions may count toward the minor. No courses for the minor may be taken for S/U credit. [11]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,"Interdisciplinary program involving the departments of Philosophy, Psychology, Linguistics, Biology, and Information Technology",,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Communication,,,,,Undergraduate,Fall 2026,,,,,,,Required,,,,False,False,False,,,False,,True,False,False,False,True,True,False,False,False,,,,College of Humanities and Social Sciences,,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,False,,4.0,2,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,54.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Computer Programming,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"Undergraduates who have completed CODA into a degree program except for Computer Science, Electrical Engineering, and Computer Engineering can apply for the Minor in Computer Programming via MyPackPortal. Students must complete [E 115 (grade of S) or COS 100 (grade of C minus or higher)], and Calculus I [MA 121, MA 131, or MA 141 -- grade of D minus or higher], and CSC 116 with a grade of C or higher. The overall GPA should be at least 2.25. [1, 7]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,Department of Computer Science,,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,True,,4.0,2,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Computer Science,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,False,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Engineering,,,,,,,,," The Department of Computer Science offers a Minor in Computer Programming (CPM) to undergraduate majors in any field except Computer Science, Electrical Engineering, and Computer Engineering. The minor requires 19 hours of coursework from the Computer Science core. The objectives of this minor are to:

1. Encourage students to combine computing with their own disciplines.
2. Promote quality and process when developing computing solutions.
3. Give graduating seniors with a minor in computer programming an added advantage in the job market. [8]",,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.5,,,,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Conservation,,,,,Undergraduate,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Natural Resources,,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Need-based",FALSE,,,FALSE,FALSE,,,False,
,Minor in Creative Writing,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"Students can apply for admission to any university minor program in MyPack Portal. [30] Admission will be based on the student's academic record, and in most cases no longer requires departmental review. [30] The minor requires a minimum of 15 hours, and students must have an overall GPA of 2.0 in the minor and may count no course grade lower than a 'C-'. [29]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Humanities and Social Sciences,,,,,,,,,"A minor in Creative Writing is available from the English Department for NC State students, except for English majors in the Creative Writing concentration. [6]",,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Criminology,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"To be admitted to the program, a student must have a GPA of at least 2.0. The Criminology minor consists of 16 hours. A 2.0 GPA is required in the minor course work. No courses for the minor may be taken for S/U credit. A minimum of 9 hours required course work must be taken at NC State, 3 hours of which must be 400 level. Students completing a major in Sociology (B.A. or B.S.) may not minor in Criminology. [3]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Humanities and Social Sciences,"$4,409.89 per semester for in-state residents, $15,904.89 per semester for out-of-state residents",,,,,,,,"The criminology minor emphasizes criminological theory and research and is an introduction to the concept of deviance and related issues of criminal behavior. The minor is grounded in sociological theory and methods and allows students flexibility in the choice of specialized criminological study such as, juvenile delinquency, sociology of law, formal institutions of social control, community and crime, and data analysis in criminology. No courses for the minor may be taken for S/U credit. [3]",,https://catalog.ncsu.edu/,,,"$288.39 for in-state residents, $1,262.14 for out-of-state residents",FALSE,False,,4.0,2,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Need-based, Study Abroad",FALSE,,,FALSE,FALSE,,,False,
,Minor in Crop Science,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"Admission to the minor requires a cumulative grade point average of 2.0 or better. [1, 3] Students should contact the Crop and Soil Sciences Undergraduate Programs Office to inquire about adding the minor. [1, 3] A minimum of 16 credit hours are required, and a minimum grade of 'C-' is necessary for each course. [1, 3] Students majoring in Agroecology and Sustainable Food Systems (11ASFSBS), Crop and Soil Sciences (11CSSCBS), and Natural Resources - Soil, Water and Land Use (11NATRLBS) are not eligible to enroll in this minor. [1, 3]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,College of Agriculture and Life Sciences,,,,,,,,,The undergraduate minor in Crop Science requires the completion of 16 credit hours and is for students with a general interest in agriculture. [4] A grade of ‘C’ or better is required in all courses for the minor. The minor is available to all baccalaureate students except those in the Crop and Soil Sciences-Crop Production curriculum. The Crop Science minor is not available to students pursuing the B.S. in Agricultural Science.,,https://catalog.ncsu.edu/,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,"Scholarship amounts vary; some are for $1,000, while others cover the full cost of tuition, room, board, and books. [2, 8]",,"Scholarships are available based on academic merit, financial need, and leadership potential. [2, 8]",FALSE,,,FALSE,FALSE,,,False,
,Minor in Dance,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"Current NC State students can use the self-service Change of Degree Application (CODA) portal to add the dance minor to their degree plan. [2] For the Dance Studies Minor, the requirements include the completion of 15 credit hours with a minimum overall GPA of 2.0 in the minor, and a grade of “C-” or better in each course. [3] For the Dance Performance and Choreography Minor, the requirements include the completion of 17 credit hours with a minimum overall GPA of 2.0 in the minor, and a grade of “C-” or better in each course. [5]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Design Studies,,,,,Undergraduate,Fall 2026,,,,,,,,,,,False,False,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in Economics,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To declare a minor in economics, students must have a GPA of 2.0 or better. The minor requires the completion of 15 credit hours. Required courses include EC 201 and EC 202, or ARE 201. Students must also complete nine additional credit hours in economics at the 300 or 400 level, with at least one course at the 400 level. A grade of 'C-' or better is required in all minor courses.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,TThe minor in Economics is designed to help students develop a basic understanding of the principles and applications of economics. By pursuing this minor the student will: develop an understanding of microeconomic and macroeconomic theory and the role of markets: understand the effects of government regulation and policy on economic behavior; learn to apply economics to contemporary social and market issues; and develop analytical skills.,,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Education,,,,,Undergraduate,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Education,,,,,,,,,,,https://catalog.ncsu.edu/,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in English,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Optional,Required,"To be admitted to the English minor, students must apply through MyPack Portal, and admission is based on their academic record. The program requires the completion of 15 hours of coursework at or above the 200 level. A maximum of two courses (6 credit hours) can be from transfer credits. Students must maintain an overall GPA of 2.0 in the minor and cannot have a grade lower than 'C-'. A maximum of two courses can be double-counted between major requirements and the minor.",Not Required,,True,False,True,,False,False,,True,False,,False,False,True,True,False,False,,,,,,,,,,,,,"The English Department offers a minor in English to majors in any field except English. The minor program will allow students to pursue general interests in writing, literature, and language. [3, 8]",,https://catalog.ncsu.edu/,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Entomology,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The undergraduate minor in Entomology requires 15 semester hours. A grade of 'C-' or better is required for all courses to fulfill the minor requirements. Students must take either ENT 425 General Entomology or ENT 402 Forest Entomology, plus 12 hours from an elective course list, of which at least 6 hours must be ENT courses. [4] Application for admission is available through MyPack Portal and is based on the student's academic record. [4]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,College of Agriculture and Life Sciences,,,,,,,,,"An undergraduate minor in Entomology is offered for students interested in insects and their diversity, ecology, behavior, management, and their role in the functioning of natural and agricultural ecosystems. Insects are the single largest group of animal species, impacting every aspect of human life and are a crucial part of our environment. This minor provides an opportunity for students to become familiar with this fascinating group of organisms. [3]",,https://catalog.ncsu.edu/,,,,FALSE,True,,,2,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
