Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level,level
,"The Department of Geosciences offers a master of science (MS) and doctor of philosophy (PhD) in geosciences. Our program offers world-class research opportunities across the geosciences including geochemistry, geophysics, hydrogeology, and surface processes, and sedimentary, structural, and igneous and metamorphic geology. Many programs are interdisciplinary, with links to the departments of atmospheric and oceanic sciences, botany, chemistry, civil and environmental engineering, geography, materials science and engineering, and physics, as well as the Nelson Institute for Environmental Studies. To support this research, the department maintains many sophisticated laboratories for research in geochemistry, geophysics, and hydrogeology.",https://guide.wisc.edu/graduate/geosciences/geosciences-ms/,,Master of Science in Geosciences,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Department of Geoscience at the University of Wisconsin–Madison has a long-standing reputation for excellence. Since its first Ph.D. was awarded in 1892, our alumni have become leaders in academia, government, and industry. Our graduate program is consistently ranked among the top in the nation. The department and its research facilities are located in the historic Weeks Hall for Geological Sciences, which includes classrooms, a research and instructional computer lab, the C.K. Leith Library of Geology and Geophysics, the Geology Museum, and many individual research labs. The department offers a wide range of graduate study leading to the master of science and the doctor of philosophy degrees in geoscience. Research areas include: biogeochemistry; crystal chemistry and mineral structure; economic geology; engineering geology; geochronology; geochemistry; geomorphology; geophysics; glaciology; hydrogeology; isotope geochemistry; limnology; mineralogy; paleoclimatology; paleontology and paleoecology; petrology; sedimentology and stratigraphy; structural geology; tectonics.",https://guide.wisc.edu/graduate/geoscience/geoscience-phd/,,PhD in Geosciences,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Literature and Culture; Linguistics,"The Department of German, Nordic, and Slavic+ (GNS+) offers a master of arts (MA) and a doctor of philosophy (PhD) in German. The MA program in German provides students with a solid foundation in German studies, with a focus on literature, culture, and linguistics. It is designed both as a terminal degree for students who wish to pursue careers in secondary education, government, or the private sector, and as a step toward the PhD for those who wish to pursue a career in higher education. The German program has a long-standing reputation for excellence. It provides a balanced approach to the study of the German language and literature, emphasizing historical and theoretical aspects as well as cultural and linguistic approaches. Faculty expertise includes all periods from the Middle Ages to the present, as well as second language acquisition, linguistics, and film and media studies.",https://guide.wisc.edu/graduate/german-nordic-slavic/german-ma/,,Master of Arts in German,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
"German Literature and Culture, German Linguistics","The Department of German, Nordic, and Slavic (GNS) offers a doctor of philosophy (Ph.D.) in German. The program has established a long-standing national and international reputation for excellence in scholarship and teaching. The department provides high-quality training in both German literature and culture and German linguistics to students from all over the world. Our distinguished faculty is dedicated to providing students with a deep knowledge of the field, preparing them for careers as researchers and teachers. While the primary emphasis of the program is to prepare scholars and teachers for the university level, we also encourage students to seek out opportunities beyond the academy.",https://guide.wisc.edu/graduate/german-nordic-slavic/german-phd/,,PhD in German,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
"African History; Central Asian History; East Asian History; European History; Latin American and Caribbean History; Middle Eastern History; South Asian History; Southeast Asian History; United States History; History of Science, Medicine, and Technology","The University of Wisconsin–Madison is a world-class center for the study of history. Our faculty and students have shaped many fields of historical inquiry and continue to push in new and exciting directions. The Department of History, among the largest on campus, includes about 45 faculty members whose work covers nearly every corner of the globe and reaches from the ancient world to the contemporary era. We are proud of our traditions of excellence and are dedicated to preparing our students for a wide variety of careers. UW–Madison consistently ranks among the nation's top programs for the quality of its research and its doctoral training. For students in our graduate programs, the department provides an intellectually rigorous and supportive environment. Our PhDs are currently teaching in leading colleges and universities around the globe, and many also apply their training to rewarding careers in libraries and museums, in the non-profit sector, in business, and in government. The department offers a variety of specialized MA and PhD programs. Note: The History Department does not have a separate MA program; it is an integral part of the PhD program. Students are admitted to the History PhD program. They may earn an MA as they work toward the PhD. In unusual circumstances, the department may admit a student who intends to complete only the MA degree.",https://guide.wisc.edu/graduate/history/history-ma/,,Master of Arts in History,https://guide.wisc.edu/graduate/history/history-ma/,,
"African History; Central Asian History; East Asian History; European History; Gender and Women’s History; Latin American and Caribbean History; Middle Eastern History; South Asian History; Southeast Asian History; United States History; History of Science, Medicine, and Technology","The Department of History at UW–Madison is one of the world’s leading centers for historical scholarship. We are a large and diverse department, with over 50 faculty members whose research and teaching cover almost every corner of the globe and every period of history. Our graduate program is consistently ranked among the best in the country. The Ph.D. in History provides students with an opportunity to do advanced work in a number of historical fields. The program is designed to train students for careers in research and teaching at the university level, as well as for careers in public history, government, and the private sector. Students in the program work closely with faculty mentors to develop their own research projects and to gain expertise in their chosen fields of study.",https://guide.wisc.edu/graduate/history/history-phd/,,PhD in History,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Program in the History of Science, Medicine, and Technology (HSMT) is among the oldest and most prestigious of its kind in the United States. Its faculty members are widely recognized for their research and have been honored with numerous prizes and awards. Together with its sister program in History, it provides a community of more than 40 faculty members and more than 100 graduate students. It offers a collegial and rigorous environment for the study of all aspects of the history of science, medicine, and technology. It maintains strong connections with other programs in the university, including the Holtz Center for Science and Technology Studies, the Center for Early Modern Studies, the Center for Culture, History, and Environment, and the Department of Medical History and Bioethics. Graduate students in History and HSMT at UW–Madison are part of a community that is deeply committed to historical research and teaching. This community is supported by a large and distinguished faculty, as well as by some of the finest library and archival resources in the world.",https://guide.wisc.edu/graduate/history/history-science-medicine-technology-ma/,,"Master of Arts in History of Science, Medicine, and Technology",The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,MA,
,"The graduate program in History of Science, Medicine, and Technology (HSMT) is designed to meet the needs of students who wish to study the history of science, medicine, and technology in their cultural and social contexts. The department's graduates have been successful in finding positions in academia, and in such areas as library and museum work, government service, and medicine. Our faculty has particular strengths in the history of the physical and biological sciences; the history of medicine, health and society; the history of technology; and the history of science and technology in the United States. The program offers the master of arts and doctor of philosophy degrees.",https://guide.wisc.edu/graduate/history/history-science-medicine-technology-phd/,,"PhD in History of Science, Medicine, and Technology",The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Research (thesis) or non-research (professional),"The Horticulture Graduate Program offers graduate study leading to the master of science and doctor of philosophy degrees. The program is designed to provide students with a broad background in horticulture and related sciences. Students may choose a research (thesis) or a non-research (professional) track. Within the research track, students can specialize in various areas of study, including physiology, molecular biology, genetics and plant breeding, urban horticulture, and organic and sustainable agriculture. The program's goal is to prepare students for careers in research, teaching, industry, or public service.",https://guide.wisc.edu/graduate/horticulture/horticulture-ms/,,Master of Science in Horticulture,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Department of Horticulture graduate program at UW–Madison provides students with the opportunity to pursue graduate study leading to the master of science and doctor of philosophy degrees. The Ph.D. in Horticulture is a research-oriented degree that prepares students for careers in academia, government, and industry. The program requires students to complete a dissertation based on original research and to pass a series of preliminary exams. Faculty in the department conduct research in a wide range of areas, including plant breeding and genetics, genomics, biotechnology and molecular biology, plant physiology, biochemistry, plant-microbe interactions, sustainable crop production, and urban horticulture. The program emphasizes a multi-disciplinary approach, drawing on expertise from across the university to address complex challenges facing the horticulture industry and society.",https://guide.wisc.edu/graduate/horticulture/horticulture-phd/,,PhD in Horticulture,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
"Civil Society and Community Research, Consumer Behavior and Family Economics, Design Studies, Human Development and Family Studies","The Master of Science in Human Ecology is a research-oriented degree program. It provides students with a broad overview of the field of human ecology and specific training in research methods and statistics. Students work closely with a faculty advisor to develop a program of study that meets their individual research interests and career goals. The program offers several named options, allowing students to specialize in areas such as Civil Society and Community Research, Consumer Behavior and Family Economics, Design Studies, or Human Development and Family Studies.",https://guide.wisc.edu/graduate/human-ecology-school-wide/human-ecology-ms/,,Master of Science in Human Ecology,https://humanecology.wisc.edu/academics/,,
"Civil Society and Community Research, Consumer Behavior and Family Economics, Design Studies, Human Development and Family Studies","The School of Human Ecology (SoHE) offers a PhD in Human Ecology. This is a school-wide degree program through which students complete their doctoral studies in one of the school’s departments. The school is organized into four academic departments: Civil Society and Community Studies, Consumer Science, Design Studies, and Human Development and Family Studies. Students choose from four named options in the Human Ecology PhD program: Civil Society and Community Research, Consumer Behavior and Family Economics, Design Studies, or Human Development and Family Studies.",https://guide.wisc.edu/graduate/human-ecology-school-wide/human-ecology-phd/,,PhD in Human Ecology,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Health Systems Engineering; Human Factors and Health Systems Engineering,"Industrial and systems engineering (ISyE) is a diverse field that includes such areas as human factors and ergonomics, health systems engineering, manufacturing and production systems, and operations research and optimization. Our faculty are experts in these areas and are committed to excellence in research and education. The ISyE department offers a variety of master’s and doctoral degrees in these areas. Our master’s programs are designed to provide students with a strong foundation in ISyE principles and practices and to prepare them for careers in industry, government, or academia.",https://guide.wisc.edu/graduate/industrial-systems-engineering/industrial-engineering-ms/,,Master of Science in Industrial Engineering,https://guide.wisc.edu/graduate/industrial-systems-engineering/industrial-engineering-ms/industrial-engineering-ms.pdf,Masters,
"Decision Sciences/Operations Research, Health Systems Engineering, Human Factors and Ergonomics, Manufacturing and Production Systems, Quality Engineering, and Systems Engineering","The Department of Industrial and Systems Engineering (ISyE) at UW–Madison is consistently ranked among the best in the nation. It provides students with a broad-based education in industrial engineering, including decision sciences/operations research, health systems engineering, human factors and ergonomics, manufacturing and production systems, and quality engineering. The department's focus is on the design and improvement of systems that involve people, equipment, and information. The PhD degree in industrial engineering is designed for students who wish to pursue a career in research and/or teaching in any of the department's six main areas: Decision Sciences/Operations Research, Health Systems Engineering, Human Factors and Ergonomics, Manufacturing and Production Systems, Quality Engineering, and Systems Engineering. Students in the PhD program work closely with faculty mentors to develop their research interests and conduct original research that contributes to the field of industrial engineering.",https://guide.wisc.edu/graduate/industrial-systems-engineering/industrial-engineering-phd/,,PhD in Industrial Engineering,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,PhD,
"Librarianship, Archives in a Digital Age, Data/Information Management and Analytics, Organization of Information, or User Experience Design and Information Technology","The campus-based M.S. in Information degree (formerly the Master of Arts in Library and Information Studies) is a professional program that prepares students for careers in information and library professions. Our students learn to connect people with the information they need; develop and manage information collections; and organize, store, and find information in a variety of formats. We are a premier program, and have been continuously accredited by the American Library Association (ALA) since 1924. Students in the campus-based program can also choose to specialize in one of several areas: Librarianship, Archives in a Digital Age, Data/Information Management and Analytics, Organization of Information, or User Experience Design and Information Technology. Our graduates find employment in many different settings including libraries (public, academic, and school), archives and museums, corporations, government agencies, non-profits, and more. UW–Madison iSchool graduates are working as metadata librarians, information architects, user experience (UX) designers, data analysts, information managers, and school library media specialists.",https://guide.wisc.edu/graduate/information/information-ms/information-campus-program-ms/,continuously accredited by the American Library Association (ALA) since 1924,Master of Science in Information,https://guide.wisc.edu/graduate/information/information-ms/information-campus-program-ms/,,
Power Engineering,"A master’s degree in power engineering from UW–Madison will help you master the design and application of power electronics, adjustable speed drives, and electric machines. Learn from world-class faculty and industry experts from the Wisconsin Electric Machines and Power Electronics Consortium (WEMPEC). Take what you learn and immediately apply it to your career. This flexible, online program is designed for working professionals who want to advance their careers in power engineering. Our curriculum covers a wide range of topics, including power electronics, electric machines, power systems, and control systems. You’ll have the opportunity to learn from the best in the field and build a network of professionals that will last a lifetime.",https://interpro.wisc.edu/online-graduate-programs/masters-degrees/power-engineering/,,Master of Engineering: Interdisciplinary Professional Programs,https://interpro.wisc.edu/online-graduate-programs/masters-degrees/power-engineering/,,
"International Development, Global Governance","The Master of International Public Affairs (MIPA) degree program provides students with the analytical tools to understand how the international political, economic, and social systems interact. Our students develop the skills to evaluate policies and solve problems for a wide variety of employers, including governments at all levels, international organizations, and nonprofit and private sector organizations. The curriculum emphasizes economic reasoning, data analysis, and the management of organizations in a global context.",https://lafollette.wisc.edu/academics/master-of-international-public-affairs/,"The Master of Public Affairs and Master of International Public Affairs degree programs are accredited by the Network of Schools of Public Policy, Affairs, and Administration (NASPAA).",Master of International Public Affairs,https://lafollette.wisc.edu/category/news/mpia/,Masters,
,"The M.A. program in Italian provides students with a broad background in Italian literature and culture and prepares them for further study at the doctoral level. The Department of French and Italian offers two graduate degrees in Italian: the Master of Arts (M.A.) and the Doctor of Philosophy (Ph.D.). Research and teaching in the department cover the full range of Italian literature and culture, from the Middle Ages to the present, and from various perspectives: historical, formal, and theoretical. Faculty interests also include Italian and Romance linguistics, second language acquisition, film, and cultural studies. Students are encouraged to develop their own programs of study and research, taking advantage of the expertise of the faculty and the resources of the department and the university.",https://guide.wisc.edu/graduate/french-italian/italian-ma/,,Master of Arts in Italian,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Department of French and Italian offers graduate programs leading to the Master of Arts and Doctor of Philosophy in French and in Italian. Our programs provide students with a solid foundation in the literatures and cultures of the French- and Italian-speaking worlds, while also allowing for specialization in a variety of areas. Students work closely with faculty members who are experts in their fields, and they benefit from a vibrant and supportive intellectual community.",https://guide.wisc.edu/graduate/french-italian/italian-phd/,,PhD in Italian,https://guide.wisc.edu/graduate/french-italian/italian-phd/,,
"Professional Track, Research and Theory Track",The School of Journalism and Mass Communication offers a program of graduate study leading to the master of arts (M.A.) degree. The school offers two distinct tracks for students to follow in completing their M.A. degree: the professional track and the research and theory track. The professional track is designed for students who want to develop their professional skills as journalists and/or communicators. It is intended for individuals who have an undergraduate degree in an area other than journalism or for those who have a degree in the field but want to gain skills in a different area of journalism. The research and theory track is designed for students who want to develop their knowledge and skills in the areas of mass communication research and theory. This track is intended for students who want to prepare for a Ph.D. program or who want to work in a research-oriented position in the industry.,https://guide.wisc.edu/graduate/journalism-mass-communication/journalism-mass-communication-ma/,Accredited by the Accrediting Council on Education in Journalism and Mass Communications (ACEJMC),Master of Arts in Journalism and Mass Communication,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The UW–Madison School of Journalism and Mass Communication is one of the oldest and most respected mass communication programs in the country. We believe in the Wisconsin Idea: the principle that education should influence people’s lives beyond the boundaries of the classroom. We seek to foster an environment of critical thinking and creative output in an increasingly globalized world. Our graduate program provides a highly personalized experience for our students. For our research-based degrees, we are committed to providing you with the tools to conduct high-quality, relevant research in journalism and mass communication. The PhD is a high-level, research-oriented degree that produces scholars for top university faculty and researchers.",https://sjmc.wisc.edu/graduate/ph-d-in-journalism-and-mass-communication/,,PhD in Journalism and Mass Communication,https://sjmc.wisc.edu/graduate/graduate-overview/,,
"Biomechanics, Exercise Physiology, Exercise Psychology, Motor Control and Learning, Occupational Science, Physical Activity Epidemiology, Physical Education","Graduate study in Kinesiology at UW–Madison offers students an opportunity to study with some of the best minds in the field. Our master’s and doctoral degree programs are characterized by excellence and provide students with a high level of research and teaching experience. We offer seven areas of study: Biomechanics, Exercise Physiology, Exercise Psychology, Motor Control and Learning, Occupational Science, Physical Activity Epidemiology, Physical Education. MS degree requirements include a minimum of 30 credits and a thesis or 33 credits and a non-thesis option.",https://kinesiology.education.wisc.edu/academics/graduate-programs/kinesiology/,,Master of Science in Kinesiology,https://kinesiology.education.wisc.edu/academics/graduate-programs/kinesiology/,Masters,
Applied Exercise Science,"The M.S. Kinesiology program with the named option in Applied Exercise Science is a 15-month, 30-credit, residential, professional program. The curriculum is designed to provide students with the required knowledge and skills to successfully work in various careers related to health, fitness, and human performance. Through an emphasis on research-to-practice, the curriculum includes courses in physiology, biomechanics, psychology, and motor control as well as applied courses in exercise testing and prescription, training, and program management. Additionally, the program includes a required 6-credit internship to provide students with practical, hands-on experience in an area of their choosing.",https://guide.wisc.edu/graduate/kinesiology/kinesiology-ms/kinesiology-applied-exercise-science-ms/,,Master of Science in Kinesiology: Applied Exercise Science,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,Masters,
Biomechanics,The Department of Kinesiology at the University of Wisconsin–Madison offers graduate programs in kinesiology and occupational therapy. Research in the department is conducted in more than 20 laboratories. Our graduate program provides students with the opportunity for advanced study and research in the field of kinesiology. The MS–Kinesiology: Biomechanics named option provides students with the opportunity to study the mechanical principles of human movement. Research in biomechanics at UW–Madison focuses on the mechanical behavior of biological tissues and the control of movement.,https://guide.wisc.edu/graduate/kinesiology/kinesiology-ms/kinesiology-biomechanics-ms/,,Master of Science in Kinesiology: Biomechanics,https://guide.wisc.edu/graduate/kinesiology/kinesiology-ms/kinesiology-biomechanics-ms/kinesiology-biomechanics-ms.pdf,,
Exercise Physiology,"The MS program in kinesiology provides students with the opportunity for advanced study in the field of kinesiology. The Exercise Physiology named option is designed to prepare students for careers in research, clinical exercise physiology, or for further graduate study.",https://guide.wisc.edu/graduate/kinesiology/kinesiology-ms/kinesiology-exercise-physiology-ms/,,Master of Science in Kinesiology: Exercise Physiology,https://guide.wisc.edu/graduate/kinesiology/kinesiology-ms/kinesiology-exercise-physiology-ms/kinesiology-exercise-physiology-ms_text.pdf,,
Exercise Psychology,"The M.S. in Kinesiology provides students with the opportunity for advanced study in the knowledge base of the field of kinesiology as well as an introduction to the processes of research. The M.S. in Kinesiology is intended for students who have a desire to work in a clinical, industrial, or academic environment that is focused on physical activity and/or human movement. The Exercise Psychology named option focuses on the psychological antecedents and consequences of physical activity and exercise.",https://guide.wisc.edu/graduate/kinesiology/kinesiology-ms/kinesiology-exercise-psychology-ms/,,Master of Science in Kinesiology: Exercise Psychology,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Motor Control and Behavior,"The Master of Science degree in Kinesiology provides students with the opportunity for advanced study in the theory and practice of kinesiology. The program of study is designed to provide students with a broad background in the field of kinesiology, as well as an opportunity for in-depth study in a specific area of interest. Work in the motor control and behavior area of study focuses on the cognitive, neuromuscular, and sensory processes that underlie the control and learning of motor skills. Students examine how the brain and nervous system control movement, how people learn new motor skills, and how motor performance changes across the lifespan or as a result of injury or disease. Specific areas of research include motor learning, motor development, and the control of movement in healthy individuals and those with neurological disorders.",https://guide.wisc.edu/graduate/kinesiology/kinesiology-ms/kinesiology-motor-control-behavior-ms/,,Master of Science in Kinesiology: Motor Control and Behavior,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Occupational Science,"The Occupational Science program provides students with the opportunity to pursue a research-based MS degree. The program is designed to develop a student’s ability to design, implement, and evaluate research related to human occupation. Human occupation refers to the everyday activities people do as individuals, in families, and within communities to occupy time and bring meaning and purpose to life. Occupations include things people need to, want to, and are expected to do. The field of Occupational Science is a multidisciplinary field that includes researchers from various backgrounds who study the impact of occupation on health and well-being. Faculty in this program have research interests in such areas as child development, aging, mental health, and disability. The MS degree is typically completed in two years and requires a research-based thesis.",https://guide.wisc.edu/graduate/kinesiology/kinesiology-ms/kinesiology-occupational-science-ms/,,Master of Science in Kinesiology: Occupational Science,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Physical Activity Epidemiology,"The Kinesiology: Physical Activity Epidemiology Master of Science (M.S.) degree program provides students with an opportunity for advanced study in the field of kinesiology, specifically in the area of physical activity epidemiology. The goal of the program is to provide students with a basic understanding of the research process and to allow them to specialize in a specific area of interest. Students will be expected to complete a research project and to present their findings in a thesis or a professional paper.",https://guide.wisc.edu/graduate/kinesiology/kinesiology-ms/kinesiology-physical-activity-epidemiology-ms/,,Master of Science in Kinesiology: Physical Activity Epidemiology,https://guide.wisc.edu/graduate/kinesiology/kinesiology-ms/kinesiology-physical-activity-epidemiology-ms/kinesiology-physical-activity-epidemiology-ms_text.pdf,,
"Biomechanics, Exercise Physiology, Exercise Psychology, Motor Control and Behavior, Occupational Science, and Physical Activity Epidemiology","The Department of Kinesiology at the University of Wisconsin–Madison offers graduate programs leading to the Master of Science (M.S.) and the Doctor of Philosophy (Ph.D.) in Kinesiology. The Kinesiology Department is a multidisciplinary unit in which research and teaching focus on the study of human movement from diverse perspectives. These perspectives include biological (biomechanics, exercise physiology), psychological (exercise psychology, motor control and behavior), and social-epidemiological (physical activity epidemiology). Our mission is to create, interpret, transmit, and apply knowledge related to movement, exercise, and human occupation with the ultimate goal of enhancing human health and quality of life. The department is a part of the School of Education. Areas of study for the PhD include: Biomechanics, Exercise Physiology, Exercise Psychology, Motor Control and Behavior, Occupational Science, and Physical Activity Epidemiology.",https://guide.wisc.edu/graduate/kinesiology/kinesiology-phd/,,PhD in Kinesiology,https://guide.wisc.edu/graduate/kinesiology/kinesiology-phd/kinesiology-phd_text.pdf,,
,"The M.S. in Landscape Architecture (MSLA) provides students the opportunity to conduct original research in various aspects of landscape architecture. The program allows students to develop an individualized plan of study in areas of research specialization such as restoration ecology and ecological design, cultural landscape conservation, landscape history, people–environment interactions, and community design and planning. The MSLA degree program is designed for students with a previous degree in landscape architecture or a related field who wish to pursue research and specialized knowledge in a specific area. It is not a professional degree; students seeking a professional degree in landscape architecture should apply to the Master of Landscape Architecture (MLA) program. Students in the program will: 1. Explore and evaluate research or evidence-based practices in the field of landscape architecture. 2. Develop a research project that contributes to the body of knowledge in landscape architecture. 3. Communicate research and design ideas clearly and professionally.",https://guide.wisc.edu/graduate/planning-landscape-architecture/landscape-architecture-ms/,,Master of Science in Landscape Architecture,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
"Librarianship, Archives in a Digital Age, Data/Information Management and Analytics, Organization of Information, User Experience Design and Information Technologies","The Information School (iSchool) at the University of Wisconsin–Madison prepares students for professional leadership in the library and information fields. The program is accredited by the American Library Association (ALA). The Master of Arts (MA) in Library and Information Studies provides students with a strong foundation in the concepts and practices of the field, while allowing them to specialize in areas of interest. The program prepares graduates for careers in a wide range of settings, including public, academic, and special libraries; archives; and various information-related roles in government, business, and non-profit organizations.",https://guide.wisc.edu/graduate/information/library-information-studies-ma/,Accredited by the American Library Association (ALA),Master of Arts in Library and Information Studies,https://www.idp.com/universities-and-colleges/university-of-wisconsin-madison/master-of-arts-in-library-and-information-studies/PRG-US-00005477/,,
"Research Track, Professional Track","The Department of Life Sciences Communication (LSC) is a world leader in research on the communication of science, health, the environment, and agriculture. LSC offers two tracks for its Master of Science: a research track and a professional track. The research track is designed for students who want to conduct research in life sciences communication and is often used as a stepping stone to a Ph.D. The professional track is designed for students who want to gain skills in professional communication and prepare for careers in the field.",https://guide.wisc.edu/graduate/life-sciences-communication/life-sciences-communication-ms/,,Master of Science in Life Sciences Communication,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Department of Life Sciences Communication (LSC) at UW–Madison is a world leader in science communication research. Our Ph.D. program is designed to train the next generation of scholars and practitioners who will address the most pressing communication challenges in the life sciences, health, and the environment. Students in our program develop a deep understanding of the theories and methods of communication research and learn how to apply them to real-world problems. Our faculty are experts in a wide range of areas, including science communication, risk communication, health communication, media effects, and public opinion. We offer a collaborative and supportive research environment, and our students have the opportunity to work on cutting-edge research projects with faculty and other students.",https://guide.wisc.edu/graduate/life-sciences-communication/life-sciences-communication-phd/,,PhD in Life Sciences Communication,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Biological track; Physical/Chemical/Geological track,"The Limnology and Marine Science Graduate Program is an interdisciplinary program that leads to the Master of Science or Doctor of Philosophy degree in limnology and marine science. This program provides students with a broad knowledge of limnology and marine science and more specialized knowledge in one of the following fields: physical limnology/oceanography, chemical limnology/oceanography, geological limnology/oceanography, and biological limnology/oceanography. The program is administered by the Center for Limnology and includes more than 20 faculty members from several departments in the College of Letters & Science and the College of Engineering.",https://guide.wisc.edu/graduate/limnology-marine-science/limnology-marine-science-ms/,,Master of Science in Limnology and Marine Science,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,Masters,
,"The Limnology and Marine Science Graduate Program provides an interdisciplinary program of study which leads to the master of science or the doctor of philosophy in limnology and marine science. The program is administered through the College of Engineering and includes faculty from several departments in the College of Letters & Science, the College of Agricultural and Life Sciences, and the College of Engineering. The program is intended for students who wish to pursue a career in research, teaching, or management in the field of limnology and marine science. It provides a flexible curriculum that can be tailored to meet the individual needs of students.",https://guide.wisc.edu/graduate/limnology-marine-science/limnology-marine-science-phd/,,PhD in Limnology and Marine Science,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Department of Linguistics offers graduate programs leading to the Master of Arts and the Doctor of Philosophy. The program provides students with a thorough grounding in the core areas of linguistics (phonetics, phonology, morphology, syntax, and semantics) as well as the opportunity to explore more specialized areas such as psycholinguistics, language acquisition, historical linguistics, and more. The department takes a multifaceted approach to the study of language, with faculty and students pursuing research on a wide variety of languages and using a range of methods (including formal, experimental, and corpus-based).",https://guide.wisc.edu/graduate/linguistics/linguistics-ma/,,Master of Arts in Linguistics,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Department of Linguistics offers a program of study leading to the doctor of philosophy in linguistics. The department’s requirements for the PhD are designed to ensure that the student is well-versed in the fundamentals of linguistics and has also achieved a high degree of proficiency in a specific area of research. All students must complete a major and minor field of study, and a doctoral dissertation. Each student’s program is tailored to their specific interests in a specific area of linguistics research.",https://guide.wisc.edu/graduate/linguistics/linguistics-phd/,,PhD in Linguistics,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Materials Engineering,"Materials science and engineering (MS&E) is an inherently interdisciplinary field that derives from the realization that the property of any material or device is determined by its structure on the atomic or microscopic scale. MS&E at UW–Madison offers graduate programs leading to the Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees. The faculty specialize in various areas of materials science and engineering including: ceramics, computational materials science, corrosion, electronic and magnetic materials, materials chemistry, metals and alloys, nanomaterials and nanotechnology, polymers and biomaterials, and surfaces and interfaces.",https://guide.wisc.edu/graduate/materials-science-engineering/materials-science-engineering-ms/,,Master of Science in Materials Science and Engineering,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
,"The Department of Materials Science and Engineering offers a Ph.D. in materials science and engineering. Materials science and engineering (MS&E) is a field that involves characterizing the structure of a material, understanding its properties, and then designing or selecting the material for a particular application. Materials science and engineering is a versatile and interdisciplinary field that uses the principles of physics and chemistry to solve real-world problems. Materials scientists and engineers create the materials that make new technologies possible. Faculty and students in MS&E work on a wide range of materials, including metals, semiconductors, ceramics, polymers, and composites. They also study materials at all scales, from the atomic and molecular level to the macroscopic level. MS&E is a critical field for many industries, including aerospace, automotive, electronics, energy, and medicine. MS&E graduates are in high demand by employers in both the public and private sectors. The Department of Materials Science and Engineering at UW-Madison is a leading center for MS&E research and education. The department has a world-class faculty, state-of-the-art facilities, and a strong track record of success. MS&E graduates from UW–Madison are well-prepared for careers in academia, industry, and government.",https://guide.wisc.edu/graduate/materials-science-engineering/materials-science-engineering-phd/,,PhD in Materials Science and Engineering,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,,
Foundations of Advanced Computing,"The Department of Mathematics offers several programs leading to the Master of Arts (MA) degree. Students can earn an MA degree in Mathematics, through the 'traditional' program or with a 'named option' in Foundations of Advanced Computing (FAC). These programs are geared toward different types of students. Both require 30 credits. The Mathematics MA (traditional) is for students who want to continue their study of mathematics at the graduate level, often with the goal of later entering a PhD program. The FAC MA is a professional master’s program for students who want to apply mathematics in industry or other fields.",https://guide.wisc.edu/graduate/mathematics/mathematics-ma/,,Master of Arts in Mathematics,The official website for the University of Wisconsin–Madison is [wisc.edu](https://www.wisc.edu).,MA,
